role,n,time
P,2,119478466
C,9,35660184
P,2,119861341
C,3,36062218
C,3,36167520
C,1,36484813
C,2,36739586
C,8,36823522
C,6,37111876
C,8894,36982116
P,9066,121609188
C,2,37061725
C,3,37256320
C,4725,37525874
P,5863,122309451
C,8421,38033365
P,10,123024264
C,3601,38489687
P,6,123487498
C,10,38808214
P,6,123777470
C,9,39031911
P,1,124053158
C,8,39960174
P,6,124902677
P,2,125721514
P,9,125968166
P,9,126111521
C,3681,41697320
P,7,126731602
C,3,42374899
P,1,127154475
P,9,127529911
P,8735,127845095
C,8426,43539043
P,2,127908555
C,10,43638389
P,8,128667203
P,7,128808780
P,10,129023016
P,9,129168285
P,3,129407490
P,4,129459513
P,4,129560153
P,9659,129668224
C,7938,45841899
P,232,129864381
C,7,46045170
P,9,130258853
C,5,46452586
P,8,130577644
C,5,46624629
P,3971,130729005
C,3304,46654603
P,2981,130778809
C,4,46763725
P,9,131282545
C,4762,47195426
P,8,131554882
C,8,47457649
C,5,47492826
P,9,131608169
P,4,131883705
C,8,47900079
P,5,132242630
C,10,48103226
P,8,132467805
C,1,48042957
P,3,132972655
C,4,48378802
P,14,133096372
C,7,48663314
P,4,133327261
C,10,48731870
P,3914,139567841
C,5,55621354
P,4,140435438
C,9,55790446
P,2,141035229
C,9,56695616
P,1,141880263
P,6,142348020
P,4,143002289
P,4,143274142
P,1,143196604
P,10,143496611
P,2,143825982
P,9779,144542955
C,6495,60638683
P,9,144838498
C,4111,61144875
P,4825,145745695
C,8,61655670
P,2752,145779069
P,2,145917068
C,6,61885206
P,10,147008541
C,7976,62972175
P,1,147705423
C,5,63781127
P,10,149071127
C,9,65022459
P,8,149273169
P,2,149495599
P,5,149560443
P,1,149660465
P,10,149736255
P,6,149853175
P,2136,150047500
P,7337,150134445
C,9054,66564278
P,10,150563977
P,5273,150999399
C,7124,67475496
P,2,151166409
C,9,67648068
P,412,151227408
P,4,151532524
C,2033,68049574
P,5,151655732
C,7,68191143
P,2,151798117
C,10,68282409
P,1,152012103
C,5,68655294
P,6526,152449814
C,10,68847500
P,1,152590481
C,1809,68846759
P,4,153568370
P,10,153828195
P,9,153843714
P,5706,153912799
C,6498,70380795
P,8,154002353
C,8,70502082
P,9,154097124
C,2146,70538307
P,1,154168361
C,9,70682942
P,9313,155086653
C,1,71844685
P,8,155769387
C,4,72344000
P,1,156037858
C,2,72480888
P,2,156325687
C,5178,72723410
C,3,72809268
P,7,156726643
C,3,73016968
P,1,157007566
C,617,73380381
P,3,157553846
P,2,166417543
C,2,83104748
P,2,158336311
P,10,166980132
C,3,83525430
P,7,167122823
C,2997,83755947
P,1,167685709
P,7,168112432
P,5457,168297009
P,9,168238650
P,1,168247182
P,6945,168430929
C,9639,85395290
P,6,168797158
C,7,85690374
P,10,168904095
C,2,86846933
P,8050,170412649
C,1277,87613529
P,5048,171487593
C,3734,88196662
P,10,171961877
C,9,88534634
P,5211,171991034
C,8,89070465
C,6001,89538416
P,5456,173375133
C,3,89835565
P,9,173482261
C,1478,90161120
P,2,174309163
C,9,90720283
P,4,175525007
C,10,92472020
P,10,176559093
C,2361,93230545
P,8,177477705
C,7,93563901
P,2490,177827697
C,8,93945846
P,2,178251318
C,5,94170640
P,4,178554454
C,7,95316441
P,1,179719596
C,3,96164724
P,2,180425068
C,4663,96422102
P,9,180686191
C,3,97104866
P,1,182376051
C,5429,98119083
P,10,182916661
C,3508,98608688
C,4,98856952
P,6,183525443
C,5,99517350
P,742,183867089
P,8,183988244
C,10,99760715
P,2,184248290
C,2,101096750
P,7421,185941473
C,4,101917361
P,1,186729125
C,3,102271082
P,2,187063347
C,6615,102884880
P,4,188105215
C,6,104117598
P,1,189351882
C,8,104926989
P,5,189720203
C,7,105090850
P,903,189802889
P,3,190462765
P,5,190666213
P,2,190777369
P,4,191297650
P,3,191288562
P,2,191311873
P,3,191687014
P,6,191942870
P,10,200027521
P,4,200122437
P,2,200495453
P,2091,200595463
C,7201,117153459
P,6,200853635
P,5,200897435
P,6,201054081
P,10,201172630
P,6,201391752
P,5,202188684
P,1,202225640
P,8,202270495
P,9,202524682
P,8500,202759298
C,4482,120003656
P,5,202831047
C,1,119845521
P,6,203160952
C,2430,120394110
P,2,203665512
C,8,120937781
P,5,204827987
C,2,121821422
P,2,205093912
C,2,121990782
P,9679,205327207
C,7,122187450
P,3604,205573195
C,5,122370843
C,5699,122583990
P,4749,206100917
C,6,122778851
P,8,206325343
C,9,123043044
P,8,207127044
C,3,124185211
C,7,124536506
C,6527,124701687
P,5491,208356656
C,5304,124886975
P,8,209349636
C,7,126295179
P,2,210457941
C,6,127196591
P,7,211061653
C,2,127941330
P,10,211572299
C,1,127925109
P,4278,211640965
P,7,211656251
C,6,127861426
P,7,211676469
P,10,211634904
C,3,128089868
C,8,127912264
P,1,211795875
C,5808,128139841
P,2,211856857
C,2,128108190
P,8,211931711
P,5,211875599
P,8,212073185
C,5,128210816
P,7,212074897
P,4,212090788
P,10,212207196
P,4,212412281
P,7,212591518
P,4,212714650
P,1,212754920
P,4,212909243
P,3,212876935
P,1,212971100
P,10,212988910
P,2,213100919
C,9603,130318191
P,3837,213095598
P,6,224530992
C,3,141842318
P,7,224662345
C,6537,141823453
P,5947,224617637
P,5164,224749996
C,4,141833510
P,3668,224762389
C,8,141937025
P,1,224824479
C,10,141990479
P,6,224815711
C,8,142041810
P,9,224873880
C,7608,142061399
P,8241,224934595
C,4,142060433
P,5564,224960762
C,8,142212312
P,5,225015281
P,3,225029215
C,10,142127505
C,4,142085131
C,4234,142148638
P,5,224989738
P,7874,225018054
C,10,142246974
P,1,225181005
C,1,142273756
P,3,225160032
C,4097,142211140
P,1,225229822
P,5,225197393
C,9,142274323
C,2246,142026033
C,7,142039387
C,7,142129091
C,3685,142051201
P,8364,225452493
C,9,142065140
P,6,225506864
P,880,225504936
C,9516,142174864
P,9,225551362
C,4275,142125361
P,8242,225535212
P,2,225478697
P,8,225544644
P,8,225568827
C,6,142210859
C,10,142216957
P,3,225626509
C,4,142060879
C,4,142153266
P,3532,225698982
C,4,142281872
P,6,225854348
C,7,142350734
C,8,142337500
C,3,142289763
C,8515,142289496
P,6428,226145171
C,1565,142356271
C,5,142301325
C,10,142285126
C,9,142321396
C,7,142383660
C,3,142292245
C,6,142293928
C,7,142208941
C,10,142196685
C,9,142246326
C,1,141824663
C,3545,135833581
P,8307,227188733
C,8,135983032
P,6,227213305
P,1,227184584
C,10,136092558
P,6,227075069
C,6,135886240
C,7793,135872168
C,1,135904339
P,9,227132714
P,9,227117190
P,1602,227168003
C,713,135928629
P,3854,227087650
P,9,227282923
C,2,136023449
C,4,135933340
P,2067,227356980
C,8912,135963240
P,6,227397365
C,1,136080589
C,9,136036107
P,5,227361812
C,2,135990516
P,4,227408514
C,4744,136086754
C,1,136165237
P,6,227388718
P,1,227550698
C,5,136218537
P,3,227554335
C,4,136324623
C,2821,136225095
P,3,227570381
P,4,227606683
C,5,136377944
P,9,227652161
C,9,136428688
P,6,227660441
P,7,227613677
P,7,227554991
C,5514,142599147
P,6182,233600530
P,3676,233792513
P,950,233773715
P,9,233837674
P,6931,233868857
C,8040,143084476
C,6,142998059
P,2,233939402
P,9,233857930
P,5148,234046522
C,9073,143288422
C,6,143320446
P,8958,234118585
C,3,143290890
P,10,234200053
P,5,234158841
P,9,234202479
C,7,143431327
P,6,234204646
P,1036,234129718
P,1,234229593
C,3,143565806
C,5915,143671357
P,3791,234250228
C,5,143729229
P,8128,234230435
P,7,234355675
C,1,143761923
P,579,234369143
P,2,234432915
P,10,234434658
C,4,143809256
C,10,143892167
C,4,143916963
C,7498,143965411
C,7,143982558
P,8,234718775
P,4,234722945
C,8278,143994572
P,9494,234800264
P,7063,234831412
C,1,144149736
C,9941,144145807
P,7991,235015195
C,3326,144199272
P,10,235070205
C,1813,144260544
C,1,144187945
C,1,144249100
P,10,235000224
P,2,234974954
C,7,144254306
P,5,234977549
P,5204,234946409
C,5,144190704
P,3,235152104
P,4,235032594
C,4,144363053
P,2,235164560
C,9,144296711
C,4,144638845
C,8,144230991
P,8,235398702
C,9,144778731
P,6,235565189
C,8,144932601
C,1209,145030440
C,4335,145160710
P,8527,236108278
P,1,236104914
P,6747,236129650
P,8,236126158
C,9483,145239356
C,7,145028238
C,5905,145173441
C,9,145210439
P,3,236203716
P,6815,236388864
C,6,145370996
P,2368,236493082
C,2,145369130
P,2,236521799
P,8,236495985
C,6,145342266
C,7356,145365510
P,450,236687022
C,6,145353277
P,5547,236734922
P,3,236721547
C,3310,145377846
P,126,243118303
C,5,151614854
C,1,151875245
C,4806,151735225
C,5,152007215
P,7,242983620
P,18,243418135
P,3,236744006
P,1803,243581545
C,9771,152190756
P,9,243655344
C,1,152038641
P,5922,243747189
C,6959,152074394
P,8,243743708
C,3,152021112
P,2,243703358
P,10,243737750
P,6,243781330
P,3,243705101
P,4,243698899
P,9,243651138
P,2,243725398
P,7,243835905
P,10,243753355
P,5,243777261
P,9,243684145
P,8388,243473548
C,5911,153111274
P,308,243496497
C,4,153112578
P,3,243468930
P,5045,243347276
C,2814,153043094
P,8,243327678
C,9,153067487
P,3,243381840
C,1,153117319
P,5,243434139
P,4433,243435701
C,3,153150173
P,10,243540170
C,4,153341974
P,9,239602264
P,185,239413168
C,1,153374563
P,3,239637224
C,10,153258322
C,2,153305495
C,10,153195231
C,8,153176362
C,8,153145793
C,9,153143090
C,5,153180477
C,10,153124582
C,7,153153514
C,10,153097324
C,5,153156702
C,9,152984046
C,1392,152923771
P,9241,240566450
C,2,152971554
P,5130,240731655
C,8068,152855864
C,10,152914842
C,9,152812912
C,5,152840655
C,2,152661299
C,9,152696109
C,6,152686144
C,3,152823639
C,8717,152802642
P,7082,241658803
C,7,152848996
P,4,241668730
P,2481,241750555
C,5,152851095
P,8,241669309
C,3,153046421
P,6,241695947
P,3,241667464
C,7,153191671
P,8,241848788
C,7,153223448
C,4,153100775
P,682,241819118
C,7,153107565
P,9,241910625
P,6,241921380
P,7,241870118
P,4,241895532
C,3988,153122030
C,3063,153055181
P,4,241930546
P,2836,242040161
C,2,153163190
P,8,242074164
P,9,241993098
C,6,153102001
P,5,241951822
C,1479,153216482
P,6148,242118111
C,2,153128764
P,1,242213256
C,7,153315274
C,10,153242420
C,2,153403116
P,4,242397323
P,7,242258186
C,6636,153504761
C,4499,153325555
P,5,242245362
P,7,242438410
P,4,242481593
P,1,242688157
P,1,242678289
P,5287,242869681
C,9653,154305341
P,1,242882199
C,9,154243837
C,10,154343958
P,2,243004986
C,2,154404047
P,3188,243074880
P,4,242981482
C,1015,154363289
P,2,243042715
P,2,243040575
C,6,154305132
P,5,243051833
P,10,243141306
P,9027,243181304
C,4630,154834685
P,7,243307182
C,8,154899011
C,1,154962230
P,9,243324335
P,8834,243249593
C,4,155073501
P,7,243338106
C,2,155112334
P,6,243476627
C,2,155083880
C,1111,155080358
C,1153,155209425
P,4267,243966327
P,2,243994390
P,8,243997692
C,7190,155213393
P,8,243978515
C,10,155350242
C,2,155264580
P,1,244117471
P,9,244207743
C,1271,155499855
C,10,155382625
P,1,244131192
P,5673,244197686
C,5,155377889
C,8,155375759
C,1298,155352680
P,4,244166765
C,7,155565035
C,2,155683228
C,9,155766881
C,9,155890590
C,5,155975999
C,2904,156068897
P,5742,245254804
P,6,245218618
C,9,156045721
C,1,156072885
C,9667,156239023
P,5155,245585467
P,3,245619525
C,1,156471735
C,5478,156550934
P,2224,245722097
P,1,245820311
C,5,156699667
P,4,245881266
C,4,156738082
P,6592,246049473
C,3,156782555
C,8,156812502
P,3,246089086
P,2,246102355
C,3,156932648
C,3,157041447
C,10,157101931
C,9,157217812
C,10,157313479
C,5,157364188
C,3594,157468784
P,5612,247169990
P,9,247130656
C,8,157490671
C,9,157471660
P,6,247245043
C,7,157454998
P,7,247259565
C,6,157502870
P,2,247408791
C,5962,157609346
P,10,247467431
C,1,157693770
P,2,247648980
C,6,157843584
P,5,247766983
C,2,157839918
P,6040,247905426
C,2,157750025
P,10,248011423
C,5,157851880
P,9,248056762
C,1,157889466
P,1,248083971
C,3246,158026074
P,4,248124997
P,9,248151233
C,7066,158078144
P,2,248221853
P,9146,248278653
P,4,248248432
C,10,158159828
C,10,158327571
P,3,248495959
C,4,158394388
P,337,248295016
C,6052,158238527
C,6,158495251
P,4,248679058
P,5,248677292
P,502,248568026
C,4,158555073
C,1432,158576742
P,1900,248766561
C,3,158665657
P,5,248885550
P,142,248895693
P,10,248705801
C,9843,158645674
P,5,248942003
P,6,249032690
P,1538,249168082
P,10,249240786
P,4,249328182
P,7493,249341810
C,7273,159531124
P,9177,249399784
C,5,159636745
C,4,159685780
C,8,159729809
C,8,159723321
C,7,159724196
C,315,159761827
C,7,159733045
C,8,159768828
C,5,159825863
C,5,159851274
C,1241,159874545
C,2,159931374
C,10,159971380
C,9,160031697
C,8,160042990
C,2,160108977
C,3679,160129125
P,7620,251432940
C,5969,160033050
C,4,160140131
C,4425,160114125
C,2,160040659
P,9910,251738593
C,9,160139174
C,1,160118563
C,4,160135873
C,6507,160220445
P,6350,252273788
C,3855,160282934
P,8,252333142
P,4,252452975
C,2468,160060271
C,1599,160038026
P,1,252571123
C,8,160086775
C,6385,160035354
C,6,160132315
P,10,252841513
P,7,252899577
P,7,253007778
P,8,253084244
P,4,253207908
P,8,253386040
P,1,253467259
P,2824,253488170
P,8380,253608357
C,8839,161605625
P,5,253717526
C,9,161744670
P,5,253923448
C,3,161995142
P,9,254120280
C,4073,162037108
P,9,254172016
P,6209,254266828
C,2333,162363646
P,7,254449939
C,7,162539306
P,8950,254513595
P,5,254579035
C,8071,162639326
P,2846,254617324
P,6,254562932
C,1499,162503602
C,2586,162658666
P,10,254713108
P,10,254583185
C,6,162629129
P,4,254732407
C,1644,162573709
P,5,254871827
P,7,254938104
P,5,255171197
P,4310,255234261
C,5450,163321126
P,10,255367458
P,2820,255365905
P,1,255394753
C,1131,163159937
P,5,255452680
C,9,163195735
C,9,163298509
P,3,255526155
P,8,255623575
C,139,163419896
P,2,255804220
C,3,163513994
C,10,163415732
P,5,255865535
P,1413,255856349
P,6976,256056515
P,6525,256084978
P,4,256094558
P,5876,256092434
P,2,256086020
C,8999,163623688
C,8,163689958
C,6,163707142
C,8,163577611
C,7,163773652
C,10,163802797
C,3,163904160
C,813,163938618
C,5,163786132
C,7,163778596
C,4,163957067
C,4,163878342
C,3,163954310
C,10,163952963
C,7,164016180
C,6192,163948770
P,7743,257989885
C,4392,164053116
C,7,163998115
P,1,258020178
P,6,257969897
P,8412,258015325
C,7,164054236
P,6,257952667
P,5,257996774
P,9,258031822
C,8,164138755
P,10,258093824
C,6,164122664
C,8,163997800
C,4431,164010750
C,5,164025415
C,8846,164029911
P,6678,258693022
C,4,164160525
C,1370,164143914
P,3,258759141
P,4,258848415
C,1,164029296
P,7,258898681
C,4,164107641
P,8,258826067
P,2135,258958334
C,9916,164106157
P,5655,258943539
C,3,164041077
P,6,259059314
C,6689,164114520
P,5,259139815
C,2745,164370379
P,5305,259079685
C,5,164417240
P,4,259128633
C,10,164377629
P,9,259080586
C,5,164439082
P,3,259309891
P,5483,259345227
P,4,259242638
C,4,164518785
C,3,164501140
P,9,259483856
C,10,164654596
P,7284,259603040
C,9,164680561
P,4,259637178
C,9,164604937
C,6,164736623
C,5392,164795729
P,2801,260073823
P,2,260086644
C,6364,164804165
C,5,164914063
P,7,260208855
C,1,164829605
P,3,260269161
C,3,164935729
P,1,260180456
P,10,260276966
C,4,158781065
C,2824,158791023
P,1,260496258
C,4,158852825
P,2,260540203
P,8,260532749
C,1,158732180
P,5414,260452935
C,2263,158743984
P,7,260677901
C,5,158851590
P,9,260683735
C,2,158814009
P,5,260671761
P,9,260753090
C,4569,158826914
C,6194,159175757
P,4922,260593220
C,9,158728196
C,6,159330018
P,10,261122327
P,5,260564727
C,2491,159308144
P,9,260969714
P,6,260826348
P,10,260771342
C,4,158888666
P,9,261430079
P,9,261301525
C,9,159307147
P,6,261585339
C,2,159340278
P,4371,261631799
P,3,261682165
P,5540,261802295
C,9226,160192895
P,4,261968332
P,7245,262061705
C,7199,160419976
P,6369,262171670
C,5,160525228
P,9790,262299666
C,5203,160558401
P,9,262272567
P,2,262334891
P,6033,262271980
C,1,160582542
P,9,262303419
C,8,160760010
P,6,262323528
C,7,160863339
C,3795,160943509
C,8598,160985520
P,5517,262846954
C,4,161022640
P,9,262937217
P,4,262952447
P,2,263031860
C,8,161056123
P,5,263140418
C,7,161098875
P,4,263288619
C,4,161141199
C,4038,161079683
C,3671,161312502
P,3723,263438634
P,4942,263021707
C,10,161408295
C,8,161045444
P,3,263446100
P,5,263703082
C,4,161236000
C,3891,161527313
C,8,161088585
P,3,263937370
P,9,264044078
P,4,264103204
P,7,264163838
P,7,264208354
P,6,264261460
P,5674,264271244
C,8979,162286057
P,10,264393970
C,4,162380360
P,4104,264503480
C,3,162478300
P,9,264595767
P,4,264654493
C,10,162584669
C,283,162510255
P,7,264751380
C,6,162490415
P,5255,264869375
P,7,264723770
C,9297,162485559
C,1844,162649308
P,4,264736207
C,1,162453398
C,9,162544313
C,7,162442443
P,9,265315624
P,5,265092997
C,6,162546804
C,4,162712296
P,3,265443726
C,10,162533179
P,4,265483084
P,10,265577178
C,1,162782221
P,8847,265300047
C,7,162605914
C,6,162911332
C,7,162826998
C,829,162846726
C,8178,163046243
P,5,265946981
P,8820,265958648
C,7578,163155994
P,8,265980459
P,9356,266102778
C,1,163225489
P,9,266264604
C,5519,163380001
P,10,266366204
P,9,266393211
C,2,163453723
C,9,163349017
P,6,266404023
C,3,163474994
P,8621,266550602
C,10,163541767
P,10,266713354
C,1,163603236
C,9463,163647657
P,3183,266976552
C,4466,163753177
P,6,266832656
P,4,266853985
C,1708,163770837
P,2,266886913
P,9,266926557
P,7,266945128
C,4377,163843501
P,2764,267002198
C,8,164065048
P,1,267085538
C,8,164030704
P,2,267127352
P,1894,267258202
P,8121,267384083
C,7533,164495759
P,3,267432298
P,3,267517273
P,8,267566723
P,2441,267635140
P,6210,267713368
C,9913,165002038
P,5512,267852350
C,8,165110236
P,289,267901413
C,1991,165175846
P,6,267982089
C,8,165237877
P,5545,268085848
C,9726,165217220
P,9,268080687
C,1,165316066
P,8,268258353
P,5102,268225508
C,6146,165351521
C,8,165380581
P,10,268311829
C,4,165420392
C,10,165447881
P,1,268259238
C,1075,165493075
P,1,268224904
P,7104,268353174
C,1,165457002
P,6,268310056
P,8,268369168
P,1040,268442687
P,4,268382716
P,6049,268484881
P,3,268547008
C,4,165534891
C,2,165608734
P,7,268631299
P,10,268533706
C,8894,165582346
C,6,165585981
C,3,165565128
P,10,268638495
C,6040,165670952
P,1,268877091
C,6,165743442
P,4,268982040
C,7,165801995
P,7661,269052550
P,331,269009941
P,7,269052919
P,2869,269099249
C,6,165773139
C,7,166010489
P,10,269207820
P,6283,269176972
C,2,166096523
C,7719,165948647
C,1480,165868343
P,4,269079127
C,3,165864350
P,5798,269457086
C,2,166227018
P,4,269558710
C,3,166339917
P,5,269589447
C,2,166420517
P,4,269400689
P,5,269671488
P,5,269673235
C,9,166445944
C,2,166391790
C,6,166262517
C,2415,166519100
P,3607,269909666
P,3,269899236
C,9,166414175
P,9,269997721
C,6,166568172
C,3,166491103
C,9,166574413
P,3720,270045263
P,8,270095398
P,9,270141136
C,9210,166607687
C,4,166585605
P,8,270162330
P,4,270180446
C,4,166647178
P,5770,270175789
C,8,166582045
P,9,270160830
C,9,166530060
C,6,166501964
C,5,166583242
P,3,270223836
C,1,166744148
C,7,166699270
C,7,166735936
C,1,166789620
C,6,166868410
C,5,166943128
C,8,166867505
C,6282,166695538
P,6950,271454419
P,7015,271483533
C,7,166576811
C,8105,166611813
C,5,166583245
P,5,271555878
P,5,271539572
C,4,166420712
C,4,166491285
C,10,166444761
C,9,166501292
C,3996,166480001
P,4623,271993074
P,3,272018175
C,5,166419069
C,2,166305117
P,7,272085706
P,10,272134252
C,1282,166342796
C,190,166342263
C,1,166346253
C,5173,166395077
C,3,166321440
P,1,272261781
C,3,166506834
P,9,272180511
C,3958,166505707
P,1,272437393
P,6,272361437
P,946,272586078
C,8,166533708
P,1170,272529481
P,7,272746658
P,1,272788486
P,1,273009923
P,8,273027740
P,8,272995864
P,5,273018695
P,5,273056938
P,3,273111560
P,10,273153116
P,7425,273199058
C,8278,167911105
C,5,167925535
P,6,273093622
P,9536,273231460
C,4798,168152355
P,3,273454852
C,2400,168271725
P,8305,273625207
C,8781,168396699
P,2,273623409
C,246,168477240
P,6197,273734898
C,1111,168327431
C,4676,168465118
P,7,273689648
P,3,273950395
P,8,274011915
P,4816,274100348
C,908,168703789
C,2865,168591505
C,1582,168798825
C,10,168701183
C,4933,168774515
P,6,274321065
P,9,274300657
P,6,274109472
C,5787,168968024
P,622,274386789
P,8644,274145040
P,5,274455852
C,6,168819554
C,2294,168605222
C,9,168903702
C,3,168882559
P,2722,274345052
P,8,274647450
C,3,168870915
C,1,168972493
P,4570,274216733
P,7044,274693749
P,1,274728353
C,6,169131059
P,6,274560094
C,5,169214522
P,9,274856932
P,3,274716004
C,7,169438707
C,5,169391525
C,7,169479878
C,6,169475701
C,6,169531918
C,9,169657995
C,1,169703971
C,8,169794372
C,5734,169942229
C,5201,169860466
P,9511,276370849
C,1,169925518
C,3357,169881755
P,9,276499324
P,3,276547234
C,2634,169988585
P,6,276465537
C,9,169913583
C,9423,170177454
P,8810,276854437
P,6,276889632
C,4,170232736
P,6,276931139
C,7691,170231395
P,4,276915843
P,4,276880395
P,7,276918710
C,614,170379326
P,981,276964904
C,8,170378793
C,6,170425781
P,6898,276940922
C,8,170371844
C,8,170568930
C,7294,170546649
P,9689,277483407
C,7,170637474
P,2043,277547908
C,9,170612526
P,4,277520763
C,9,170691272
P,1,277602399
C,2491,170798073
P,3,277711997
P,4180,277719114
C,7,170837275
C,10,170770267
P,2,277803673
P,2,277755974
C,8,170708949
P,10,277850414
C,3,170783922
C,5,170773998
P,3,278046649
P,8,277949996
C,1,170708055
C,5,170820659
C,3455,170865923
P,5207,278429958
C,10,170982129
P,10,278487690
C,1,171040230
P,2,278538770
P,5,278522050
C,4,171094757
P,7,278505339
C,4,171203245
C,2362,171223945
P,2089,278824721
C,10,171231520
P,2,278905847
C,3,171310382
C,5,171261602
P,7,278953931
P,3,278974029
P,8,278952107
C,5,171357240
P,7,278986263
C,4,171459495
P,10,279017590
C,679,171628903
C,10,171679104
C,6,171746483
C,5,171607591
C,9,171663750
C,10,171695916
C,5,171719905
C,2868,171784753
P,3638,280193259
C,6938,171787916
C,1,171825507
P,5556,280336360
P,2913,280368893
C,1282,171890300
C,1,171890706
P,2328,280443265
C,9023,171920851
P,6,280390702
C,2,171935333
P,3,280469417
P,1901,280444515
C,7,172065880
P,8,280511795
P,7,280591127
P,7,280539211
C,1,172044578
P,4625,280639769
P,140,280544207
P,8,280597853
C,7,163088962
P,1,280622497
P,4,280662428
C,4652,163021978
C,2,163230301
C,10,163299282
C,6,163404272
C,7,163549086
C,6,163739425
C,7,163845534
C,299,163876377
C,9,163943169
C,7,164060567
C,4,164170978
C,3,164308581
C,1,164482075
C,7186,164588079
P,6782,282746493
C,9,164751035
C,7,164804335
P,10,282775221
C,6,164958322
C,3,165104346
C,8045,165190426
P,7138,283443030
C,6,165315134
P,7,283456757
C,7,165307987
P,3448,283483604
P,9,283518580
C,1,165608533
C,2,165736652
C,5886,165778364
P,4628,283943838
C,4,165907926
P,8,284092443
C,2,166030466
P,10,284206933
C,1,166166182
P,4,284226778
C,6,166367634
C,10,166611012
C,2,166409580
C,2,166816677
C,6545,166888075
P,8839,285102952
C,6,167047252
P,6,284999764
C,7,167139140
C,1,167375606
C,1779,167396275
P,4689,285502496
C,8051,167546111
C,2,167597573
C,4832,167670506
P,6,285577342
P,2,285674285
P,3766,285627346
P,5,285787548
C,1,167802019
P,10,285804873
C,5265,167942234
P,6,285745228
P,5,285901477
C,10,167964812
P,2,285912537
P,8,286089530
P,3433,286153974
C,6211,168345057
P,1642,286267537
C,6,168402536
P,1,286300725
C,6,168433480
P,548,286329719
P,2,286469640
P,1,286517831
P,1,286613689
P,9,286691459
P,9,286745324
P,7415,286858317
C,7402,169356577
