role,n,time
P,7402,24710380
C,8801,13025076
C,3441,13019359
C,130,13107732
C,2130,13135169
P,9621,24534514
C,3397,13089348
P,5686,24438478
P,3425,24372864
C,6182,13211258
P,609,24392519
P,8105,24372946
C,4534,1277756
C,2467,1141946
P,7843,24113754
C,5301,13419546
P,5878,24097795
C,120,15884991
P,3382,24255349
C,2738,15963245
P,2082,24210982
C,706,16055806
P,8157,24246418
P,6409,24225073
C,3131,15980485
P,1333,24212235
C,5160,16010163
C,895,13998152
P,2669,22209472
C,7742,14119866
C,3331,14047163
P,6576,22153125
C,6280,14035027
C,6825,13957317
P,9318,22175761
C,9757,1084644
P,7815,6126
C,4164,1030230
C,9181,1443785
P,6804,6102
C,5563,1062596
P,1541,83801
P,4266,6089
C,1220,1202047
P,4962,150600
C,4992,1236942
P,3345,249529
C,7199,1896701
C,6018,1270903
P,9314,6202
P,3655,5764
C,5983,2082355
P,2379,219024
C,3141,1179011
P,7555,5866
C,6340,1230745
C,909,1190556
C,3370,1203369
P,6585,6202
C,5404,1223620
P,5085,5999
C,3936,1223220
P,2855,5950
P,4819,9033
C,1863,1502352
C,4979,1553374
P,7839,8411
C,1211,1625245
C,5243,1750650
P,9013,6429
C,6073,1796401
P,5665,39457
P,4438,6511
P,1190,6360
P,5773,2747
P,887,7092
C,7330,1243347
P,4578,8914
C,8105,1188421
P,9071,5690
P,1717,1885
C,4218,3356512
C,7810,3530155
P,6123,4425
P,3049,38034
C,3171,3804397
P,2515,7888
C,906,4058364
P,4773,3146
C,9442,4102247
P,7675,6465
P,5454,35313
C,3428,3968060
P,2053,6122
P,7413,16920
C,3716,2190587
C,1689,2106347
C,4011,2199239
P,9027,7415
C,3794,2345773
C,2050,1467135
P,7711,5546
C,9086,2458281
C,5106,1232437
C,5578,2278514
P,5019,7242
P,4275,6067
C,9128,2316808
P,2838,7505
P,6183,5398
C,4214,2113565
P,7512,7271
C,9969,2222680
C,6927,1037501
P,6483,6795
C,7966,1913823
P,5626,8776
P,2492,9479
P,980,38892
P,4457,40195
C,5596,1445343
P,5700,41490
P,7060,39482
C,1654,1170045
C,3742,1050488
C,509,1113357
P,5855,34478
P,1614,42503
P,4668,56476
C,2872,912031
C,2404,932678
P,5277,34362
P,6907,38618
C,906,858929
P,5264,33436
C,8397,929934
P,5929,40630
C,7627,859533
P,3316,37087
P,5543,49938
C,3948,873701
C,3241,974001
P,7246,8190
C,6468,1379666
P,8841,8276
C,9655,1365782
P,4362,7575
C,5189,1503765
P,9414,7013
P,1994,93766
P,3653,99641
C,3099,1673359
C,7733,1521765
P,673,326166
C,5690,1460830
C,1354,1525337
P,993,447215
C,3488,1982539
C,4625,2234385
P,7130,791145
P,4199,815636
C,5244,1670963
C,9662,1698517
P,9584,994684
P,3447,1304046
C,5667,1431779
C,1329,1297526
P,2058,1367706
C,9965,2720585
P,2897,1378422
C,7802,2791375
P,7493,1411551
P,9982,12708
P,3697,1420384
P,5945,17190
P,9335,3670
C,2344,1081817
C,5833,2753913
C,6103,2957358
P,6604,1573558
P,8510,15839
C,6878,3183316
C,9425,1050218
C,8391,3211746
P,8277,2106167
P,5104,15170
P,8144,1620
C,4206,484793
C,272,438450
C,611,3347385
P,1245,2308323
P,8112,15913
P,8728,1990
C,5196,423622
P,8222,2557739
P,7105,16619
C,9981,324746
C,3196,3590082
P,2057,2728951
P,2893,2723896
C,3878,4082506
P,1886,2950564
C,6842,6188505
P,3866,3110867
P,6278,16805
P,7994,1817
P,1110,1008
P,8777,883
C,1692,6319512
P,8862,3222997
C,7344,6323956
C,3344,16669
P,3411,3420176
P,7525,3516100
C,7942,6457483
C,9402,16028
P,6050,354104
C,9272,47919
C,5877,913
C,5395,679
C,5408,6604853
P,6127,3789195
P,713,15483
P,5921,5901
P,235,5444
P,9274,4277
P,4698,5670830
P,1847,2177
P,355,1017
P,3228,899
P,8542,910
P,240,856
C,2059,6865615
C,6093,4863
P,4824,103478
P,566,2022
P,4097,1103
P,33,895
P,6792,820
P,5492,5703506
P,8385,5840706
C,9716,7053462
C,3073,15241
C,4394,7561288
C,5801,16070
C,1908,1398
C,9284,705
C,4706,508
P,4827,6078785
P,3277,17606
P,6595,6226973
C,4505,7564039
C,8113,7643307
P,3420,6719299
C,1995,7691553
P,3321,6941298
C,7982,7667363
C,146,7762246
C,6968,7794300
P,6791,6981527
P,7808,7099000
C,8546,7910950
P,3259,7763302
P,3097,8252198
C,9711,7802226
C,1988,7893985
P,6651,10554383
C,9525,7981933
P,6066,10547274
C,7161,10363459
P,5898,10592206
C,3561,11069042
P,4912,10471844
C,3435,11259130
P,7156,10454406
C,4610,11299646
P,8936,10557913
P,4484,14412
C,6612,667987
P,2186,10659528
C,5713,11382388
C,9614,11682737
P,8021,10684448
P,143,14483
P,679,10882827
P,2064,11097892
C,954,406169
C,3345,312133
C,658,265345
P,8608,11178728
P,6934,3470
C,8841,13807315
P,8623,11250059
C,3355,174205
C,2395,152430
P,5562,38587
C,8804,171514
P,7045,1491
C,5751,510725
C,4569,67324
P,6524,15878
C,456,586211
C,8224,716506
P,9147,4033
P,3064,15695
C,7892,625057
P,4098,1304
P,122,5135
P,154,4491
P,398,42753
P,3224,5216
P,5775,1141
P,3256,921
C,1619,224017
C,7378,160727
C,2043,343484
C,6223,1023
C,2015,929
P,9064,4690
P,2419,4654
C,4598,365224
P,5796,5291
P,3647,1238
C,3412,335842
C,7548,1191
C,1409,860
C,4372,968
C,2744,297193
C,5465,413767
P,7174,5001
C,2150,401735
P,2408,4878
C,7223,231206
P,4362,6438
P,2689,6400
P,1388,24950
C,4625,113412
P,1083,4943
P,2573,212273
P,8692,212544
P,3194,1065
P,464,917
P,8625,878
P,1000,866
P,5520,247335
C,9278,4077
C,7796,1012
P,572,1903
C,7684,185935
C,9066,223281
P,3379,4004
P,2940,157305
P,4484,168283
C,931,4650
P,8085,110808
C,8099,31840
C,6560,98704
P,1004,3172
C,5292,1454
C,2848,199258
C,8242,253738
P,9562,7770
P,2533,8862
P,8239,1975
C,5570,133590
C,3094,5672
C,5044,1932
C,9743,221918
C,1261,46652
P,7318,28252
C,4400,260616
P,3877,325938
P,7210,310387
C,2984,440750
C,9797,14952
P,9798,72376
P,6777,893
P,4521,635
C,660,261700
C,7588,15864
P,3841,98813
P,7746,14547
C,231,480230
C,4626,17158
P,7383,84785
P,3600,1179
P,2741,19011
C,1557,844543
C,7683,16871
C,2584,1265
C,9387,3911
C,6943,955
C,5451,1003424
C,3484,932941
C,645,1001836
C,853,857458
C,2083,1151261
C,172,1177476
P,8164,32918
C,2294,1233216
C,5968,1009403
P,306,1555
C,8744,1087909
P,2417,5041
C,8906,1149423
C,4409,1218772
C,4973,1177286
P,7795,5852
C,5179,1215987
C,2279,632052
P,6134,9955
C,3194,1170499
P,9797,1896
C,5154,1362376
C,4126,1546991
P,7549,5377
C,5183,1475959
C,5938,1028619
C,1302,1681271
P,8634,7293
P,6719,5903
P,3202,6260
C,3318,1156927
C,6619,1546250
P,7228,8823
P,1571,15876
C,1655,1787492
C,1446,1240468
C,9902,1824757
P,9918,6290
P,4023,5524
P,35,6001
P,2137,6237
P,574,6287
C,1077,1055075
C,257,1484534
P,3709,5584
C,7365,1579739
C,5770,1685570
P,8769,5484
C,4070,1640870
P,4072,10082
C,5333,1593820
P,4487,6003
P,191,6230
C,9497,1567828
P,3694,6127
P,1141,5364
C,2585,1400153
P,8371,5974
C,9264,1438556
P,7444,5868
P,2029,5508
C,9917,1277268
P,1365,6248
P,1948,19769
P,1224,5956
P,6177,6700
P,8297,5510
C,6504,1030778
P,3892,6482
P,4565,14657
P,9272,3959
C,6868,757265
P,372,8619
P,3542,15194
P,8967,1257
C,4166,673292
C,2504,365775
C,5120,909695
P,7754,5478
P,1660,15864
P,6985,6070
P,3138,16340
C,7692,1057726
P,5439,5640
C,3378,1023052
C,8714,1129489
P,7646,5568
C,3992,1151382
P,7522,11077
C,2614,1155029
P,8286,6236
C,9079,1589452
P,8957,5366
C,8106,1567444
P,8296,5790
P,1729,16095
P,2180,5865
P,1552,4403
P,116,5778
P,1488,14451
C,2922,1429294
C,4416,1449852
P,6090,5776
P,4606,14591
C,7495,1474543
P,3138,6184
C,517,1473720
C,5859,1536978
P,7896,5773
C,1627,1526861
P,4908,5885
P,3544,5017
C,4363,1440854
C,6331,392304
C,7520,1623641
P,8085,6395
C,9454,1836220
P,9235,6205
C,3081,2015273
P,5270,6528
P,6780,4053
C,5256,602696
C,1992,439378
C,5111,2002010
C,3073,2126772
P,8710,6518
P,2194,2990
C,2031,2283872
C,5958,2432461
P,9081,22045
P,8018,5350
C,1510,2624160
C,538,521643
C,9576,2860606
C,7400,2638554
P,9494,35916
P,1554,7437
C,1000,2822898
C,9700,2849381
C,6125,2580140
P,8235,5274
P,487,6447
C,8726,2475867
P,7449,5770
P,200,6044
P,4573,6444
C,7927,2264880
P,6563,10369
P,1621,83000
C,6536,2148327
P,5016,267273
C,1170,2080540
P,6862,330218
C,167,1999634
P,270,280055
C,4646,1860839
P,5404,10382
P,5059,6062
C,865,941568
C,3795,969139
C,4389,999315
P,9608,3288
C,8097,1117760
P,4971,5013
C,4933,990004
P,6950,3066
P,465,14801
P,2197,3790
P,9680,14825
P,1729,3198
C,1153,743874
C,9802,805205
C,913,780784
P,8964,4124
P,4278,2732
P,1654,2896
P,9849,11664
C,8748,859756
P,8866,35899
P,2989,4067
C,206,352588
C,5234,860569
P,9034,3738
P,2152,2781
P,2383,4095
P,9903,2625
C,3896,175339
C,3651,1132
C,2816,626
C,4699,611
C,740,953
C,6002,868995
P,1569,4219
C,7056,748777
P,9558,4733
P,665,4090
P,3624,1249
P,4695,902
P,4467,856
C,8421,483315
P,8106,36987
C,9748,629437
C,786,531711
C,1951,588272
P,5935,11860
P,4270,1151
C,4281,619254
C,9442,563692
P,9475,1197
P,1891,29545
C,8320,402712
C,6933,12453
P,7115,7199
C,3445,29342
C,9440,12439
C,4182,1158
C,4721,602
P,659,58603
P,9762,2515
P,5542,1194
P,616,582
P,3255,727
P,474,5673
P,2784,26993
C,1503,119940
C,5446,3074
C,8163,162411
P,5000,3960
P,9929,211100
C,9887,302416
C,5853,13227
P,6020,3604
C,8267,274650
C,6298,11799
P,5526,4003
P,7111,1486
C,7072,246195
C,4220,2555
P,7227,71093
P,7384,4469
C,6554,200087
C,6330,2265
P,6581,4914
C,3247,189273
P,5319,5016
C,158,173763
C,8817,785
C,1650,580
C,6509,286061
P,3319,5090
P,9107,2471
P,1073,1394
P,8901,589
P,2740,5031
C,5361,333808
C,4250,2317
P,9430,107144
P,6826,5110
C,6533,346556
P,5846,17583
C,3260,328779
C,2459,3060
C,8655,404448
P,3849,4070
C,8396,594561
P,7576,1071
C,9227,721172
P,4308,27765
C,4506,657249
P,581,19772
C,4288,721809
C,6220,786293
C,6070,792127
P,6038,27968
C,9882,851164
P,4043,31208
P,1515,5443
P,5937,5305
P,7397,997
C,7868,691111
P,5290,4878
C,3774,840725
P,4841,5421
P,1152,4844
C,8146,743978
P,2273,5658
C,4642,685954
P,9202,6216
P,708,6731
C,479,739183
C,243,2750
C,2495,3766
C,5899,2597
C,5757,908310
P,6325,6068
P,231,350439
C,8057,1037316
C,3910,2877
P,1357,347822
P,8534,58677
C,6304,908313
C,3635,2626
P,7135,249517
P,3035,153315
C,7596,980121
C,5344,2740
P,3209,250817
P,9239,6233
C,1636,944170
C,3793,2720
P,8258,1234
C,5996,1146809
C,4153,2557
C,7737,924
C,3330,633
C,1679,513
P,3686,6235
P,359,5168
P,7888,699
P,2791,600
P,695,23426
C,3607,1233338
C,6085,2474
C,3567,1251630
P,9597,5478
P,3030,12238
P,6827,670
C,3946,1218307
C,6103,1269754
P,6099,6400
C,7838,1381063
P,6462,7770
P,3196,940
P,4487,1236
C,8387,1164474
P,9266,9585
P,3739,5719
C,5284,1015621
P,9234,6458
C,6299,840157
P,5375,8170
P,2046,135301
C,5202,841589
P,5972,62141
C,4451,664169
P,6127,8336
C,7741,535223
P,4794,7847
P,791,7008
P,1673,6363
P,6064,129540
P,7142,140770
C,4279,1147
C,4655,1067
C,9134,1235
P,4341,19222
P,3536,84345
C,6307,33268
P,234,360335
P,8342,487107
C,9475,43519
C,9946,44053
P,2336,438938
P,1905,311595
P,5554,323135
C,3838,5579
C,2437,4963
P,8095,278353
C,5997,5181
P,8148,306552
C,8485,5768
C,509,5193
P,6970,307288
C,7497,5176
C,440,5644
C,295,5648
C,512,5176
P,2935,78345
C,1435,5409
P,3227,1239
P,3684,628773
C,7409,88184
C,1372,223140
P,9501,5728
C,1679,214730
C,5201,254501
C,9229,4307
P,4547,4923
C,8742,241682
P,9726,5035
C,7547,236831
P,5614,5524
P,130,5673
P,2793,6325
P,7163,932
C,1062,1279
C,6251,111084
P,4839,21556
P,4592,5625
C,7594,1395
P,8150,57925
C,6630,6928
P,5219,1600
C,9042,205806
P,4055,7676
P,3543,5387
C,5125,175883
C,6437,189892
P,7859,5037
C,8994,184254
P,7035,5652
P,4357,5150
C,1945,72928
P,5600,5621
C,7371,138584
P,6203,6202
P,5172,8022
C,5293,1320
C,5164,97044
P,9426,7884
C,2295,42764
P,9035,320904
P,2472,379308
C,6011,4364
P,2241,327048
C,8778,4447
C,9114,3671
P,3511,403791
P,93,286334
P,7901,334669
C,4802,4152
C,433,3575
P,9410,251480
C,9468,15537
P,3265,429010
P,195,287240
P,6738,289501
C,8657,3445
P,3137,291547
C,3471,4300
P,1658,279142
P,8990,283399
C,8433,5267
C,3361,3058
P,7205,155502
C,1421,4249
P,9164,173690
C,7201,3395
C,4680,3778
P,2011,572528
P,8540,36645
C,5777,3709
P,7627,108215
C,8250,3620
P,4877,211308
P,4638,209645
P,6514,261485
C,7906,3207
P,1427,367782
C,2561,1472
P,567,478372
P,4808,570175
P,2900,551179
C,4914,3025
P,9484,648552
P,115,592715
P,513,533527
C,5365,3830
C,611,4473
P,973,478005
C,5017,2783
P,50,513239
P,7761,651879
C,5356,2694
C,4452,3014
P,7059,567412
C,3577,3079
C,3078,2893
P,1060,508173
P,6651,523421
C,8810,3210
C,704,3850
P,57,658305
C,9121,27196
P,8847,488291
C,7445,3189
P,2228,393968
P,2091,409270
P,4085,423796
C,7745,4040
P,7530,420544
P,1048,596372
C,6848,20940
P,4043,382165
P,9011,434001
C,8332,3347
C,3273,3269
C,1438,3550
P,648,461476
P,396,397674
C,771,3578
P,6591,192356
P,2884,409598
C,4354,3654
P,2838,137854
P,8003,186759
C,9943,3115
C,4425,3330
P,1140,122090
P,9741,183916
C,9243,3071
C,4730,3260
P,8975,66522
C,5512,3332
C,2257,1062
P,1519,842
P,8343,113196
C,8295,3306
C,697,4671
C,3008,1178
C,9490,903
P,1147,76787
P,3097,121320
C,6802,39023
P,9110,4006
P,3883,309391
P,9831,55283
P,4804,93290
C,9382,3610
P,4351,104856
P,5182,221301
P,651,134404
P,8441,151328
C,8586,1195
P,801,243123
C,1415,1254
C,4157,5266
P,1313,292753
P,2088,407323
P,8251,418011
C,4813,14640
C,3427,3593
P,8912,376438
C,1110,8196
P,9678,189455
C,4447,4117
C,3036,4067
C,4469,3837
P,2683,975
P,1354,1113
C,2671,1151
P,5659,1139
P,893,453468
C,6602,1067
C,3657,1100
P,1430,511464
P,1688,392314
P,1903,49748
P,5820,99128
C,7657,4330
C,3990,3630
P,2133,48299
P,4219,127745
C,3846,3555
P,7365,257609
C,6890,3499
P,5267,287567
C,6288,65371
C,2097,69434
P,3028,205665
C,949,3054
P,9861,79025
C,9447,1131
C,7890,119183
C,4463,88268
P,4239,1098
P,7664,83730
C,8974,4205
P,164,106061
P,2229,563552
C,2660,31504
P,8736,148241
C,2372,1040
C,7782,42214
P,1682,571999
P,4145,107601
P,2471,116184
C,3392,4296
P,9032,128307
P,5500,188380
C,9627,43754
C,2001,73457
P,1175,500
C,9413,81690
P,8165,62695
P,3347,105963
P,1921,161122
P,9647,230100
C,366,4409
C,3726,3801
C,8661,1247
P,9273,74590
C,6094,4829
C,761,3919
P,7235,52820
P,1157,524403
C,6953,8318
P,2798,1318
C,2075,1244
C,1192,62694
C,5352,110734
P,8496,4892
P,3475,985
C,1238,152398
P,4410,3320
C,3937,237412
C,9709,363355
P,9397,30113
P,6203,675510
P,891,19462
C,820,355702
C,9126,643202
C,3535,746152
C,9497,798770
P,5650,23000
C,8092,719689
C,6940,617359
P,8046,39087
C,4071,821682
P,4569,23875
C,1288,978136
C,7102,1046990
P,1541,3446
C,9813,907961
P,3059,4206
P,4339,557769
P,1010,2996
C,6221,861710
P,8500,3722
C,250,11574
P,8088,566645
C,6984,4019
P,8352,602367
C,8217,4399
C,1966,3760
P,4775,553192
P,2000,545117
C,9317,3832
P,8809,506040
C,5534,3710
P,6613,602121
C,4452,4088
C,963,4390
P,405,573377
P,3680,592601
C,7134,4110
C,932,3791
P,6134,633962
C,7356,3629
P,7790,658745
C,9153,3585
P,5449,668105
C,7936,3563
P,9773,639654
C,3148,3950
C,4949,3688
C,9208,5312
P,4545,531833
P,5207,574039
C,5905,3960
C,3296,3696
P,7141,584547
C,4138,3762
P,4456,568272
P,9746,711218
P,5981,582227
C,9341,4314
C,5377,4399
P,2200,516245
C,897,52707
P,7433,614888
C,3220,3579
P,7610,629049
C,6777,41797
C,7369,4204
C,5914,3603
C,2844,51120
C,3699,1375
P,9714,646723
C,2225,76692
P,4302,485870
C,3625,3637
P,2088,505870
C,1834,53090
C,5625,1340
C,3534,3647
C,6568,33812
P,7639,497229
P,755,678672
C,575,4046
P,1394,427029
P,5619,341001
C,6181,3663
P,6330,453152
P,9662,266800
P,9064,479360
C,8126,1029
P,8684,624401
P,8406,278337
C,9984,4080
C,7880,3725
C,3335,33122
P,2833,588459
P,4440,661921
C,7008,3518
P,2679,600137
C,5394,3875
P,9413,575222
C,1042,33218
C,5821,4173
C,2121,3996
C,8535,83811
C,1785,3540
C,8911,163331
P,8247,453550
C,4409,3977
P,6706,508919
C,9978,3568
P,4842,485161
P,5172,832018
P,5783,340847
C,3163,3902
C,43,3578
P,6034,387000
P,3408,132991
C,4921,3768
P,7640,376093
C,5159,3690
P,944,436449
P,5511,260164
C,6320,1248
P,4882,525744
C,8515,3711
P,2254,526986
P,6501,575010
C,3862,3801
C,3315,4314
C,4118,14121
C,8976,938
P,4075,290811
P,201,485195
P,8249,498520
C,3917,3520
C,6139,12269
P,4435,517612
P,5991,221171
C,8379,4056
C,1827,2640
C,9451,3093
C,3984,1020
C,5475,538
P,5138,526988
P,7701,13788
C,9233,80318
C,4100,981
C,1153,519
P,8088,535348
P,1139,14648
C,2398,84795
C,3080,1002
C,9719,3771
C,223,3639
P,3406,463357
P,8240,3781
P,9763,1071
C,1783,159112
C,5721,923
C,2806,548
C,8536,3660
C,460,4178
C,492,4102
P,7414,302244
P,3833,12415
P,2455,346247
C,4132,215178
C,9802,3697
P,3895,409533
P,863,3062
C,8751,3584
P,6319,401665
P,3842,2905
C,9842,4082
C,7021,248269
P,7382,400374
P,2030,14585
P,210,3235
P,2108,2477
C,5497,4373
C,2983,7255
P,6498,326950
P,6230,3575
P,5514,1081
C,8069,407459
C,531,4191
P,3443,390096
P,9957,11805
C,9220,2762
C,4408,317503
P,255,339035
P,884,3254
P,930,11855
P,6979,388681
P,3486,1001
P,1944,531
P,9297,454
C,4552,3450
C,3759,2439
C,1520,3843
P,4598,316002
P,1349,372076
C,6063,3038
C,3038,2871
P,1207,397228
C,1939,3294
C,5849,2648
P,9410,425013
P,4407,107354
C,5904,3850
C,8575,13640
C,5510,879
C,324,581
C,7815,518
P,554,415931
P,9199,2583
P,1876,800
P,591,461
P,1417,440
P,946,462
P,1791,441
P,7354,441
C,4344,3251
C,8705,2300
P,8789,56735
P,5484,399188
P,2993,411075
C,8401,3453
P,1030,424386
C,3705,3438
P,8023,361402
C,8248,31361
C,6382,2508
P,7018,257231
P,4491,540522
C,3249,3749
P,7706,529987
C,9643,3589
P,1395,553650
P,6548,640310
C,7841,3293
C,4640,2572
P,5692,262298
P,5180,646677
P,8396,726499
C,9124,3086
C,8876,2416
P,8005,415954
P,6919,643056
C,9880,3115
P,1781,602642
C,3962,2941
P,5655,601011
P,9332,616718
P,810,619633
P,4387,686271
C,9253,3000
P,7412,627850
C,4432,3666
C,5045,3546
P,391,572314
P,5930,610044
C,4128,3650
C,97,3278
P,9485,535762
P,769,456808
C,7855,3000
C,1479,5679
P,6287,550701
C,4664,3331
P,6778,609839
C,9792,2854
P,8295,613688
C,8358,2937
C,7874,2964
C,37,3538
P,3447,441299
C,877,3652
P,1261,419664
P,6473,477784
C,9875,1385
P,7677,591130
C,5411,2821
C,3237,3104
P,9644,522626
C,4527,3192
C,3956,3846
P,9400,518271
C,7757,3060
C,1596,3121
P,3705,422662
C,5073,19573
C,2334,43839
P,7524,413503
C,4423,4073
P,5230,384317
C,8479,1192
P,8861,468062
C,2434,4044
P,7178,395163
C,6374,3801
P,1304,159879
C,8404,3721
P,1654,211915
P,1847,296906
P,6359,380036
C,9192,2737
C,966,3452
P,1798,374499
P,5124,416531
C,5160,3124
C,1462,3038
P,6464,352790
C,5364,1617
P,3187,395671
P,410,515095
P,4455,555509
C,8487,3045
P,2523,545976
C,3246,3130
P,6839,621766
C,5545,2960
C,989,3538
C,1017,4188
C,7912,25498
C,3970,26165
P,2096,512181
P,653,586523
P,9491,605767
C,5549,2872
C,6090,4215
P,4684,570990
P,6079,613504
C,6436,3813
C,3059,3595
C,531,3110
C,482,2961
C,186,988
C,720,3570
C,3589,1070
C,9217,810
P,7152,401029
P,8149,411736
C,8252,84072
C,8243,4003
P,1348,414185
P,7391,463194
P,87,34524
C,9602,3204
P,8147,504627
C,8044,3213
C,3153,260994
C,5077,2798
P,6884,501792
P,4221,534646
P,8013,32256
C,9512,3383
P,5274,70282
P,4632,540801
C,5780,3344
P,7066,584759
C,7085,3667
C,6417,438145
P,9336,481345
C,3392,2856
P,4116,29680
C,3364,2929
C,6835,406741
P,9135,379241
C,9676,971
P,2365,29148
C,2471,960
P,3599,31006
P,6571,228880
P,7433,28262
C,4994,3914
C,1577,483588
C,6528,445335
P,4072,252016
C,5854,3692
C,3234,464191
P,1019,233924
C,2904,1284
P,5113,32754
P,7606,218075
C,658,375388
C,4182,4259
C,2507,3465
C,652,838
