role,n,time
P,6251,800771094
P,1396,261
C,7079,103
P,9155,806186275
P,2948,719602175
P,3217,102
C,2576,88
C,8955,123
C,5516,61
P,9024,562356101
P,7029,1868
C,4109,562933454
C,992,83
C,8500,55
C,2090,80
P,9273,720851698
P,6002,75
C,9144,564327806
C,3134,69
C,4051,564789397
P,5771,565791933
P,9065,65
C,6731,566224291
C,3908,71
C,4244,58
P,5179,803899935
P,2854,376
P,9026,246
C,3560,91
C,3517,66
C,1905,76
C,1526,115
C,90,75
C,5013,77
C,2295,61
P,4992,570054950
P,3815,425
P,2852,222
C,6830,570804002
P,8866,1845
P,4476,206
C,3811,571622721
C,4716,92
C,6098,71
P,8873,2650
C,6064,572367363
C,5971,80
P,8203,724758973
P,6809,55
P,2157,807698614
C,3676,184
C,4792,127
C,1981,122
P,4489,181
P,5749,104
C,8507,575763012
C,2415,152
C,98,102
C,1745,143
C,4812,75
P,9366,2990
P,396,605
P,3166,434
C,9093,578570816
P,5583,578830065
P,340,91
P,6902,86
C,9475,579578297
P,3252,812039126
P,4375,355
C,8892,580849777
P,1520,728955143
P,5812,206
P,3102,149
P,2946,581608214
C,7515,162
C,932,75
C,683,100
C,6670,79
C,1644,64
P,8600,814497599
P,4123,450
P,199,468
P,2178,340
P,3,433
C,7533,584623957
C,135,119
C,904,80
C,7763,99
P,9982,2138
P,1189,415
C,8428,585892562
P,6305,152
P,5284,79
C,9858,586934917
P,9574,587146436
P,2871,214
C,1882,587585181
C,9297,182
C,4130,98
P,446,1742
P,5031,362
P,7248,235
C,8754,588745102
C,4155,80
P,8339,2118
P,3527,440
C,7322,589717444
P,7283,1716
C,6982,590520428
P,5166,822739003
P,918,356
P,5622,449
C,4372,157
C,6155,156
C,4886,67
C,2506,76
P,693,823916528
P,6859,398
P,471,329
P,8077,298
C,5738,594179477
C,8998,88
C,1131,85
C,1542,83
P,710,1773
P,8945,451
P,79,323
P,7975,356
P,2027,285
C,4618,596089054
C,7483,128
C,5048,75
P,8639,826133574
P,2244,471
P,4615,374
C,5825,598007921
C,8324,149
C,3913,598313960
P,9813,598754945
P,5033,405
C,6372,599255547
C,1659,84
C,4392,74
C,2153,75
P,6594,827572135
P,5770,571
P,4500,314
P,38,367
P,2012,739128023
C,5770,601559029
C,9950,94
C,700,125
C,1192,116
P,3557,829135446
P,1051,540
P,9780,783
P,3031,829931448
C,2439,157
C,7392,68
C,474,63
C,1384,73
C,2841,76
C,3605,606105995
P,6550,2361
P,1113,429
P,4054,322
P,3713,335
P,378,258
C,9359,607596960
C,5381,101
C,1573,66
P,3009,608154657
P,5833,356
P,1507,521
P,3292,347
P,3993,245
C,3699,608973919
C,6646,102
C,4669,70
P,5868,1759
P,6243,346
C,3156,609883594
C,7950,99
C,3222,87
C,130,200
P,8945,833873522
P,7087,421
C,9782,612084045
C,1007,108
P,5213,612867800
P,7297,457
C,9314,613264150
C,378,89
C,2146,70
C,4098,75
P,4303,613930990
P,9120,329
P,493,330
C,8255,130
C,4689,98
P,1863,747459870
P,3487,165
P,4918,83
P,2625,616712312
P,179,321
C,9203,617052838
C,2427,96
C,725,76
C,22,158
C,381,97
P,3824,618469544
P,8827,355
C,3482,619053642
C,3229,72
C,28,62
C,301,55
C,2153,99
C,3498,90
C,3507,76
P,2479,749921948
P,1548,89
P,1851,90
P,659,85
P,2178,107
P,9540,94
C,8003,120
C,7828,59
P,4684,839629099
P,651,465
P,2927,245
P,8106,839915875
C,9964,629746323
C,7379,629973873
P,2227,840398922
P,5493,349
P,7664,280
P,1462,630853169
P,901,363
C,7846,631213573
C,5908,94
C,1760,116
P,7819,141
P,1081,144
P,1888,99
P,1943,145
P,2144,113
C,7766,632278138
C,9870,112
P,3246,841757233
P,1784,359
P,175,400
P,7840,2554
P,2145,842565239
P,540,434
C,9811,179
C,2619,100
C,2166,133
P,1345,545
P,3143,199
P,4298,131
P,4355,108
C,7626,636371894
C,3836,205
P,7643,844573674
C,6978,637650871
C,1821,229
P,8071,644677736
P,656,103
P,6309,89
P,561,85
C,834,645443463
C,2114,162
C,3911,110
C,8821,99
P,1322,852789117
P,1405,405
P,1884,216
P,1864,300
P,574,444
P,4753,269
P,1356,259
P,582,764902273
C,9513,139
C,1052,54
P,2131,1797
P,9392,307
P,1666,156
C,2054,649423520
C,61,80
C,5847,48
C,575,67
C,3682,58
C,6631,650291718
P,9547,1906
P,9558,251
C,7656,651158979
C,9191,651288652
P,5281,855691191
P,3104,292
P,180,160
P,8273,148
C,9371,652374228
C,9781,80
P,9630,652974484
P,8989,145
C,8135,653300794
C,3754,68
C,5918,65
P,4816,94
P,9236,59
P,764,60
P,182,74
C,3596,654429632
C,2267,67
C,7769,63
P,8872,1793
P,5841,268
C,7325,655173008
C,4751,83
C,3268,51
P,5011,655688414
P,3774,69
P,5651,655945932
P,2902,297
C,7448,656187243
C,8957,54
P,274,121
P,660,79
P,5612,92
P,2427,59
C,8980,60
C,1873,91
P,4980,658258305
P,7750,65
P,5013,52
C,2197,82
C,7080,67
C,1231,58
C,5606,55
P,9024,137
P,7094,124
P,255,123
C,9965,660183613
C,5018,109
P,8601,771067666
P,49,60
P,3595,75
P,3237,660982274
C,7352,661421367
C,2798,86
C,8992,65
P,6935,85
P,6200,79
C,1798,662152103
C,6933,107
P,1689,663005637
P,7555,104
P,1501,99
C,2065,122
C,535,73
C,5943,67
C,3104,56
P,5636,124
C,9301,665266284
C,4514,382
C,3813,278
C,732,1266
P,4100,666092614
P,3090,57
P,6342,60
P,6082,61
C,3251,666857435
C,4161,362
C,4622,576
C,4135,11945
P,2584,124
P,4361,88
P,6147,78
C,2237,668998676
C,8654,379
P,9331,774481760
P,562,71
P,3488,101
P,205,774613646
C,3420,1768
C,3914,245
C,5175,201
C,3093,155
C,2392,671640117
P,9027,775171906
P,5109,64
P,4139,775088399
C,9465,673188230
C,1594,265
C,6424,173
P,4363,775478289
P,5996,66
P,2799,61
P,3099,71
C,4557,1497
C,4458,238
C,2647,161
C,6254,158
P,7979,776266219
P,822,90
P,7713,776277659
P,2672,85
C,7238,1855
C,2754,210
C,9126,184
C,600,155
P,2530,169
P,6926,105
P,4762,51
C,4104,1928
C,6065,1744
C,3730,210
P,318,102
P,1307,82
P,2346,84
P,4853,90
P,8861,75
C,6163,680288454
C,9790,289
P,7744,112
P,5926,100
C,3211,680984902
P,3241,95
C,9560,681704281
C,2072,282
C,1673,173
C,1226,1750
P,9239,778429137
P,3911,56
P,4027,62
C,8748,682927499
C,2549,257
C,890,199
C,4429,168
P,4680,115
C,3208,684259144
P,2415,96
P,3952,121
P,1575,79
P,4065,71
C,5963,1310
C,4625,166
C,272,1811
P,8444,174
P,3966,97
C,3299,686084703
C,8917,228
C,914,686299999
P,8459,780429861
P,7119,130
C,164,4029
C,8405,1924
C,9044,243
P,4885,689783258
P,6511,293
P,3245,690408257
C,8550,2418
C,1870,496
C,4550,691121741
P,3196,782642503
P,7566,150
P,3803,71
P,3821,70
C,7448,692365391
C,2747,288
C,7758,208
P,7029,783271065
P,8490,64
C,1586,693621040
C,5301,323
C,1328,144
C,4811,174
C,3277,178
P,3509,124
P,9588,104
P,1402,79
P,2934,69
C,8737,695066307
C,5340,193
C,3271,152
C,169,184
P,3955,696132707
P,878,96
P,416,73
P,5381,75
P,5602,77
P,916,71
C,4793,697145494
C,7351,223
C,2148,1503
C,3070,320
P,9042,115
P,1489,72
P,2507,53
P,6034,64
C,10000,698278260
C,2315,316
C,6881,171
P,8823,785969179
P,324,58
P,4357,62
P,3484,699006958
C,3197,699591055
C,354,306
C,4423,193
C,2033,179
C,4479,142
P,7199,786604492
P,3252,89
P,767,51
P,354,69
P,1726,65
P,2322,68
C,5004,701473069
C,9535,245
P,5863,787284671
P,3693,120
C,5360,1757
C,6639,703534218
P,2631,787750805
P,9261,787676821
P,1287,110
P,1062,52
P,214,71
P,3169,705455599
C,847,1760
C,5829,356
C,4269,173
C,813,139
C,6798,150
P,1891,97
P,5864,111
P,9908,52
C,7935,1336
C,479,273
C,30,165
C,2496,200
P,4399,789004456
P,6749,707829235
C,3969,708487526
C,9052,291
C,2996,1909
P,6560,789469160
P,2062,63
P,6796,50
P,826,71
C,9815,710244885
C,8187,522
C,629,1936
P,898,99
P,6953,65
P,7047,61
C,8799,711350252
C,278,1661
C,603,331
P,1073,110
P,9837,64
P,2610,52
P,218,76
C,9552,712811752
C,4112,264
P,3780,94
P,5018,78
P,2953,60
C,2018,713957229
C,7247,252
C,4874,213
C,1623,193
P,6058,791642289
P,779,96
P,5330,66
P,3715,715201889
C,620,1681
C,4094,273
C,2097,168
C,8163,212
P,1795,93
P,7259,74
P,8087,62
C,8190,717924020
C,2444,243
C,8685,152
P,7013,793145859
P,6535,63
P,920,793103138
P,4243,58
C,452,1644
C,9785,720013427
C,1436,360
C,7316,191
P,6306,793656375
P,4716,90
P,4326,75
P,382,70
C,9498,1875
C,840,1969
C,4957,723568914
P,8903,794615001
P,7033,81
C,6079,724868487
C,7655,237
P,8214,794818455
P,7468,79
P,152,75
C,8121,726214134
C,4504,326
C,5200,160
P,7592,726916300
P,8533,91
P,378,90
C,7067,727612000
C,850,295
C,5852,168
C,140,216
C,512,184
C,1751,1859
P,3296,796282767
P,607,75
P,503,51
P,2644,74
P,9452,79
C,375,1788
C,3346,339
C,2923,153
C,9804,153
P,9534,797230644
P,3247,83
P,659,71
P,5226,110
C,9218,1795
C,5296,306
C,5067,152
P,8953,733245453
P,2111,64
P,2830,62
C,178,1747
C,4680,257
C,3849,167
C,3295,159
P,3372,798676995
P,735,84
P,3541,86
P,7517,90
P,2615,798969285
C,2787,1847
C,3630,264
C,8172,176
C,3230,152
P,9345,737049116
P,466,68
P,6781,52
C,3523,1559
C,5625,261
C,5986,196
C,1009,191
C,1058,145
C,73,1661
C,440,264
P,3447,104
P,1262,76
P,2217,51
P,4544,70
P,5136,73
C,6209,740379828
C,6684,278
C,3980,167
P,1639,801294731
P,668,63
P,7253,61
P,7718,72
C,8866,742079353
C,8965,1764
P,4159,801707544
P,6130,65
P,2429,60
P,1827,70
P,4392,75
C,7444,1666
C,7326,306
P,7833,744297799
P,7261,85
C,9418,2046
C,9769,320
P,9275,802889040
P,4423,58
C,4672,1843
C,1180,1478
C,5326,210
P,5663,144
P,6657,77
C,2018,2046
C,6802,279
C,5307,173
P,9335,749143077
P,988,63
P,6449,140
C,2657,1742
C,611,243
C,9541,180
C,676,1882
C,3358,1739
P,7787,110
P,7869,67
C,1995,752504684
C,9260,260
C,745,1821
P,7750,753647726
P,607,85
P,4270,63
P,1608,69
C,3282,1556
C,887,262
C,2332,180
C,44,136
C,9313,150
P,6944,755334857
P,3337,100
C,5032,755968277
C,5382,263
P,6321,150
P,6014,95
C,1786,1240
C,3359,307
C,9058,209
P,3047,125
P,525,68
P,9572,52
P,2284,73
C,2912,761018718
C,9307,258
P,5127,155
P,7986,77
C,9898,762546831
C,2446,310
C,561,156
P,8494,107
P,3040,70
C,7862,1716
C,1575,208
C,370,166
C,3987,764030480
C,469,2012
P,9743,809556216
P,2990,66
P,5012,764845240
C,7245,765289411
C,919,271
C,9926,218
P,5151,810018882
P,541,57
P,9383,61
P,2499,76
P,486,810171036
C,7856,768216375
C,1534,321
C,6130,137
P,4019,810866874
P,8086,57
C,7543,2032
C,2055,770107855
C,6152,343
P,6199,101
P,5628,65
P,3499,53
P,2839,90
C,7607,771407289
C,2705,366
C,3941,1657
P,1894,110
P,7708,65
P,6043,53
C,5068,1741
C,1364,289
C,7217,138
C,2835,1820
C,3024,249
P,9932,82
P,5576,95
P,4145,52
C,2660,1840
C,7256,263
C,1571,125
C,6717,171
C,105,156
C,687,142
P,8927,777339558
P,4030,76
P,5581,61
C,1850,1896
C,30,320
C,2534,139
C,9027,164
C,2510,778323942
C,2023,1820
P,3596,779548273
P,9753,56
P,4633,52
C,3128,1855
C,7481,296
C,4704,124
P,5317,110
P,6523,64
C,5811,1925
C,1541,347
C,6459,209
P,8204,815722099
P,7289,63
C,6955,1648
C,1529,264
C,5951,176
C,2608,1678
P,6002,109
P,6452,57
P,4151,65
C,9903,784705884
C,6724,1852
P,8153,785619556
P,29,63
P,8604,61
C,8634,1726
C,2875,243
C,3273,195
P,3356,786372645
P,807,68
P,3179,61
P,113,60
P,5031,73
P,1908,82
P,2289,69
C,4805,1777
C,9105,244
P,8618,818116893
P,2583,58
C,8949,788705177
C,3661,265
P,5201,818421706
P,7044,68
P,3533,60
C,9128,2117
C,186,440
C,3461,1213
C,1965,242
C,562,147
C,2594,791783413
P,4104,819456996
P,2471,63
P,6653,60
P,2346,73
C,8803,793466462
C,3122,793926874
C,3065,246
P,4172,819980409
P,5948,118
P,3664,72
C,9203,1766
C,2771,314
C,1037,1844
C,2491,1919
P,7594,820760829
P,6628,57
P,2427,53
C,8968,797472422
C,4780,1961
C,3098,311
P,4347,115
P,4309,87
P,760,125
P,782,69
P,1696,71
P,7014,125
C,8952,798671441
C,1290,216
C,6202,146
C,1716,146
P,6239,111
P,9835,65
C,5485,799621341
C,1405,276
C,4577,1812
C,1120,296
C,2859,1854
P,2299,822270790
P,6915,64
P,4334,53
P,770,62
P,1540,822401241
P,2250,80
C,641,1777
C,7495,383
C,1665,219
C,7781,143
C,1312,802641768
P,6674,115
P,3149,90
P,1843,63
P,2954,52
P,3663,52
C,5565,1733
C,8560,258
C,4749,164
C,56,1775
P,9267,823967687
P,5738,61
P,3090,823873850
C,2163,1741
C,8667,228
C,6268,184
C,39,155
P,3036,125
P,4760,96
P,9253,74
C,3468,1666
C,6403,274
C,5530,179
C,2601,1843
P,6955,810075267
P,8715,61
P,1124,51
C,231,1750
C,1513,260
C,5514,138
C,957,178
C,476,195
C,6139,130
C,1836,1381
P,1286,115
P,5266,71
P,6983,61
P,282,64
P,4378,68
C,5587,813289231
C,1955,283
C,1198,152
C,7518,155
P,2081,827327869
P,4368,69
P,5778,62
P,630,70
P,513,827557716
P,846,67
C,9660,1841
C,1577,217
P,8476,139
C,416,816807008
C,3827,278
C,5831,250
C,1098,1149
C,1682,1854
P,4149,828554969
P,666,55
P,3902,53
P,344,66
P,102,72
P,2036,68
P,3369,818956850
C,8591,1797
C,2543,289
C,3798,210
P,6573,829214055
P,6801,56
P,2887,829257871
C,8236,1666
C,4211,225
P,3688,829475722
P,6340,76
P,377,127
P,4760,79
C,2176,1650
C,3759,241
C,2738,180
C,9630,157
P,8895,830304909
P,9454,89
C,7874,1516
C,9077,1194
P,5463,827270429
P,3454,58
P,7312,51
C,3340,1808
C,4866,315
C,5936,181
C,598,127
P,6965,831281828
P,7346,62
C,5086,1800
C,4901,314
C,3408,830054425
C,9,1261
C,3962,174
C,842,1720
P,5507,830472216
P,466,59
P,7917,75
P,5411,2228480
C,4645,2438639
C,9820,238
P,3999,2975802
P,5302,103
C,9444,3571355
C,1038,208
C,3877,1246
P,8496,830157164
P,1809,81
P,3169,75
P,2433,94
C,5629,5004684
C,882,159
C,3607,148
P,8754,829677966
P,1981,64
P,854,71
P,2391,61
C,5396,7482357
C,5822,241
C,3638,181
C,3633,224
P,5514,829869678
P,2842,61
P,8107,53
C,6962,9222024
C,3192,1254
C,577,261
C,1261,200
C,3085,235
C,11,195
C,2612,179
P,5091,10678561
P,9730,10968983
P,3405,119
C,9286,11866937
C,7253,12082474
P,7747,12745076
P,7808,116
P,948,141
C,9155,13259455
C,6048,8923
C,2554,174
P,8271,829349159
P,1112,120
P,1819,58
P,1750,65
P,4268,842184706
C,3639,15964621
C,147,227
C,5451,173
C,2909,177
C,3612,156
P,9104,16884724
C,1240,17532788
C,3533,229
C,2554,17683189
C,3690,830105436
P,9983,829828870
P,6926,105
P,2356,86
C,1960,19701508
C,8174,156
C,5923,148
C,801,20009385
P,4090,829323459
P,2811,66
P,5639,75
P,4375,75
P,409,59
C,7829,21898742
C,7276,341
C,4094,22482916
P,7950,829571149
P,3721,58
P,3866,24194213
C,2616,24666865
C,3113,239
C,4465,168
C,3635,189
P,2986,25924041
P,7974,123
P,1036,170
C,7578,26856933
C,2145,205
C,1585,320
P,6291,829572028
P,5844,184
P,4730,851169912
C,6604,29357351
C,494,1968
C,149,399
C,3492,243
C,5103,261
P,3920,30527574
P,5369,80
P,4966,90
C,8237,30988398
C,153,700
C,5147,417
C,3860,186
P,4285,31884274
P,9176,111
C,4114,32765780
C,4435,196
C,1907,171
P,5064,830683064
P,7812,76
C,2563,34387687
C,2907,1616
C,8851,328
C,1742,190
P,5385,830806198
P,736,73
P,2355,63
P,997,73
P,5195,36303105
P,4160,120
C,9370,36970177
C,247,467
C,7841,340
P,3708,831000270
P,6150,104
P,7103,71
C,4756,38892871
C,9338,1636
C,4072,39308121
P,4740,830845026
P,594,108
P,5741,71
P,5664,69
P,1366,106
C,7401,830979438
C,8255,435
P,7874,830815759
P,2582,112
P,3591,93
C,8163,43237804
C,5128,466
C,2710,254
P,6383,44061319
P,5072,67
C,3795,44949795
C,6035,1487
P,3759,45431227
P,7083,105
P,4944,79
P,49,64
C,7206,45980520
C,7865,367
C,2865,243
P,3758,47015208
P,86,67
P,1486,70
P,2205,72
P,873,69
P,7590,114
C,3874,48014930
C,8796,432
C,2600,235
P,4229,49402866
P,2153,116
P,6774,115
C,7605,50254475
C,2157,343
C,4617,215
P,5991,50917230
P,8199,158
C,8589,832390372
C,2391,205
P,9309,832279270
P,5546,83
C,5535,52809208
C,556,364
C,6036,1859
P,4892,54274271
P,6263,115
P,1488,105
C,4965,55135016
C,6088,1457
C,6064,237
C,1820,55536472
P,6402,56566205
P,17,78
P,3061,59
P,2652,65
P,4562,112
C,1475,57627496
C,4118,188
C,6161,190
C,4311,832484313
P,9947,832422528
P,3869,871148784
P,2281,871508053
C,4000,60638545
C,8511,306
C,1994,237
P,5831,61451039
P,4031,119
P,1740,129
P,2584,130
P,2444,76
C,9330,62415451
C,8199,175
C,340,62688285
P,4656,832684417
P,6515,98
P,5046,63602393
C,4347,63898948
C,6638,221
C,856,235
C,3875,64437114
P,8354,832658496
P,5429,102
P,1111,875675310
P,2268,65792045
C,7769,66848815
C,856,242
C,8854,152
P,1494,67635724
P,2465,68
P,534,61
P,563,77
P,8614,61
C,6806,68488495
C,3184,308
C,3280,68780584
P,6497,69317642
P,7257,79
C,5008,69780312
C,902,210
C,411,193
C,8361,212
P,8798,70545961
P,8981,69
C,6136,832529751
C,2271,144
C,63,136
C,9697,144
P,7151,71917327
P,4473,121
C,8571,72831295
C,2562,831732175
P,5848,73992168
P,2140,61
P,1001,51
P,9521,67
C,4295,74531843
C,3322,141
C,1911,173
C,8154,135
P,6993,75495280
P,7612,72
C,8741,76080309
C,5590,143
P,9512,76986004
C,7811,830771038
C,527,252
P,7405,78265477
P,924,80
P,1000,61
P,1419,52
C,3077,78788951
C,7972,250
P,8785,80228888
P,6369,82
P,1835,69
C,5206,80981082
C,599,191
C,1953,180
C,5121,147
C,5051,145
P,8948,81844149
P,3493,83
P,4505,64
C,4253,82324279
C,4086,161
C,9338,200
P,9980,829868837
P,5822,109
P,1904,87
C,6172,84500048
C,1773,211
C,8648,213
C,1706,156
P,6446,85466919
P,2922,64
P,9924,78
C,8932,85817622
C,5154,215
P,1632,829989595
P,710,100
P,3757,829790692
P,5549,97
P,2376,70
C,9210,87536983
C,1133,213
C,940,123
C,6278,162
C,2105,181
P,3773,829835002
P,9590,88497558
P,3894,78
P,2357,71
C,722,89298014
C,4457,140
C,3192,132
C,6302,135
C,132,144
C,1645,152
P,6903,830243437
P,8173,57
C,2561,91227163
C,3420,234
C,2502,183
C,8654,170
P,3622,92926794
P,3709,105
C,5127,93472560
P,9723,829831123
P,3248,72
P,3473,67
C,7115,95742670
C,2830,500
C,7147,314
C,2267,96318242
P,8560,96796964
P,5838,64
P,4206,58
C,2038,97156460
C,4428,400
C,8951,217
P,2813,830376685
P,4170,60
P,71,59
P,7781,51
P,183,61
C,5691,98974154
C,6646,293
C,1940,157
C,3129,203
P,8259,830613479
P,6938,124
C,1169,101743464
C,6023,301
C,6565,170
P,9443,102964965
P,3398,89
C,6256,103637556
C,2097,261
C,4011,228
P,4652,830018478
P,6223,104507808
P,4288,84
C,2820,105141950
C,144,313
C,9491,149
P,6359,830278440
P,7599,117
C,6380,830216534
C,5502,222
C,746,144
C,6185,151
P,5490,830369873
P,7244,70
P,4533,901821157
C,5238,109258791
C,361,306
C,3746,162
C,5316,176
C,3015,109664373
P,8213,829866757
P,3528,112
P,5746,904217295
P,403,64
C,1872,111943479
C,8236,400
C,3200,188
C,1840,186
C,1878,169
P,3269,112888378
P,1343,107
P,4878,117
P,1023,63
P,685,74
P,707,61
C,9889,830853549
C,2663,114319054
P,7433,830719626
P,127,78
P,2816,50
P,3731,74
P,2765,115360073
C,6810,830521977
C,908,268
C,8554,135
P,4232,116852201
P,5987,100
P,890,75
P,1307,115
P,471,76
P,2620,62
C,6388,117819481
C,3324,323
P,6039,118255304
P,2410,73
P,3975,70
C,6580,118929511
C,6915,202
P,5984,119663427
C,5133,120030937
C,5705,162
P,5141,830539000
P,3416,113
P,3088,64
P,5954,74
C,3383,121828662
C,5134,209
C,5149,200
P,5959,122562881
P,7227,149
C,9604,122917648
P,2042,123469955
P,5717,80
C,6244,830380014
C,2621,301
C,3241,124090899
C,593,351
C,1546,124325133
C,764,145
P,4030,125117811
P,5367,73
P,2543,61
P,2743,72
C,9403,126649138
C,6437,327
P,7553,830466831
P,4457,69
C,5847,830230762
C,6481,128633765
P,6327,830200078
P,7122,121
P,2177,225
P,2253,129676692
P,153,128
C,6724,130574536
C,7614,433
C,2610,281
P,3367,131547601
P,3537,144
P,7686,122
C,7113,132544739
C,6938,247
P,925,133029709
P,2223,108
P,5263,65
P,1991,49
P,6720,49
C,1923,133682475
C,1094,1801
C,8581,256
C,1061,270
C,5420,1879
P,4685,134634053
P,8565,90
C,7232,135537314
P,3129,136145735
P,3016,122
P,834,106
P,3284,85
C,5731,136959795
C,7043,1598
C,3434,137159512
P,7358,831137082
P,5952,137
P,5303,115
C,9452,138751675
C,1922,269
C,5801,165
P,9823,139345560
P,7163,62
C,8591,140131259
C,2534,265
C,1147,185
C,1345,172
P,5500,141114360
P,6317,71
C,2599,142230175
C,33,180
C,8024,146
C,2501,154
P,7362,144058108
P,6064,60
C,9707,144771276
C,5900,145385200
P,4742,145613398
P,4700,100
P,2413,86
P,1394,90
P,3017,172
C,9106,146410444
C,8060,274
P,7626,146891857
P,8996,137
C,4473,147724622
C,5787,188
C,6222,175
P,1975,87
P,1194,69
P,4994,74
P,1334,79
C,8476,148765201
C,81,235
C,1958,148861826
P,7243,149460278
P,467,57
P,1842,61
P,1763,68
P,66,65
P,2210,73
P,4720,150019051
C,6607,150386120
C,255,1376
C,2446,248
C,858,167
C,7353,138
C,838,125
P,6590,151147817
P,5753,93
C,5826,1343
C,2666,251
P,9100,89
P,2120,70
P,3515,82
C,6415,1250
C,5718,198
P,9093,152555225
C,7580,832601744
C,2195,233
C,974,133
C,654,185
C,2962,190
P,9581,832518047
P,8761,154303842
C,5375,832492405
C,12,134
C,4304,146
C,9874,156
P,729,832392704
P,6289,932250413
P,4337,115
P,1904,74
P,3005,76
P,1190,117
P,311,59
P,1173,67
C,3160,157108465
C,4333,215
C,8817,139
P,3414,832725347
P,9031,79
C,3770,159068076
C,3304,289
C,8211,1526
P,2352,832794533
P,3028,148
P,2979,129
P,2109,80
P,7557,64
C,7737,832901350
C,1713,542
C,2956,465
P,1550,833317705
P,2116,165
P,1876,84
P,7825,118
C,7551,164434371
C,4379,285
C,1667,1841
C,4139,248
P,8619,833628219
P,725,62
P,7012,53
C,7763,165830101
C,5130,282
C,3705,151
P,2895,166850510
P,1437,72
P,3450,90
P,5630,88
P,1000,83
P,1275,96
C,2532,167931011
C,5790,373
C,6605,350
P,4408,155
P,8588,98
P,718,65
P,4169,74
C,6938,833819883
C,4000,2341
C,6224,702
P,9503,835097023
P,4203,133
C,6845,172403521
C,1148,166
P,9288,173303866
P,1688,127
C,7673,173742825
C,6065,83
P,4696,174276405
P,6264,85
C,6334,174989449
C,7783,80
P,5471,175500600
P,1419,70
P,7741,63
P,1658,75
C,9530,835490982
C,4875,176339110
C,2003,75
P,1827,176899988
P,9155,82
P,1608,70
C,6474,835583607
C,4619,78
P,8822,178141700
P,5448,83
C,9421,835316890
C,4863,178914763
P,3046,179161978
P,2683,301
P,7255,135
C,3042,179853654
C,5178,80
C,3625,66
C,2819,69
P,9066,835579560
P,2582,284
P,1108,231
C,2745,181175004
C,1705,65
C,9069,65
P,8532,181766110
P,7947,316
C,3735,182488139
C,6769,83
C,3820,104
P,4273,182973479
P,9120,291
C,3865,835912384
C,1877,77
C,4577,109
C,1161,183724692
C,1929,71
P,5730,836172872
P,3690,359
P,6921,184255649
C,5192,184760581
C,8012,59
P,3291,185399325
P,3194,74
P,4386,185596928
C,3304,185860190
C,9367,54
P,4444,186925995
P,1465,299
P,1264,154
P,6291,151
C,8871,187617687
C,6673,72
C,483,58
P,8938,836882172
P,1217,255
P,68,2031
P,2746,348
C,8436,190587345
C,1368,101
C,3440,191034312
P,2158,191670097
P,2598,63
P,7260,71
P,3568,103
P,905,72
C,2954,192645536
C,9948,75
P,9850,837161910
P,3895,359
C,4244,200425365
C,2076,62
C,8488,200551503
P,9069,200812217
P,3806,100
C,5106,836939300
C,2948,77
C,8437,65
C,271,66
P,3320,837149634
P,7174,293
P,8439,130
C,9207,204648208
C,8,97
C,4067,60
C,6117,67
P,3377,205262458
P,3288,62
P,4087,72
C,4698,205967395
P,2401,206369624
P,4675,378
P,6509,206867523
C,2028,207325443
C,3791,68
C,6352,65
C,2681,59
C,1492,57
P,9449,837883903
P,910,143
P,6204,838150177
C,2775,209494682
C,8307,64
P,9622,837914743
C,7226,831037060
C,4767,76
C,1818,56
C,289,58
C,966,831381839
P,9583,212442696
P,100,279
P,1600,155
P,738,124
C,9116,831388850
C,5486,66
P,7111,214208807
P,7000,352
P,634,246
P,2202,174
P,233,200
C,9775,831620364
C,5922,80
P,7157,216912474
P,1304,291
P,8048,133
C,8214,217587362
C,1289,73
P,9133,218294819
C,5978,831400137
C,6096,64
C,6317,219266948
P,7191,831396046
P,2512,249
P,601,236
P,7395,125
C,8646,221009057
C,4977,98
C,2011,221514700
P,6999,222067238
P,5940,355
P,14,156
C,9599,222646179
C,1542,62
P,7317,223099738
P,4448,9163
P,76,141
C,1491,223946372
C,9011,83
C,275,69
C,2024,67
C,735,70
P,9459,832046304
P,4512,8956
P,1832,185
C,2123,225885543
C,3642,60
C,2718,66
C,8552,66
P,6109,832315309
P,7176,124
P,1250,227920359
C,7370,831995976
C,5696,832075962
P,1950,831605913
P,2126,277
P,5999,198
P,5906,174
P,1169,151
C,4277,832006529
C,4027,67
C,3600,59
C,2718,70
C,1603,66
P,5292,233342846
P,753,403
P,9954,272
C,9415,233844018
C,3302,69
C,2827,65
C,171,65
C,3341,68
P,6212,832431991
P,8624,458
P,1621,270
P,2182,142
C,6182,235946941
C,2161,67
C,7876,51
P,7249,236549388
P,5936,248
C,3670,832615129
C,716,70
C,3647,67
C,303,66
C,2641,65
C,784,833122963
C,638,66
C,2709,55
P,9403,832997572
P,6553,83
P,2926,111
C,6633,832741558
C,1771,103
C,9475,91
P,5775,833026949
P,9053,62
C,9291,242443773
P,7676,832978600
P,3254,56
C,8487,243242598
C,7019,69
P,5550,243600018
P,8452,250
C,7312,833341701
C,4723,70
P,7941,244582855
P,1132,1732
P,5826,312
C,9505,245400273
C,1567,85
C,2,60
P,9929,246008396
C,7874,246353760
C,293,84
C,2992,100
C,3918,75
C,1116,67
P,4778,247230870
P,3472,117
P,4657,97
P,4267,96
C,6401,834158132
C,3548,84
C,9407,248197353
P,8838,834213035
P,1792,321
P,2586,235
C,3352,249224976
