role,n,time
P,10,4519
P,1,5257
P,8,5220
P,8,5452
P,9,20165
P,3,5662
C,1,4796848
C,3,4847533
C,1,4909435
C,7770,5078286
P,5935,5452
P,1464,18007
P,6,5042
P,7,5730
P,2849,6119
P,1777,6351
C,10,8442859
P,6,7210
P,2,7758
P,1,7517
C,1,5203010
P,1,7307
P,8,8114
P,5,12695
P,6,7659
P,2,7731
P,10,7672
P,1,7950
C,9728,2938687
P,7,7312
C,9,2440351
C,9,2387930
P,7,8189
C,4583,2602477
C,1,2245591
C,4,2826511
P,2007,2314
P,2,3366
C,9820,3108480
C,5,2296255
C,9,2246707
P,2085,37923
P,3,11574
P,4,5907
P,3,8932
P,9,131018
P,2,43635
P,8,175400
C,4,1109275
C,1766,1552715
C,3,1336822
P,5,363014
P,8175,17539
C,9686,1045050
C,1,1376325
C,2,275743
C,2,75108
C,9,1133
C,2164,956
C,3,1430250
C,7366,1398917
P,1002,970873
C,6,1511206
P,1,1606244
P,9707,1630438
C,7935,1402851
C,8642,1409901
C,6,1754439
C,6,1939950
C,159,1878127
P,2,1443221
P,1547,1459327
P,1,1591265
C,6,1912732
P,5,1951090
C,5,4590002
C,5338,4633292
C,7630,4812908
C,4,4790232
C,4,4950916
C,5038,5706694
P,6198,1501192
C,10,6180238
C,10,6247879
C,4,6246626
C,8,6283605
P,9138,1377316
P,2,3874467
P,3,3891499
C,5,1129187
C,6,984144
C,4804,709056
C,8,629633
P,6,4034054
P,5,15569
C,8,6735532
P,5136,4057584
P,3158,16062
C,1981,785038
C,2,756819
C,10,6725370
P,5,4232241
P,6,15479
C,5,6857534
C,8818,6963067
P,3744,4391501
P,3,4443614
P,8,16683
P,2,4542262
P,7,4935227
P,3698,12460
P,3,4937789
C,7,848131
C,5159,2030
C,6,1062
C,9,925
P,8,5023610
P,7,5018799
P,6,871
P,3,559
P,3867,652
P,241,657
P,7,554
P,1983,582
P,9512,495
P,8,5335342
P,9579,5665790
C,9593,9416886
C,4,17397
C,9,9508396
C,7,9602493
C,6,3840
C,8,3433
C,1,9696181
C,5381,9919717
C,7,1091
C,4,10198714
C,4,10663351
C,7,1052
C,4,897
C,5,838
C,9,10832132
P,1,5796385
P,1,690
P,8,634
P,8,651
P,1788,8074320
C,10,12904378
C,6,14063
P,9,8197105
C,8,10896160
C,3,3350
P,2076,6157208
P,1,6191352
P,10,6247565
C,9,11403235
C,4067,11465309
P,9,168959
C,9,11790384
C,2,1335
P,6,6602388
C,6383,11914463
P,3,6712916
P,1,870
P,7,607
P,2,565
P,7,563
P,6,590
P,4,6862790
P,10,7087006
C,7,14748750
C,8,14851550
C,1802,4895
C,10,1380
P,1,926
P,9,261616
C,1,912
P,3,1003
P,10,107743
P,2391,143651
C,1118,1810
P,9121,268775
C,7739,6660
P,6,219735
P,3935,242126
C,6717,4285
C,5,4020
C,3,2328
C,8,840
C,10,2932
C,2,947
C,3,2014
P,1,267936
P,2,303038
P,5046,351425
C,3463,3932
C,7,7857
C,7,4650
P,4,1489
P,9,527993
C,1120,2197
C,6,532391
C,5,580374
C,4,728425
C,10,698932
C,2,709431
P,8,419363
P,1,269210
P,4343,1730
C,5,1014401
C,9,1069836
C,3606,1051733
P,7,50119
C,6,33136
P,1,6848
P,10,4668
P,7,6736
P,7,4155
C,7,492691
C,1,731020
C,7,778855
P,6,1084
C,2101,714342
P,2707,4384
C,1,577722
C,4,605016
P,1850,723707
C,7,674179
C,2,799770
C,8,950004
C,4,1011076
C,3,1034257
P,10,695221
P,5,683215
C,8,1047658
C,6,1202
C,4,1450
C,9411,1461
C,1,1537
C,8741,1455
C,4,1417
P,4,1590
C,10,1202401
C,8871,1220609
P,8233,5058
P,3322,4935
P,10,6022
P,8,5749
P,8,5426
P,2,5487
P,6,5166
P,1,6212
P,7,5640
P,1,1142
P,3743,951
P,1,941
P,3,1099
P,7,1008
P,9582,942
P,1,28006
C,7,1391
C,6,1740
C,5208,32264
C,5,99167
C,10,227522
P,7086,273320
P,8,278920
P,5,1470
P,6,554
P,6,544
P,2269,746
P,283,489
P,3,535
P,9917,511
P,5,581
C,10,257836
C,1,802205
C,1,4079
C,3,807413
C,10,996898
C,8,931
C,1849,590
C,5,532
C,698,521
C,2,567
C,9,525
C,3132,620
C,5,539
C,8202,486
C,7,456
C,7,575
C,8,541
C,4309,821515
P,6045,1213
P,3,14377
P,1,3298
P,4160,3564
P,9376,3095
C,3,1006264
C,2,984032
C,10,990977
C,2872,1035938
C,3,1358479
C,2,1937235
P,6104,40794
C,2,1986108
C,2530,2022870
C,4,2048414
P,5904,43655
C,1,2570063
C,4,413083
C,5,347888
C,3,237944
C,6247,2566516
P,5043,6078
P,5945,12876
P,2,35481
P,934,38221
P,6,26626
C,3,273779
C,4,239998
C,3,2271314
C,10,2310331
C,1259,640
C,7,2453474
C,4263,2566372
P,6272,4131
P,6557,2935
C,7408,148630
C,10,151808
C,4,704
C,3759,652
C,9,728
C,5,635
P,5,4962
P,9,2895
C,10,2335102
C,8,2323700
P,3,21409
P,6198,2807
C,3525,234078
C,3,2400441
C,2,2426078
C,1,2715078
C,2,2876025
P,6,22328
C,7,2898792
P,6930,8736
P,734,4094
P,3,7358
C,3,164764
C,6,10441
P,8,31704
P,8,5039
P,8,740
P,1,13550
C,2,4547058
C,8,680
C,6,493
C,8945,527
C,5,5008218
C,1,5372815
C,23,5507163
C,8553,8451140
P,8516,6840
P,6,6109
C,9,8599450
C,5,8403433
P,4,1190
P,2927,24425
C,4985,8780212
C,4475,9008792
P,9059,6861
P,1,8566
P,4,28978
P,6,3526
P,3,4030
P,10,3755
P,5,3577
P,6,3943
P,3,4013
P,9,3667
C,4,8333290
C,9021,8513509
P,6343,4250
P,7,3722
P,4,3656
P,3,4724
C,5,8110396
C,10,8116295
C,5,899
C,6,8446835
C,6,8498168
C,8,8532338
C,2362,863
C,5,645
C,5,605
C,9,482
C,7,516
C,6,8768047
C,8,8958779
C,1,9438545
P,9421,33813
C,6,9621286
C,8,9643703
C,8326,9931603
P,2749,3893
P,4,4527
P,1,5875
P,2,4917
C,4,9839879
C,6,9876443
C,2,189855
C,1,10068803
P,8083,3500
C,5530,10212088
P,8,4038
C,9,10512249
C,7,10284391
P,3205,3703
C,6840,10683516
P,2,4131
P,6,1207
P,8,1015
P,2,1061
P,5,934
P,885,4170
P,2,4588
P,2,3700
P,530,3844
P,10,3854
P,2224,3677
P,1,4125
P,6,4190
P,7,3795
P,4,4191
P,1,3783
P,6,3436
P,3008,3811
P,7,4332
P,4,4557
P,8,3786
P,6,3719
P,4,4070
P,6,4282
P,7,4219
P,9,3641
P,5,4369
C,9138,8956990
P,3681,4359
C,5,5122
P,8,1150
P,5172,1015
C,8,929
P,3443,946
C,9,1056
C,3,900
P,10,765428
P,10,962
C,9,890
P,9022,994
P,1,808570
C,10,920
C,10,835
C,2,17103
C,3,50946
P,1,873737
C,4,206090
P,6,809170
P,2198,809425
C,8794,30243
C,6,224396
C,8,285227
C,7591,265806
C,2,305478
C,6411,324725
P,5,953542
P,9051,3828
P,8,983867
P,10,884825
P,4,760715
P,3,715941
P,10,214261
P,8,167522
P,966,3654
P,4105,5331
P,8,3651
P,6,4598
C,5299,1026
C,2,913
C,2,573
C,4,914
C,1,36281
P,7,890
C,8,30231
P,3,996
P,3,964
P,3,953
C,6224,996
C,4174,933
P,4209,1028
P,6,944
P,2,937
P,9,922
P,5,1045
P,7276,886
P,3461,961
P,8,910
P,7,1095
P,9,986
C,4,970
C,5,971
P,1,1063
P,10,1322275
P,7233,1230553
P,2,1023
P,7,776563
C,1,943
C,3879,13893
C,2,885
P,876,985
P,1543,874
C,7,927
C,5,2698
C,9,919
C,5,1004
C,1,1171
C,1742,474
P,7,1598
P,4,684
P,8553,1169
C,486,534
P,5,940
C,1,103121
C,3296,185062
P,2,1118030
P,10,1099817
P,5113,5686
P,3,4838
P,2,5520
C,7,1237
C,4,4984
C,10,984
C,10,1393
P,5,1134553
C,5,102770
P,10,902106
P,8103,650323
P,4,620406
C,3800,131097
C,9,2470
P,1,1291
P,749,3867
C,9,2066
C,314,2274
C,5,118766
P,7,1552
C,10,991
C,3,1041
C,8,2643
C,6,3357
C,10,2993
C,5261,2242
P,6292,872175
C,1,225772
C,1,2222
C,5,14553
P,7,19571
P,6,22224
C,8,281112
C,2,2215
C,9139,268046
P,8577,4947
P,6,1075075
P,2085,3758
C,10,189669
C,4,2369
C,2,208281
C,9,318210
C,10,379942
C,7,1303
C,8,966
P,3,1248883
P,6,1114771
P,1,745840
C,7,450038
C,10,11401
C,8759,484872
P,4410,15011
P,5419,617751
P,10,4520
P,6,1457
C,10,177309
C,2,2469
C,3,3307
C,9347,232710
P,7851,237845
P,8549,887779
C,9923,14708
C,9,3776
C,2,15202
P,4,16725
P,5,497114
P,280,418368
P,9,74668
P,9,906
P,3720,960
C,4,57105
C,2,87134
C,7481,132366
C,9325,127440
C,7,715
C,10,610
C,8522,554
C,4,693
C,6130,379906
C,1,947
C,2,516
C,1,518
P,2702,5029
P,1,5077
P,4,5003
P,1,6400
P,4,991
P,5436,628
P,7,594
P,8525,561
P,8,583
P,6,593
P,1,604
P,4,6089
P,3287,5461
P,3,5505
P,9,5411
C,2510,1987
C,5822,47577
P,8513,5220
P,6,32440
P,4,34512
P,5,331356
P,2619,465455
P,6,569602
C,6,1735
P,3,678450
P,7107,709227
C,7603,5093
P,7447,794027
C,5163,5589
C,643,15806
C,8,6371
P,5,708903
C,4440,21356
P,3,707067
C,208,7997
C,9,19660
C,5,5793
C,9,6094
C,8,5608
C,4,4612
P,5,634594
C,9,6106
C,10,38159
C,7,5714
P,9,275197
P,10,405885
C,4,1564
P,8370,429009
P,7756,817728
C,5911,5802
C,3,5880
C,5,5626
C,1,8109
C,2,6042
P,3,487791
P,7,489440
P,3,574926
P,4,589460
C,10,16705
P,9,596485
P,9073,626570
C,9385,5595
C,6,5339
C,2,5646
C,10,5819
C,9,5559
C,6,5698
C,6,5195
P,7,1354639
C,4,20696
C,10,5560
C,5,5484
C,3454,5785
C,1,6233
P,4,1416
P,10,229320
P,7669,294495
C,3221,6126
C,9,6587
C,6,7650
C,1,3566
C,1,3407
P,1,1476124
P,7,1222976
P,7960,1516491
P,2,821400
P,8,590565
P,5,348122
C,8580,3614
C,3,3180
C,9,3577
C,3090,3195
C,9,3228
C,7,1510
P,9302,1403371
C,5933,3365
C,6,3511
C,1,3069
C,3,3879
C,8,3148
P,10,472166
C,10,3926
C,8,3578
C,3,4092
P,6,463430
P,1,283560
C,9,4131
C,2,4027
C,1,4055
C,10,4258
P,8,801201
C,9441,3904
C,4,4121
C,2,3383
C,3,3554
P,1,634891
P,6994,648236
C,2203,8109
P,6221,692833
C,7502,3513
C,7,6235
C,3,3326
C,9,2891
C,6,3730
C,10,3192
C,8,3405
C,580,3608
C,637,3250
C,6,3174
P,1229,161039
P,8,780
P,9,176101
P,2,177406
P,2410,218445
C,7549,3579
C,7,4819
C,5478,126785
P,9123,4160
P,1,5237
P,7,2908
C,7843,557
C,7551,3079
P,8614,135170
C,6,2980
C,1,3395
P,8,1208
P,2,42785
P,5,220526
P,4,253168
P,9,445675
P,4,470100
C,441,28352
P,7,642851
P,2,644373
P,1052,659364
C,7409,4881
C,3,2948
P,9,862843
P,5,681105
P,3667,660584
C,7429,4563
C,5,3113
C,3434,5241
C,2,28471
P,6,564431
C,5,23801
P,2,583560
P,6,603988
P,3622,309941
P,7,139796
P,3,961790
P,3,1142628
C,8,1129
P,246,1281879
P,2827,1254562
C,4390,28568
C,5,4925
P,5875,235515
C,1,47539
C,4,28659
P,9467,1221337
P,10,276861
P,2,36310
C,2649,4751
C,5,5444
C,9,4803
C,8,5410
P,10,849481
C,8536,1263
C,4,4744
C,1,5974
C,7,29025
P,5,537883
P,3265,537995
P,5403,697176
C,6259,5139
P,8,642895
C,8203,22505
P,5,891331
P,5,1035386
P,5644,1084788
P,2,1112016
P,2,1132147
P,3,978
C,8045,1462
P,8824,1305906
C,3305,4748
C,8,12452
C,6,838
P,10,1098883
P,6,1133705
P,5,1151640
P,6,1175242
P,8561,1176750
C,9065,3729
P,9,1144323
P,6555,1158286
C,6885,3525
C,6,4662
C,2,5493
C,10,14967
C,7,6028
C,9,5220
C,3,9403
C,7,3613
P,2,805787
P,8,828713
P,8,894477
P,5,1252554
P,4,1274847
P,8,1297927
C,5,198038
P,3,1416759
P,3615,1406969
C,9344,3762
C,9,5255
C,4,5607
C,3,45948
C,10,33567
C,1,6032
C,1,52424
C,10,6799
P,2,122374
P,9,98386
P,5318,151282
P,8773,494298
P,7,516141
P,982,578379
P,3,725141
P,10,773313
P,6,835904
P,7,871454
P,8,965
P,8,620
P,5,914400
C,9,63074
P,7,985905
C,5085,107074
C,8,88179
P,1,938642
C,3,93633
P,4,902230
C,7,56018
P,6,878597
C,6,42912
P,2,844936
P,10,821634
C,10,32336
P,4,831284
P,10,847332
P,5,863775
P,10,1045
P,4,1102
P,2,869756
P,5137,891997
C,6952,3659
C,2,3910
C,6,3759
P,1720,821250
P,8907,828100
C,7675,3389
C,10,1675
P,2469,784506
P,9,250937
P,5,139861
P,1,23344
C,8572,4335
C,1,4012
C,3,3366
C,109,1063
C,5074,878
P,3618,1200
P,6,1280
P,7,43609
P,7,126127
P,1,243678
P,9850,272515
C,8839,3197
C,10,2987
C,1390,4698
C,8,3521
C,1,3722
P,7594,890
P,1858,1043
C,9,1044
P,7,978
P,1,888
C,5516,906
P,7,920
C,10,120598
C,1,966
P,10,892
C,8215,1044
P,9637,929
C,7322,1023
C,4659,957
P,2,893
C,1,935
P,4,1015
P,8,552
P,9,954
P,9,950
P,6,1022
P,6595,932
P,485,1025
P,3818,1323
P,10,1045
C,8,67632
P,7497,1658
C,9,87118
C,9148,93871
P,7437,3532
C,3,943
C,5288,1006
C,4,962
C,5,945
C,3570,925
P,5,1022
P,8,1001
C,2,1009
P,6680,1441
C,7,176061
C,8553,213284
P,5095,3654
P,481,3182
P,1,3521
C,7,833127
P,3,2960
P,5,3370
C,4,977
C,6,904
C,1,916
C,8453,945
C,10,2372
P,1,976
P,4300,909
C,10,949
P,7,899
P,757,1072
P,6,949
P,10,1044
P,6,995
C,5,960
C,1962,1085
P,2,47058
P,1012,94596
C,7948,3769
C,9,3745
P,3,994
P,5,1024
P,3,994
P,8048,1079
C,9,925
P,4,1013
C,3,901
P,5,1122
P,8,1042
C,323,1268241
P,4709,995
C,3181,961
C,10,964
C,4,899
C,10,957
P,734,990
C,2,947
C,1,1401660
C,2,1358286
C,5444,1348
C,5,1011
C,7,1000
P,1494,1095
P,3,1339
P,9,113715
P,8,220426
C,1,1425696
P,1525,234599
P,4115,291148
C,2,1092953
C,2285,934886
C,9458,4083
P,881,268194
C,7,1168
P,5,242492
C,7319,3775
C,10,3231
P,5,71605
P,2,270454
P,2,288668
P,6,378874
C,2,1016911
P,3520,394897
P,2779,410284
P,6,453362
C,7580,17696
P,3,464009
P,10,469385
P,1,483755
P,867,494535
P,5,502882
P,3273,636190
C,8384,3074
C,5,3580
C,7,2923
P,8,550890
P,2,569981
P,9,674823
C,457,1253970
P,7150,696730
C,4794,3075
C,3,2665
C,7,2948
C,4,3078
C,4,3012
C,1,3361
C,3529,3020
C,2216,3214
C,2,3482
C,5,3002
P,8472,287835
C,3438,3415
C,7,3482
P,8590,284970
C,8838,3309
C,3,2998
C,1,3362
C,3,2960
C,2,3314
C,8,3076
C,8,3274
C,5,2948
C,6,3855
P,164,967
C,2169,900
C,2,905
C,9,895
C,8,955
P,8718,1015
C,6663,935
C,3012,969
C,10,1015
C,1731,890
P,4,1812
P,8257,3394
P,5,130835
C,6,19846
P,2,455559
P,4064,491403
C,9231,3678
P,2700,475318
C,5643,2735
C,1,3240
C,1,2246282
P,8802,492437
C,3427,3089
C,7,3305
C,8,3211
C,8,3038
C,10,3491
C,5,4241
C,10,2709
C,1003,3810
C,4,3122
C,7,3042
P,4,367879
P,659,416377
P,3,868
P,7,1019
P,8,804947
P,4620,864872
P,4,904655
P,3593,938318
P,7763,40463
C,5,1903841
P,3,955771
C,5,1899407
P,6169,1277
P,3,1136550
P,8,1152154
C,3,1822377
P,8,1206456
C,7814,24037
P,7,1342680
P,2,1568492
P,6063,1610936
C,7858,3435
C,6,3130
P,1,2680
P,1,2749
P,2,3073
P,4,4049
C,2,2178927
P,2,6662
C,2,1833903
C,6,1851035
C,8418,1866430
P,1424,2717
P,325,4584
C,9,1852659
C,2,1858994
C,2967,1886184
C,6,1900958
C,1,1905830
P,76,42844
C,5783,1909851
P,2,61352
C,2,1882229
P,8475,16808
C,9747,2685569
C,3,1855130
C,6,1870217
C,1,1887410
C,7906,1964756
P,7570,3426
P,9,4552
P,2,3425
C,9,2024618
C,8,2037320
P,6,1072
C,3,2036292
C,1,2307881
C,5,2194243
C,4,2427130
C,6,2438250
C,3637,2487481
C,7290,2516254
P,8320,3023
P,5,3219
C,5,3137460
C,5,2135235
C,1757,2155455
C,10,2388593
C,5604,2401288
P,8679,2946
P,3,3165
P,2,3028
P,7,5933
P,7,3239
P,2,3473
C,8262,2068576
P,3333,3382
P,5664,4505
P,3,3244
P,9,3215
P,10,3408
C,1907,1182420
C,4373,3195534
C,9,1201478
C,2,3021992
C,10,1211504
P,2,1224
C,4,1269606
C,9795,1282391
P,4949,3691
P,5987,3049
P,7,2989
P,8,3406
P,8,3191
P,7,3476
P,7,3264
C,10,3295269
P,5,2920
P,6,3621
C,9,925458
P,3,1289
C,3,971324
C,1189,1036632
P,4650,2723
P,2,1198
C,7860,1139955
P,6542,3032
P,6,3493
P,8,3005
P,3,3303
P,297,3088
C,4,862784
C,9,3036247
C,2,2853020
C,10,943500
P,8,1110
C,1,1161250
C,779,2750200
C,6,1166286
P,10,1286
C,8,1176620
C,8870,1189100
C,8,1202331
C,3,1263418
C,5,1376829
C,5,1387646
P,9305,1350
C,7,1495724
C,6371,1508152
P,5110,3531
P,1472,3106
P,1147,3043
C,5,1342179
C,10,1370986
C,8402,1417198
P,7316,2923
P,7,2765
P,2,1345
C,3,3085256
P,1314,34870
C,7547,1517781
P,7236,2936
P,5,2622
P,7,3055
P,2543,3435
P,7,2909
P,4,2763
P,1,3027
P,4,3090
P,7,3043
P,10,3598
C,4063,3289850
C,5,3274496
P,7,4354
C,7645,1113880
P,7554,3449
P,9,2904
P,5,738
P,8,935
P,10,3140
C,10,3245950
P,4,2913
P,9,3516
P,9,2982
C,8,789304
P,325,1305
P,3,21340
C,9,865516
C,9,870037
C,5653,909177
P,620,2945
P,8,2791
C,10,3476935
C,6,3457785
P,8,3222
P,7,2787
P,2397,3134
C,9,3536207
P,6,2867
P,5,2949
P,2,3158
P,3,3047
P,22,3292
P,3,3142
P,9,3497
P,7,3035
P,9,3252
P,8,2746
P,4,3141
P,1,2972
P,7,3073
C,10,3543969
P,1870,1401
C,6,3558955
C,3,177355
C,10,3205273
C,3,3312594
C,2,192865
P,2,19081
C,2282,231320
C,8,233569
C,6617,249132
P,5155,3126
P,5,3447
P,6,3438
P,9113,38060
P,3659,849
C,3,3396603
C,5231,135814
P,5301,3535
C,4,3496256
P,4817,1105
C,996,3395091
C,8,3373107
P,6,3019
C,10,3410882
P,8,3392
P,6219,53416
C,7283,3492294
P,1,3065
C,411,3516364
P,4,3536
C,5,3449379
P,9,51400
C,9529,888
C,10,882
C,5536,3391972
P,2,43596
C,7,3372082
C,1634,3473305
C,6,3450018
C,7577,3543795
P,7488,140281
P,4,1221
C,5822,3528590
P,5,27845
P,7776,97058
C,1,3434124
P,9577,29370
C,1,3390380
P,7,51804
C,1,3445809
C,8448,3588334
C,10,3438736
P,1,78949
C,7,3403864
P,7,78355
P,3,59359
P,7420,4813
C,8503,3343512
P,2721,52836
C,6,3698268
C,2,3608886
P,2,33088
C,10,3598474
P,807,34080
C,10,3152342
C,9,3626303
C,4,3204745
C,1,3186230
C,10,3561090
P,4,1474
P,8,77684
C,1,3557064
C,3,3554539
C,3090,3572123
P,4349,3918
P,8,4003
P,4,31349
P,9,4031
P,10,4195
P,7746,33711
C,2814,3463790
P,9,62701
C,7329,3621735
C,8909,3692382
P,5616,3944
P,1,4364
P,8,4080
P,10,4230
P,6,27149
P,1,4064
P,4,4024
P,4054,3828
P,3,3826
P,1602,49362
P,6844,3980
C,7,3543710
P,3,1017
C,9282,4251513
C,5554,3549846
P,1,280353
P,3960,3745
P,2488,3421
P,6,254563
C,9,4345029
P,3,5753
C,9198,3543390
P,4431,3612
C,1,4153579
P,3,3588
P,3,3522
C,8,4161978
P,3120,3735
C,9,4160761
P,1,3512
P,10,3847
C,6,3262386
P,4,48441
C,2,3973426
P,5,993
C,2,3234945
C,9,3240459
C,7,3238392
C,2868,3227926
C,4,4013395
C,7,4017501
C,5200,3268167
P,8691,3660
P,7,3529
C,10,3167288
C,9,3894864
C,7176,3914192
P,2,35264
C,8,3311004
C,1634,3330137
C,8963,3349946
P,9440,3886
P,10,4074
P,2,3870
P,6,5444
C,6281,3825930
C,6185,3800285
P,2,3740
P,5531,1470583
P,8,3744
P,1475,1485894
P,6453,3727
P,2,1092743
P,2,3744
C,7,3466124
P,2,3610
P,4,3362
C,6,2993350
C,2,3021858
C,7,2921310
