role,n,time
C,9,609
C,8675,317
C,8,360
C,2,347
C,2,265
C,10,275
C,5,243
C,8,521
C,6,612
C,2,193
C,2,227
C,3,229
C,9,241
C,10,874
C,10,262
C,9,492
C,8,233
C,8,206
C,7,233
C,6,202
C,2,546
C,5,248
C,1,217
C,3851,11290
C,6,527
C,6,270
C,6,170
C,599,510
C,5,435
C,9,481
C,4,427
C,7,361
C,9,405
C,7,384
C,5,414
C,10,399
C,9,432
C,9,703
C,8,1527
C,3,391
C,4,335
C,6,6864
C,1,407
C,6,339
C,7,6852
C,4,444
C,10,345
C,3,485
C,3,417
C,3,386
C,1,336
C,6,389
C,1823,391
C,2,538
C,10,6613
C,10,6341
C,10,3851
C,4,459
C,5,292
C,2,270
C,8,222
C,3,177
C,1,463
C,10,288
C,10,195
C,5,295
C,9,259
C,2,212
C,7,204
C,10,217
C,9,208
C,5,202
C,6,225
C,5,224
C,2,189
C,1,286
C,1,206
C,1,203
C,2,199
C,2,180
C,2,203
P,7174,399
P,4,362
P,8,247
P,5,265
P,2,263
P,10,275
P,2,242
P,3642,245
P,6640,173
P,6,234
P,7,453
P,8,275
P,1,285
P,8,246
P,7,243
P,10,260
P,10,235
P,10,238
P,1,222
P,10,207
P,1,290
P,1,207
P,8,205
P,10,186
P,9,168
P,6,192
P,9,164
C,8,1419550
C,2,258
C,7,215
C,3,284
C,6,221
C,6,220
C,1,211
C,5381,211
C,5,188
C,2,191
C,8,174
C,2,190
C,8970,187
C,288,176
C,8,196
C,2,212
C,4,2134530
C,1,205
C,8,221
C,2,202
C,8,2320071
C,3,186
C,5,245
C,1,269
C,1,180
C,10,224
C,7,240
C,1128,193
C,7,2794016
C,9,193
C,10,209
C,5,2967204
C,7,194
C,7,3098184
C,7,174
C,3,174
C,5,196
C,5,3271707
C,560,202
C,5,3397587
C,10,184
C,4,178
C,1,180
C,6,204
C,7,171
C,3,3713862
C,2,169
C,5,174
C,7,193
C,9,170
C,3,193
C,5,193
C,4,174
C,7,200
C,4,199
C,5,190
C,7,4227164
C,3,186
C,10,4360082
C,8,204
C,9,4459225
C,8,208
C,4,504
C,2,354
C,6,4765630
C,10,4975097
C,9,130
C,3,150
C,10,5130424
C,9,131
C,7,5293585
C,2,270
C,2,181
C,3,200
P,10,31306706
P,4,241
P,2,205
P,4,140
P,10,126
P,3,144
P,4,128
P,5,150
P,2,144
P,7,209
P,7345,246
P,4,140
P,8987,172
P,2052,194
P,7,177
P,7,127
P,6,31938712
P,5,31999175
P,9,155
P,4,146
P,9,173
P,10,143
P,7,142
P,8,234
P,1,32194130
P,4,171
P,1,32261887
P,7,32300627
P,7,155
P,2,32315777
P,10,450
P,7,181
P,8,126
P,6,146
P,3,139
P,9,137
P,7,33747490
P,3,33803692
P,10,264
P,3,33866924
P,9,131
P,1,13509790
P,6,34480724
P,1,240
P,7,261
P,8,195
P,412,188
P,6,34772298
P,4,266
P,6,187
P,9,177
P,6,124
P,10,141
P,6,35122734
C,5618,23186801
C,3362,261
C,34,268
C,10,143
C,6,148
C,6,140
C,10,145
C,3,135
C,5,153
C,4,149
C,2,150
C,6,144
C,3554,150
C,5015,23666975
C,779,264
C,9,188
C,3,135
C,9,151
C,502,127
C,4,131
C,8,136
C,10,230
C,10,232
C,1,180
C,8,160
C,4,215
C,8,206
C,9,196
C,7,174
C,2,202
C,864,217
C,10,248
C,7,196
C,5,245
C,5,185
C,8,220
C,7,175
C,56,225
C,9,186
C,10,183
C,7,197
P,4,456
P,6,310
P,3,206
P,710,232
P,9,174
P,8,214
P,1,186
P,2785,169
P,1,173
P,6879,165
P,1078,189
P,3,182
P,2,202
P,3,184
P,3,184
P,10,188
P,1952,188
P,1,189
P,7,192
P,4,181
P,4850,175
C,9598,26844720
C,1,243
C,4,209
C,10,186
C,8,189
C,3,196
C,7,181
C,5,181
C,10,179
C,6020,241
C,3,202
C,4,213
C,910,27233624
C,3,203
C,505,236
C,2,193
C,8,200
C,790,175
C,5,180
C,6,207
C,2,168
C,6,182
C,10,182
C,10,231
C,2,174
C,9,227
C,5,165
C,6,188
C,10,200
C,3,190
C,10,200
C,8,218
C,2,133
C,4,204
C,2,189
C,8,179
C,5,140
C,7,134
C,4,133
C,3,157
C,159,162
C,9,132
C,6,324
C,9,184
C,9,230
C,5,139
C,7,135
C,6,134
C,9,393
C,7,140
C,10,126
C,6,236
C,9,195
C,7,181
C,2,186
C,1,154
C,2,136
C,2,155
C,3,138
C,2,145
C,6,155
C,3,138
C,7,146
C,1,151
C,4,300
C,5,167
C,1,487
C,2,139
P,8364,33384955
P,3,179
P,8861,208
C,10,132
C,10,178
C,2,151
C,8,136
C,6828,203
C,5620,143
C,7,135
C,6,135
C,5,135
C,1,131
C,6,144
C,1473,144
C,835,148
C,8,134
C,2,131
C,1,146
C,5,141
C,604,136
C,1,142
C,8,135
C,7,547
C,7,213
C,7,171
C,6,140
P,9424,34010452
P,9,225
P,8,190
P,6193,167
P,670,155
P,1,129
P,2,137
P,6,162
C,8,1039810
C,8,260
C,1,221
C,4941,166
C,5,131
C,9833,204
C,4,152
C,9,140
C,8,135
C,3,186
C,7,151
C,9,132
C,10,135
C,1,135
C,2,138
C,1,134
C,2231,134
C,6,184
C,316,148
C,4,150
C,9,199
C,1,135
C,3,144
C,482,4002781
P,7221,4853832
P,9,228
P,3,130
P,4136,156
P,3,137
P,7,178
P,4,126
P,10,145
P,10,148
P,5117,167
P,10,142
P,5,140
P,8,131
P,4,146
P,6,147
P,8,235
P,6,204
P,2,235
P,9,204
P,3,144
P,3,168
P,2430,177
P,4,143
P,10,175
P,5,124
P,9,145
P,6,182
C,8,6074740
C,7,201
C,8404,200
C,6120,201
C,7,165
C,4388,6554668
C,2,167
C,5,228
C,4,165
C,2,164
C,10,192
C,7,162
C,9,193
C,10,164
P,6328,30208070
P,3,282
P,9,190
P,4,172
P,5038,178
P,6627,150
P,2,143
P,5,134
P,1721,30063259
P,6,152
P,7,141
P,4,142
P,3,44357591
C,7230,23256816
C,5,302
C,2,132
C,9,134
C,6,172
C,4,154
C,8,133
C,8,145
C,6272,228
C,10,149
C,4,134
C,6046,22263566
C,4,245
P,9885,19625477
P,4141,302
P,3,254
P,8,189
P,7,178
P,3,215
P,4,220
P,2824,19820709
P,3,183
P,2111,187
P,9,227
P,6,195
P,3,190
P,1,198
P,400,156
P,9,152
P,9,147
C,5573,18558500
C,1,170
C,5728,272
C,6,171
C,7,170
C,6251,200
C,999,16492785
C,5,147
C,3,134
C,8,133
C,7,134
C,3,143
C,8,174
P,6818,15407459
P,7062,282
P,9,238
P,7,163
P,798,132
P,1,133
P,8,187
P,4019,169
P,1,131
P,1,137
P,5,189
P,1,130
P,4,161
P,10,140
P,2,47492374
P,7,210
P,2,166
P,7,184
P,10,48393469
P,6,48458879
P,1,171
P,2,47694317
C,7536,12147998
C,1,167
C,4,145
C,9,144
C,2,181
C,567,182
C,9,133
C,4770,208
C,5,135
C,805,160
C,1,184
C,5,152
C,4,144
C,2,149
C,109,165
C,1060,165
C,10,144
C,1095,11618286
P,2045,5347805
P,6,195
P,1,172
P,5376,190
P,1,135
P,4845,139
P,9,134
P,1,142
P,4,133
P,4,138
P,6,178
P,10,144
P,4,148
P,2,150
P,2120,132
P,7,145
P,9,168
C,5785,10767171
C,8,133
C,3,135
C,10,211
C,5,132
C,3,141
C,2,152
C,4,142
C,7,145
C,3,142
C,10,141
C,6,174
C,2930,385
C,10,135
C,5,133
C,4163,163
C,92,165
C,4685,38264999
C,2,155
P,8784,8855645
P,4,159
P,10,190
P,2769,248
P,6,314
P,6,223
P,7,173
P,8,243
P,4,174
P,6211,8219375
P,3,259
P,7,187
P,10,191
C,1802,8739501
C,2070,192
C,4,195
C,4,207
C,5237,355
C,7,169
C,1,134
C,5,134
C,4,138
C,2534,151
C,8,175
C,5,137
C,10,145
C,3,133
C,10,133
C,4433,8852654
C,8,294
P,8014,394127
P,1493,215
P,2537,149
P,5,169
P,2,144
C,9840,8386724
C,4198,10215295
C,8,188
C,2,134
C,5,203
C,9,230
C,7,209
P,6152,2081475
P,3,266
P,188,204
P,1,228
P,7,220
P,5946,248
P,1,245
P,4,245
C,9006,7770524
P,9734,7388686
P,9,236
P,4,358
P,3353,242
P,1,158
P,2584,37592208
P,1,165
P,6,131
P,2,135
P,86,32954192
P,10,205
P,5,163
P,2,140
P,10,131
P,9,146
P,5,139
P,5,129
P,9,139
P,9,129
P,3,144
P,3,142
P,22,151
P,9,130
P,10,33055210
P,3,166
P,7,32954654
P,5,51809245
P,3,189
P,8,240
P,8,148
P,3,160
P,8,158
P,4,51973610
P,8,195
P,4,146
P,3,139
P,7,287
P,1,173
P,9,52178762
P,8,222
P,7,209
P,5,200
P,4,232
P,5,253
P,8,195
P,10,145
P,3,130
P,8,143
P,4,136
P,3,145
P,9,144
P,3,152
P,9,145
P,1,138
P,5,132
P,7,146
P,2,156
P,1,147
P,8,52638969
P,3,161
P,4,174
P,9,130
P,1,129
P,10,132
P,2,136
P,8,52839024
P,18,192
P,8,52950927
P,8,177
P,9,143
P,5,129
P,2,145
P,1,139
P,7,133
P,5,128
P,4,53134836
P,2,10261340
P,7,227
P,3,229
P,6,54786180
P,10,317
P,6,218
P,4,150
P,4,54899822
P,8,160
P,6,138
P,6,54979170
P,10,55026806
P,4,158
P,10,194
P,9,145
P,8,137
P,7,136
P,7,152
P,7,144
P,3,55279333
P,2,55348521
C,7018,10471183
C,5,199
C,4,196
C,986,231
C,5796,160
C,6,174
C,96,168
C,8,133
C,4,171
C,7,141
C,2348,146
C,1191,149
C,1478,140
C,4,138
P,7977,10269444
P,8,196
P,8477,178
P,8,161
P,3,198
P,2,132
P,7,212
P,2,162
P,5,155
P,6,240
P,3,199
C,7086,10099232
C,6,200
C,10,162
C,8,165
C,8,160
C,8824,178
C,8,131
C,8,133
P,3109,9793717
P,5,160
P,7211,164
P,4484,25475265
P,9,168
P,2,157
P,10,202
P,9,196
P,10,154
P,6,199
P,920,178
P,8,252
P,8,257
P,3,154
P,6,154
P,2041,136
P,2,155
P,4,9825292
P,5,155
P,6,191
P,8,146
P,3,148
P,10,147
P,2,152
P,7,138
P,5,152
P,4,181
P,10,136
P,3,135
P,2,194
P,7,58599423
P,5,58646164
P,3,248
P,1,479
P,81,155
P,4,10155294
P,6,212
P,5,366
P,7,168
P,8,59015372
P,6,442
P,2,190
P,3,155
P,3,181
P,10,179
P,10,59170857
P,10,173
P,9,58115318
P,10,165
P,6,184
P,5,227
P,2,148
P,8,173
P,7,2918640
P,6,172
P,7,58259679
P,6,419
P,3,160
P,10,145
P,3,194
P,6,157
P,4,198
P,8,58390186
P,6,200
P,3,154
P,9,3254035
C,8958,10507563
C,6,277
C,8,180
C,6,134
C,262,145
C,4,171
C,4,133
C,10,170
C,3,144
C,7155,141
P,9392,8101720
P,9,185
P,6,162
P,1562,165
C,5861,10182919
C,5,180
C,1,143
C,7,145
C,6,145
C,6868,168
C,5,142
C,1059,20981693
C,10,192
C,4,138
C,9,130
P,8379,10104068
P,10,145
P,2,152
P,9954,150
C,9163,9790260
C,2777,286
P,6456,9672060
P,10,151
P,9,150
P,6,138
P,6,144
P,8,132
P,2756,155
P,3,146
P,8,142
P,6,138
P,1936,157
P,3,131
C,6271,9853848
C,1,159
C,1894,182
C,6,134
C,3,133
C,4329,207
C,40,134
C,9,145
C,4779,145
C,9,180
C,8,188
C,4,169
P,6253,1505320
P,10,155
P,2,190
P,5735,164
P,1710,156
P,7,151
C,6401,9777354
C,7,132
C,6564,138
C,3,185
C,5,136
P,8062,9653805
P,3,235
P,9611,225
P,7,240
P,3,198
P,9,196
P,7,148
P,3,141
P,3,150
P,6,150
P,7,136
P,721,3929699
P,5,163
P,5,155
P,6,149
P,10,147
P,3,156
P,1,164
P,2,158
P,4,191
P,3,148
C,9183,6557260
C,6,147
C,8,138
C,6,135
C,8,188
C,7,185
C,6,133
C,6,145
C,2,137
C,5,142
C,3194,134
C,6,177
C,1,169
C,1,137
C,10,145
C,2481,185
C,4700,174
P,8859,16887795
P,6011,207
P,1,203
P,4138,36707619
P,1,175
P,8,153
P,6,160
P,2,191
P,9,190
P,3,185
P,9,134
P,9,180
P,115,146
P,10,224
P,5,132
P,2,191
C,2645,6885956
C,3,346
C,3,189
C,9,236
C,5,212
C,2,191
C,204,239
C,8,238
C,3,213
C,3387,215
C,4,240
C,2,234
C,2,191
C,2,338
C,2,144
C,9,122
C,2316,212
C,7,134
C,7,175
C,1,184
C,9,135
C,93,135
C,5020,207
C,5018,140
C,8,140
C,1,132
C,4,133
P,7424,2458335
P,7,208
P,10,170
P,1,195
P,2,154
P,2,153
P,7,171
P,7,147
P,6,171
P,8,139
P,6438,196
P,3075,134
P,7,172
P,2,141
P,591,33198325
P,2,135
P,8,152
P,667,17908997
P,4,168
P,9,139
P,9,138
P,520,7775131
P,1,147
P,9,200
C,4331,7129517
C,4,193
C,8791,170
C,5393,30005844
C,3,329
P,8234,5610682
P,6,165
P,9,149
P,1,137
P,3,148
P,1,151
P,7,139
P,400,163
P,4,161
P,4,147
P,4,138
P,8,158
P,9,157
P,3040,141
P,3,129
P,5148,151
P,1,148
P,1307,161
P,3,147
C,9382,7516720
C,10,275
C,1,208
C,5,134
C,7,141
C,10,186
C,4,147
C,896,199
C,10,185
C,2,186
C,1,178
C,6,135
C,10,144
C,6778,144
C,1,185
C,8,133
C,1,133
C,6,144
C,3,144
C,6,174
C,1,141
C,4,176
C,5,143
C,3,145
C,1729,57553877
C,1,160
P,7807,7950483
P,10,155
P,5443,168
P,3,141
P,1,148
P,4635,137
P,3,148
P,7,150
P,4,184
P,5,145
P,6,138
C,7549,17902386
C,3556,182
P,8531,8022840
P,7,153
P,8,163
P,1,132
P,3,129
P,6,135
P,10,190
P,2082,163
P,1,144
P,6,135
P,10,145
C,880,8012401
C,4904,200
C,2104,185
C,1,435
C,1493,278
C,10,186
C,6,184
C,2,141
C,2271,140
C,4245,18298274
C,5,130
C,1,145
C,1869,29987132
C,6,342
P,4135,2431194
P,5048,168
P,5518,139
P,10,167
P,7,163
C,4594,8477267
C,9,262
C,4,165
C,2,139
C,10,143
C,3142,163
C,8,133
C,1,135
C,5,134
C,4,143
C,8,134
C,7,177
C,9,144
C,4789,190
C,7,179
C,1918,3502260
C,4,174
P,2016,8598703
P,7,270
P,1,161
P,8278,202
P,7,200
P,10,178
P,2,216
P,2973,193
P,10,142
P,5029,64729036
P,5,151
P,7,138
P,2,154
P,2,191
P,7,175
P,1349,18492587
P,1,320
P,1,165
P,8,146
C,2591,8755935
C,9820,163
C,9,212
C,5,177
C,3,175
C,3,141
C,4,143
C,3,144
C,9,185
C,7,472
C,8,175
C,6,148
C,9,150
C,8,155
C,7340,135
C,2,137
P,5359,9124410
P,5423,445
P,7,288
P,10,234
P,6129,203
P,138,207
P,5,276
P,10,232
P,7,239
P,7,215
P,9,232
P,7,221
P,2523,45728876
C,3021,8642514
C,2,294
C,7368,241
C,8255,228
C,7,225
P,5189,8232808
P,9,305
P,1511,235
P,5,231
P,8,205
P,2620,203
P,6,202
P,5492,201
P,10,253
P,2,260
P,5,200
P,3,218
P,1764,242
P,2,221
P,2141,41697434
C,9771,8522965
C,6490,238
C,5,240
C,2,347
P,8668,5744576
P,9,231
C,7270,7889832
C,5,260
C,3264,207
C,4,155
C,6,145
C,9,149
P,4209,7766145
P,4,214
P,8,149
P,4200,191
P,5,145
P,7,137
P,1109,130
P,7,129
P,1,158
P,6,152
P,4257,171
P,7,148
P,4,154
C,8374,16187170
C,1,316
C,4,155
C,7,135
P,8493,7908285
P,9,227
C,8668,7632045
C,6695,256
C,1,174
P,5,240
P,6,159
P,5428,164
P,9,190
P,4,197
P,7,153
P,3,140
P,4094,156
P,6998,154
P,1,141
C,9222,7581867
C,496,202
C,963,178
C,7,252
C,2,178
C,10,158
C,9,170
C,5378,66385243
P,7179,7709301
P,8,228
P,5087,7657229
P,5363,255
P,3,172
P,1,169
P,5,147
P,1400,146
P,1,148
P,4,133
P,3,139
P,7,195
P,9,172
P,2,150
C,3551,8025116
C,4,234
C,3358,171
C,4,179
C,6,145
C,9,132
C,7,132
C,2,186
C,9,143
C,9,135
C,7744,185
C,1306,132
C,1961,34926343
P,6592,8097585
P,10,281
P,2,195
P,2,165
P,8,171
P,2,162
P,5,188
P,5410,164
P,3,183
P,5728,54923554
P,7,341
P,2,217
P,4,206
C,3975,8360095
C,10,231
C,8894,214
C,2,140
C,2,146
C,9,139
C,3099,133
C,1228,148
C,4,138
C,2274,56294578
P,6594,8147444
P,3,163
P,6,161
P,10,141
P,3,160
P,4351,155
P,10,152
P,4,138
P,5,155
P,1,139
P,10,157
P,3,155
P,6324,24747107
P,2,168
P,343,8341400
P,7,155
P,1191,83920198
P,2,197
P,7,206
C,5249,7750470
C,4,249
C,1403,162
C,8262,184
C,2,165
C,3,146
C,10,131
C,3199,5338605
P,3228,5688965
P,8353,185
P,4,200
P,5979,167
P,4,157
C,8486,7639909
C,1419,134
C,3,170
C,5645,132
C,9,131
C,9,143
C,2144,143
C,10,149
C,3,131
C,5,141
C,1,134
C,6,143
C,5,132
C,7,131
C,1,145
P,7826,7515184
P,9,198
P,1,149
P,5,146
P,5429,217
P,4569,189
P,5,141
P,5,146
P,6,237
C,9929,15658483
C,5,182
C,10,170
C,4675,144
C,3,167
C,5,162
C,6,185
C,6,131
C,8,132
C,1,136
C,8,214
C,5,141
C,1,144
C,5,188
C,10,151
C,6,150
C,8,132
C,3,141
C,5,137
C,3,143
C,1,131
P,4428,373590
P,4,195
P,10,207
P,2,169
P,5,144
P,6317,162
C,9245,7817972
C,4,173
C,4013,44692736
P,8743,1652637
P,3355,163
P,5,204
P,3,190
P,2,156
P,3983,191
P,1,146
P,6,155
C,7750,7396945
C,1611,136
C,5,133
C,4,140
C,2,187
C,5650,167
P,8704,2365915
P,3438,207
P,10,158
P,10,171
P,8,147
P,8,210
P,2,180
P,1,173
P,2,160
P,1848,190
P,4,159
P,3432,41355363
C,6647,6247030
C,6,250
C,2740,222
C,3,183
C,5065,183
C,3,181
C,3,173
C,5,196
C,6,188
C,3,191
C,2656,209
C,2,191
C,3,220
C,2531,239
C,4,178
C,6,181
C,4,195
C,8,186
P,9098,6240304
P,4175,297
P,5932,14591394
P,7,279
P,5,205
P,4,235
P,6,201
P,5,200
P,1,209
P,6,192
P,5,228
C,4783,6165359
C,5,232
C,1256,202
C,6,207
C,2,203
C,10,186
C,5,175
C,3,226
C,8579,206
C,2,176
C,201,169
C,8,238
C,10,177
C,6,195
C,4529,62476589
P,9912,6391345
P,1327,239
P,1135,239
P,3,243
P,8,208
P,4,200
P,3444,6508790
P,8,210
P,2,229
P,6,233
P,2,203
P,3253,23514842
P,9,234
P,9,202
C,5922,6692370
C,10,267
C,7,195
C,4814,205
C,1,186
C,2020,185
C,1,223
C,10,179
C,10,182
C,7,231
C,2433,188
C,6,200
C,8,179
C,5,184
C,1,190
C,2739,237
P,9488,5247472
P,6,243
P,7,283
P,9,243
P,4590,288
C,4601,6931588
C,9647,41134374
C,6,195
C,4,176
C,2,191
P,7875,7014098
P,7798,246
P,3,247
P,5,249
P,7,272
P,6,199
P,10,202
P,9,201
P,8,209
P,5,191
P,2,221
P,3,202
P,4,243
P,9,184
P,5,202
P,3,196
C,9047,14961593
C,7099,199
C,10,199
C,8,203
P,7192,7070516
P,593,262
P,6,209
P,2050,218
P,8,219
P,4,201
P,8,191
P,10,206
P,6,246
P,6395,210
C,7829,7307955
C,751,199
C,7880,51314408
P,9493,2179555
P,4,225
P,10,164
P,1,176
P,2507,166
P,3,135
P,6779,171
P,10,182
C,4909,7671177
C,7058,226
C,6181,81693289
C,2,150
C,6,202
C,1,10350
C,6,168
C,1,173
C,2,136
P,6981,15108640
P,9,260
P,2,209
P,4035,146
P,3,143
P,2,128
P,8,130
P,4818,155
P,9,148
P,10,152
P,943,8141453
P,3,157
P,1,184
P,10,155
P,7,151
P,10,131
P,9,130
P,9,137
P,8,135
P,1,151
P,7,145
P,4,187
P,2,156
P,6,162
P,7,238
P,10,178
P,1753,42203068
P,1,143
C,8220,8890923
C,3,174
C,691,139
C,7566,140
C,3,151
C,2987,71202004
C,3,230
C,2,240
C,4,143
C,7,135
C,10,135
C,4,144
P,7017,9735268
P,6,245
P,6,212
P,5158,176
P,6,179
P,4,192
P,2,236
P,2,164
P,6898,168
P,8,174
C,7547,9419643
C,4,274
C,3,189
C,2,172
C,7180,195
C,2498,172
C,2,175
C,948,9622645
C,8,287
C,3,160
C,3,138
C,5,131
C,10,145
C,10,153
C,1,140
C,7,154
C,10,139
C,9,142
C,532,2021343
P,9557,10207793
P,7636,257
P,10,163
P,1206,40764208
P,9,198
P,9,157
C,2538,9827043
C,4820,273
C,4,228
C,4,133
C,1153,130
C,10,175
C,3,141
C,2,137
C,6,148
C,2,156
C,5,139
C,6,135
C,7,145
C,3,142
C,3276,136
C,3441,137
C,8,169
P,1014,7666987
P,7,208
P,3951,177
P,1,147
P,2,198
P,239,161
P,3285,176
P,7,126
P,5,149
P,1,189
P,8,132
P,3,171
P,6,150
P,1,158
P,7,191
P,8,134
C,3652,8284410
C,6748,264
C,4,182
C,7,143
C,8,144
C,10,143
C,6,137
C,6,132
P,8238,10156252
P,10,157
P,9,147
P,8168,173
P,2,199
P,10,152
P,8,152
P,9,160
P,4,154
P,1,135
P,7,155
P,3,159
P,2,140
P,10,133
P,8,155
P,8,158
C,7851,17588235
C,2,161
C,1,170
C,3505,179
C,1158,180
C,4,160
C,10,172
C,6,132
P,4565,10346208
P,6882,170
P,6,169
P,7,157
C,8407,10355008
C,4,208
C,1,170
C,7,136
C,7,136
C,3,134
C,10,139
C,7,138
C,2,145
C,3486,170
C,9,145
C,950,133
C,1806,144
C,26,136
C,2132,33280331
C,6,151
C,329,136
C,2,145
C,9,135
C,10,135
C,8,138
C,5,136
C,1,149
P,8008,2086060
P,2700,320
P,10,158
P,10,159
P,7485,145
C,9970,2573997
C,3,173
C,281,138
C,6507,91865940
C,5,153
P,6674,9623905
P,1,163
P,7,132
P,3,137
P,9,133
P,3,135
P,2770,129
P,5,139
P,6,145
P,4001,154
P,5,135
P,5,142
P,7,145
P,3,148
P,9,141
P,1,194
P,8,141
P,8,137
P,8,128
P,1,183
P,2788,127
P,6,149
P,5,125
P,5,125
P,1735,9629776
P,8,143
P,8,135
P,6,142
P,6,133
P,6,129
P,9,128
P,7,138
C,6957,8591270
C,8,136
C,1,142
C,9680,135
C,8,136
C,9,140
C,1646,6265030
C,2,196
C,5,136
P,744,17511153
P,3,223
P,2,201
P,7,134
P,4709,153
P,10,137
P,8,132
P,3528,136
P,2,137
P,5283,130
P,3247,143
P,9,136
C,9253,7731867
C,8,168
C,3,176
C,1428,196
C,4,179
C,3710,152
C,5,135
C,8,146
C,9,139
C,219,174
C,8,155
C,10,135
C,8,145
C,10,139
C,2768,77151145
C,10,144
P,8957,7042410
P,9,163
P,2,141
P,1,152
P,2739,159
P,6,133
P,4,134
P,3,153
P,7,142
P,2,151
P,5038,17374022
P,1588,106083676
P,4,183
C,7172,3614772
C,2,198
C,5,170
C,1,143
C,8,153
C,972,164
C,9,142
C,4947,131
C,4185,145
C,678,135
C,1,141
C,6,180
C,444,143
P,3736,4156879
P,820,191
P,8,186
P,4490,133
P,5800,135
P,10,147
P,4,139
P,2,131
P,8,145
C,4576,6310157
C,5929,182
C,9,187
C,3,150
C,2,131
C,8,128
C,5,140
C,3,140
C,4,164
C,2,138
C,7,140
C,3712,144
C,5,135
C,4,132
C,6,132
C,10,4955794
P,7704,6029958
P,3891,194
P,8,225
P,7,163
P,9,143
P,5816,5812577
C,9490,16555789
C,7840,212
C,3,162
C,5,161
P,8857,94205
P,1498,169
C,3538,5763920
C,2,170
C,4,133
C,4,132
C,8332,150
C,5,132
C,5,140
C,8,145
P,5289,1362124
P,2,169
P,2728,153
P,4299,221
P,9,142
P,7,168
P,9,151
P,5,143
P,3182,151
C,9279,5754480
C,5761,133
C,461,134
C,2,183
C,2,146
C,7,132
P,8099,5426254
P,8,153
P,3,135
P,4,148
P,10,134
P,6457,146
P,5,138
P,2280,133
P,5,140
P,2680,93808903
C,3145,5360615
C,8,198
C,6,143
C,6,132
C,5,131
C,2,140
C,9,179
C,1,134
C,604,167
C,6569,181
C,5,135
C,4965,148
C,9,140
C,10,134
C,9,130
C,956,132
C,1483,132
C,2,134
C,1,141
C,6,132
C,1917,79926294
C,8,190
P,8889,13486171
P,1,215
P,9154,222
P,1,165
P,7,164
P,4,154
P,1426,29673578
P,6,171
P,7,155
