role,n,time
P,58696,105459025
C,96673,321218
P,32442,105461133
C,29616,210330
P,95410,105446284
C,70980,9928
P,22035,140634403
C,83566,888188
P,85365,140636089
C,84131,840446
P,37840,140591760
C,53237,891920
P,82746,140628318
P,3339,140457178
C,64282,973252
P,55228,140774002
P,27657,140467832
C,46699,716146
P,53036,140464645
C,97350,805503
P,21652,140434986
P,35796,140537068
C,53702,688102
P,11070,140618972
P,17866,141267215
C,38142,769974
P,81706,141072180
P,81686,141022430
C,89319,754643
C,24608,779294
C,71416,1140865
C,6168,749856
P,34636,141018088
P,31968,141006988
P,84135,140190459
C,75214,472353
P,43700,141083789
P,47239,141104020
C,19630,385973
C,8251,10866
P,18772,141118620
C,7756,13450
C,27505,94765
C,53746,1080563
C,53690,71760
C,29543,10574
P,88242,141400294
C,38166,1156031
P,46291,139069613
P,96751,141451420
C,85614,1227125
P,72579,138958343
C,99063,1312207
C,71398,16695
C,25381,8005
C,35087,91497
C,88843,4904960
P,43430,145292772
P,33617,145267654
P,42564,135422990
P,41861,135396127
P,47806,135265310
C,74219,26790
P,308,135292145
C,93298,90088
C,29935,5086685
C,73339,5104045
P,72029,135396385
C,64427,9358
C,30020,9519
C,47559,78743
C,17403,102029
P,39325,145856601
P,34627,134953804
C,48274,5502792
P,13034,134958933
C,46469,5376125
P,60407,135000153
P,7817,135037471
P,37063,135100317
C,66586,66323
C,40516,46915
C,72872,146853
C,77280,185685
P,48515,135062777
P,61206,135107433
P,5093,135111348
P,89788,146662682
P,92102,135115181
P,76478,135144845
C,81952,60883
P,46902,146826875
C,84475,2577892
P,56757,135131814
P,23445,135132370
P,38343,146960106
C,41843,2776247
P,5033,146981292
P,91237,135069168
C,65678,128082
P,48482,135129302
C,58167,9990
P,31690,147259475
P,69664,134883044
C,4085,3192
C,60785,3106
P,64006,147518701
P,49309,147473033
P,43418,134903681
C,63257,146464
P,14267,134900197
C,64841,89633
P,70474,134884294
C,66457,9359
C,87428,3669187
C,1060,10195
P,73016,134628968
C,5160,3420
C,99479,3861986
P,29223,134632652
C,19901,2667
P,29009,134673999
C,80235,96286
P,68803,134678980
C,68292,180902
C,82415,14352
C,25149,122170
C,2924,4088030
P,17079,130604511
P,71536,130555139
P,43082,134339280
C,40500,3965080
P,32075,144203194
C,30289,3942003
P,36873,130549344
P,83993,144262429
C,61498,92444
P,23039,130716440
C,70121,208757
P,81035,130719779
C,43556,421529
P,69716,130731841
C,29877,434492
C,85730,3918474
P,61709,144621753
C,55313,4036271
P,98386,144567306
P,39471,130588481
C,91706,351027
C,65532,520811
P,73204,130603119
P,33997,130605360
C,57299,448868
P,46334,130469611
C,9110,483910
C,9718,551959
C,48365,578443
P,96947,130432542
C,75564,514163
P,25139,145272910
P,39297,145252495
P,21511,130458630
C,45308,521934
C,69613,4637073
P,78318,130471531
C,9274,523075
C,98939,4658835
C,4949,648299
P,59513,130219469
P,50255,130271562
P,39746,145628450
C,19385,612139
P,62017,130285672
P,16472,130250170
C,85713,623641
P,25667,130489035
C,66253,4894166
P,68515,145824372
P,73389,130350916
C,24046,496350
C,34084,401505
C,25533,390450
P,49244,145989447
C,54984,4784639
P,15610,130070867
P,81872,130066264
C,31637,301737
P,20369,129877906
C,38984,265571
P,95518,129858338
P,851,146353126
C,19826,249171
C,71422,305166
P,29635,129695189
C,35756,5236381
P,3218,129765893
C,90688,5216055
P,3777,129812693
C,89170,5260181
C,40243,427923
C,99461,5279490
P,33847,129808907
C,35057,506637
P,28009,146477432
P,43723,129805050
C,20480,510985
C,94954,5587487
C,12644,558660
P,10459,129614054
C,53524,5670887
C,32533,5730790
C,8890,607602
P,89865,129733650
P,49238,129661318
C,69264,478576
C,65252,5972239
P,64099,129399627
C,78744,461399
P,57895,147114747
P,18378,129362815
C,372,5911142
C,87329,551789
P,69287,129313597
C,58307,17538
P,7800,125282220
P,87005,147663921
P,75201,125308241
C,22934,11601
P,65603,147819078
C,79013,21133
C,83132,6162124
C,39809,6226868
P,29053,125066982
P,16703,148183325
P,43315,125105168
P,5865,125215796
C,47443,34231
C,93771,6591311
P,36972,125213066
P,25498,148531035
C,91840,64348
P,9289,148630258
P,47009,125276091
P,80477,148688637
C,79353,73409
P,99234,148749744
P,54901,125246657
C,69636,2145
C,12014,11516563
P,90086,125345109
P,22202,125442345
C,42963,11687343
C,27331,63674
P,3973,125491430
C,58068,301600
P,49471,125507531
C,68154,11999085
C,42045,165922
P,21984,125350084
P,23972,125297047
C,43430,73386
P,9467,154430114
P,22668,154365631
P,77749,154180375
P,63993,154238345
C,4153,12014655
C,91643,7639
C,29917,102673
P,39713,125168328
C,38166,136331
C,48975,8960
C,34533,12158497
P,3678,125023898
P,86097,154814944
C,2729,12166815
P,3014,125087338
P,33007,125107993
P,90519,154964607
C,52511,47363
C,54300,12188263
P,38147,155117273
P,67934,125158183
C,90342,8466
C,20470,9961
C,72760,12312465
P,75243,124955862
P,95054,155471210
C,76504,90129
P,57082,124906110
C,75361,3438
P,87125,155740581
P,76505,124935811
C,90567,12535706
C,83216,19031
P,4596,155936208
C,45908,3205
P,98888,124932968
C,91712,12529956
C,30864,348420
C,64199,269240
P,42148,124823866
C,75839,12375800
C,89231,132204
C,74945,269274
P,77583,124793440
P,48182,156185335
C,62623,12387755
P,7790,156238434
C,81373,299976
C,97933,271520
P,85139,156210395
C,50488,11841660
P,49916,124614927
C,65814,326856
P,75145,124599826
P,86618,156319090
C,29167,377753
P,87031,156356448
C,22323,412354
C,22633,281540
C,16738,5325755
P,92727,118861969
C,22231,6397958
C,25964,50065
P,46530,118813192
P,55346,118845722
C,17112,531895
C,28899,5760453
C,51953,520180
C,40864,628431
P,63091,118948221
C,62203,5659515
C,87853,760545
C,23632,773075
P,84909,118921410
C,59100,5438099
P,29400,156917189
C,38003,751443
C,34090,5384212
P,25285,118897442
C,6127,733992
P,29085,118935072
C,70077,5327973
C,42800,911731
C,31407,5260176
P,20900,118745591
C,79387,5059685
C,88826,852787
P,58702,118736971
C,33011,906433
P,21796,118743195
C,59644,4817611
C,2945,922774
P,86646,156974909
C,42521,4433058
C,39351,1018824
C,49551,949382
P,56889,118640344
C,2094,939500
P,15475,157085310
P,98277,118605607
P,39683,157166993
C,90031,1059490
P,35602,118526293
C,62844,877065
P,33654,157324820
P,86024,157425961
C,66393,4774266
P,45508,157503757
C,80095,1019303
P,21650,157609740
C,76416,5004632
C,29535,4864574
C,78003,4658530
P,27126,157189729
C,89945,4545839
P,25806,157849757
C,86397,4422671
P,45261,157161749
C,99825,5409678
C,61512,4502975
P,53246,157166250
P,26199,158003949
C,60120,5380493
C,41389,4629937
C,14930,5381976
P,42758,157024734
P,18271,157171325
C,28850,4848713
P,71555,158144184
C,84632,5533237
P,43561,157191618
P,18367,158193894
C,53966,4966908
P,77388,157200023
C,56999,5068416
P,89462,156990165
P,94489,158365756
P,71550,156937701
C,20192,5322487
P,88082,156901419
C,81355,5335941
P,78145,156864118
P,54999,156912788
P,12676,156877884
C,32681,5419330
P,76969,156877702
C,17043,6257570
C,98240,5701473
P,77231,158736916
P,48733,156885546
C,46171,6382399
P,38034,156698443
C,77690,5654490
P,46926,156731767
C,28007,5717071
P,74657,156596509
C,61701,6609894
C,44180,5759369
P,42850,156463757
C,42752,6384752
C,41969,6697914
P,10364,156413886
C,13614,6464078
P,90108,156351592
C,12266,6868921
C,18783,10941824
P,94027,159386289
C,67520,11226383
C,27379,11371625
P,45626,156271728
C,74395,11335070
C,13742,11959653
C,43898,6990836
P,63613,159666987
C,74034,7023358
P,41273,156309655
P,21412,156207853
C,78327,12003727
C,1596,7169013
C,72777,12063028
P,61552,156142235
P,18276,156150107
P,25116,160127538
P,17255,156107077
C,30934,12328753
P,5347,156075839
P,94362,156070324
C,78395,12514384
C,67213,7631417
P,95855,156040064
C,26702,7539862
C,47259,7483684
P,48720,155950893
C,22693,12519470
P,15894,160595580
C,31795,12608356
P,15835,155850322
C,3099,12408683
P,34464,155669092
P,54456,160853308
C,61027,12521154
P,22699,155560800
C,25285,12375846
P,82766,155313295
C,71942,8151808
P,241,155237149
C,45335,12223250
P,24355,155169398
C,33969,8317161
C,95347,12258689
C,29356,12173021
C,42415,12183253
C,92101,12177627
P,68522,154751914
P,71377,161487924
C,10287,12043070
C,71498,12126519
C,37205,12086992
C,26971,12075085
C,46154,12016452
P,82221,161603045
C,24056,8640971
C,20684,11969318
P,32343,154427300
P,89825,154399473
P,23484,161632516
C,17630,11887921
C,57240,11815554
P,51921,154017440
P,28439,153856444
C,39045,11606975
C,4851,11577573
P,60752,153623425
C,43238,11608904
P,13137,153367581
P,50443,162043950
C,4792,11403120
P,84130,148807348
C,37842,6780350
P,68102,162140913
C,86048,6790692
C,6614,6713101
C,37282,6630229
P,57118,148438190
P,30040,148368825
C,74378,6494188
P,14863,148325704
P,44676,162394076
C,31287,6287459
C,19945,6241923
P,50909,148167838
C,78956,9001769
P,41251,147967986
P,62535,147903088
C,11034,6171033
C,66570,6134704
P,40674,147758941
C,96752,6012337
C,24551,6032515
P,54178,147564164
C,97735,6113693
C,36119,9019755
P,27910,147439517
C,16626,9097297
C,36007,5939455
P,56269,147287124
C,94061,5872215
P,81165,147025050
P,86039,147042431
C,76681,9268020
P,3446,146832500
P,61328,146816565
P,23591,163483340
C,53632,9389443
P,8602,146711730
P,83902,146495911
P,761,146478835
C,59597,5365293
P,80546,146459220
P,78108,146426415
P,61818,146579479
P,84460,146548553
P,37394,146436830
C,25212,5185352
P,37508,163868265
P,83673,146372578
C,57293,5205810
C,85625,4878486
C,4791,4860127
P,12982,145806526
C,2269,4816275
P,65768,145850419
C,18174,4621821
C,78009,4638054
P,99993,145585196
P,39585,145633617
P,89826,145397237
P,2542,145247405
P,40310,164345844
C,75877,4183311
C,51357,4175961
P,22731,164534438
P,65251,144922417
C,45884,4172217
P,65481,164630837
C,77640,10745853
P,13185,144764668
C,33445,4164271
P,18667,144750231
C,57854,4079240
P,22253,144593940
C,43751,11041699
P,33514,144567150
C,23299,11039311
P,51991,144575976
P,11121,144622479
C,44901,3833225
P,38528,144544375
C,69022,3829767
P,49560,144512030
C,60634,3975234
P,63819,144462461
P,74821,165368117
C,98841,11338491
C,72951,3922437
P,1034,165460400
C,21767,11438683
C,76975,3844941
P,29964,144262298
P,537,144282875
C,37132,4044865
P,75606,144245641
P,14720,165793845
C,83009,4109493
P,41518,144109574
C,19964,4080599
C,13770,3965753
P,87077,143819373
P,63645,143871825
P,79521,166114022
C,79302,3872855
P,69188,143872951
C,37834,3819669
P,83462,143898205
P,46582,143893736
P,64431,143688963
P,51323,147661804
C,65504,3471209
P,71457,147621980
P,10799,147499782
C,97287,3216603
C,94142,3185673
P,20030,166415898
P,37262,147502286
C,34555,2842856
C,90607,2616415
P,97622,147023661
C,41084,12307912
C,40228,2479319
C,27366,12344999
P,25631,146691358
C,71035,2200450
P,10505,146507452
C,46701,1764175
P,96796,146034951
C,82673,5335523
C,87480,12681721
C,33914,5480194
P,29300,145912320
P,33868,145948254
P,41816,167317027
C,61366,12787385
C,870,5519284
C,16246,5391358
P,49211,167470715
C,6229,12957195
P,69514,145790071
P,34065,145384354
C,51892,4801158
P,83032,145216960
C,69482,13123143
C,12817,4876107
P,55911,167769530
P,11469,145204010
P,87274,145268618
C,99073,4942965
C,22000,4836990
P,90472,141445209
P,94229,141444511
P,38313,141450972
C,85719,1192260
P,60899,141446745
P,28595,141227415
C,11195,999826
P,13577,141081249
C,53452,1161867
P,67809,168544612
P,12439,141027603
C,48740,14034974
C,30230,1221623
C,70213,13899274
C,97482,1309442
C,28006,1094542
P,5686,140993037
P,42401,140996828
P,2361,141024595
C,80788,1128465
C,31770,1206237
C,55218,1270535
P,43156,141119612
C,97034,1386621
C,74374,1132862
C,31014,14390850
P,29802,141062801
C,5679,1128851
P,58536,140793886
C,90511,14384023
C,56253,922661
P,83586,140596125
P,79239,140635554
C,98753,855012
P,24842,169753435
P,43361,140681515
C,96697,14395820
P,51672,169605072
P,33047,169571195
C,13421,14399823
P,40370,169523675
P,9819,169389526
C,34718,14321508
P,63223,169408972
C,60438,15123393
C,68176,14318016
C,40184,14251309
P,60979,169260810
C,55544,14229413
P,53587,169099835
C,25328,15325510
P,96872,170531719
P,52620,168798611
C,8619,13787270
C,18607,13777210
P,83849,168282415
C,96225,13496931
P,40110,170725998
C,69439,15404616
P,44918,168162270
C,24414,13238817
P,77371,167584688
C,15901,12685808
P,1134,167211916
P,50979,167119426
C,39848,12515195
P,55045,166974259
C,43647,12479464
C,70819,12430124
P,96443,166908184
P,50895,166733377
P,77700,166668395
C,84171,12259095
C,3264,12187135
C,12083,12173621
P,71410,171752528
C,91048,16416545
P,37748,166379173
P,47981,171864678
C,62892,12013568
P,48457,166273935
C,14078,16581870
C,25697,12020298
P,72468,166188962
C,48024,16679879
C,92320,11975316
P,66113,166121197
C,77359,11867310
C,43628,11737018
P,89792,165874607
P,5481,165624745
P,453,165239010
C,85955,11094980
P,69347,165251307
C,12154,17061835
C,95489,11021145
P,76753,165027640
P,60106,164919950
P,65603,172706384
C,7609,10923814
P,84951,164800638
C,65755,10525362
P,72446,172821387
C,33389,17315752
P,18944,164259052
P,93530,172903486
C,49433,17489218
C,56746,10222147
P,78189,164206834
P,85535,173115398
C,81716,10118155
P,15495,164046940
C,64848,9974517
C,76575,17781204
P,98308,173268378
C,39475,17793745
P,19652,163981399
P,51763,173402507
C,21750,9887130
C,5748,9852751
C,85675,17843383
C,37255,17833462
P,65954,163618820
C,53288,9541133
P,87602,173641254
P,22977,163462124
P,71725,163343086
C,79921,17684461
P,99144,173812355
C,58520,9208781
C,53128,17831828
P,7179,163147427
P,90351,163159243
C,38227,9012305
C,13561,9062105
C,10856,9078958
C,63671,17930054
P,40717,162885572
C,46634,9017919
C,80611,18063775
P,91869,162821119
C,26221,8882339
P,30083,174456082
P,3746,162654162
P,23465,162566410
C,11890,9031971
C,36050,18177288
C,7519,9288958
C,87356,18269341
C,23249,9334712
P,54693,162323679
C,66920,9460559
C,2751,9341743
C,557,18375767
P,81099,162085210
C,46551,9370967
C,27462,18469155
C,38798,9273943
C,14738,9043377
P,55073,175130737
P,37247,161950139
C,69176,8958355
P,63053,161834055
C,99511,8945880
P,60788,161844152
C,57127,18759930
C,82058,8775539
C,82648,18765272
P,2024,161656250
P,39431,175592208
C,80674,8569443
P,67735,161438436
C,59066,8513141
C,67150,8428411
C,1966,18854132
C,21409,8395190
P,81798,161275847
P,97701,161215495
P,76680,160975285
C,99356,8057456
P,47820,160968889
C,37741,7594185
P,9572,160555496
P,69467,160415550
P,60429,160342586
P,2962,160222180
C,66757,7356807
C,96375,7208341
P,83240,159864848
C,35274,6905333
C,962,6853282
P,55868,176359560
P,42830,159301667
P,28674,159198816
C,44678,6604336
C,58715,19769204
P,62650,159164265
P,4914,159084626
C,54820,6421524
C,35232,19836561
P,18305,158938351
C,34555,6318767
P,95716,158921383
C,17174,6172776
P,48217,176746572
P,47236,158536566
C,84173,20180028
C,65137,6090242
P,47799,158484751
C,74940,5947713
P,39950,158015259
P,64118,157878339
P,43039,157685928
C,96716,20645045
P,64308,177422401
C,61128,5072610
C,79070,20726171
P,77478,157764431
P,20791,157662075
P,61671,177613675
P,96637,177264754
P,24190,177087236
P,11047,176987844
P,45176,176721840
P,51593,177853809
P,35425,176532625
C,18347,20933611
P,53857,176469080
C,34562,19644150
C,83009,19552145
C,97876,20932545
P,94249,178097645
P,32646,176205184
P,15073,175934583
C,90550,19025359
P,34586,178316939
P,17704,175844753
P,58650,175681355
C,57447,21173695
C,43681,18881837
P,51690,178501256
P,62744,175491708
C,11901,18583757
C,3391,21410559
P,44019,174928447
C,2443,21429645
P,13086,174869575
C,90352,21537149
P,56007,174649692
C,43230,21575904
P,47626,174593185
P,61988,179144110
C,28720,18266203
C,68149,18168177
P,74028,174362796
P,79214,174278228
C,23939,17925212
P,48212,173924472
C,82644,21791328
C,5609,17784709
C,5442,17807391
P,25602,173640068
C,3829,17769169
P,92565,179449340
P,63657,173579404
C,91167,17716568
P,1295,179505108
C,46294,17895080
P,81706,173451111
C,22603,17907589
C,8727,17744328
C,34233,22010659
P,2207,173204255
C,44215,17652084
C,94104,17188802
P,7172,172480603
C,246,22049923
C,33536,16938956
P,77091,172374186
P,37588,180000916
C,5402,22149783
C,52595,16712976
P,33569,172153804
P,73493,172037790
C,87826,16475465
C,40434,15327272
C,56529,22307887
C,1626,15298278
P,15203,170457105
P,92023,180429388
C,77476,22288490
C,93775,22234642
P,58422,180432933
P,87581,170138474
C,16362,22317238
P,90678,180501050
P,22711,169923992
P,38104,180165705
C,61356,22186405
C,22219,22178631
P,35546,180685885
P,15469,180069773
P,5544,179814560
C,58437,22059134
C,25408,22574954
P,45450,179698908
P,76158,179628797
C,57209,21851992
P,27197,181012035
C,9968,21817502
P,646,179222073
P,90075,181216751
C,50992,21668615
C,19131,22807929
C,55813,22709260
P,51040,179025354
C,28446,21760374
C,49773,21608845
P,77493,179068338
P,75744,179014155
P,90990,181478474
C,47524,20967397
P,65153,178195042
C,62450,20824720
P,81088,178183960
C,25479,20815517
C,58638,22910431
C,36326,22919591
C,89920,20826382
P,92582,177710330
C,44891,20737800
P,10051,181727524
C,8789,22662626
P,79615,181860490
C,60988,22665659
C,73699,22645710
P,65047,181883115
P,19530,181668207
C,976,22722999
P,85545,181644064
C,37787,22928743
C,10474,22849510
C,58251,22855215
P,83727,181248316
C,61844,22754907
C,87228,22750119
C,8408,22699643
C,91745,22571414
P,92226,181009005
C,36331,22444898
P,84510,182471818
C,46689,22924640
C,18744,22768202
P,76153,182180403
C,47952,22762481
P,52948,181949073
C,45475,23044405
C,39243,22640472
C,37549,23125987
P,38100,181975081
C,25474,22706376
P,18851,182849381
P,56534,182716989
P,17072,182729319
P,71723,182720687
C,89342,23037238
C,69282,22959628
P,3490,183061829
C,85262,23258570
P,95561,182982650
C,27146,23280076
P,33531,183138493
P,91518,183188770
C,96165,23555347
P,69104,183248846
C,60232,23529418
P,37595,183303476
C,82808,23649115
P,12509,183355818
C,31734,23816989
P,22615,183598913
P,5770,183743517
C,48610,24154177
P,78051,183876117
P,74341,183888617
C,88215,24406083
P,34514,183970742
C,21270,24393331
C,52737,24429788
P,2041,184109324
P,82476,184526771
C,76014,25342648
P,74571,185016200
C,32578,25490108
P,89424,185051178
P,9940,184981339
C,25640,25389084
C,84960,25464943
C,62754,25425977
P,53641,185244115
C,6652,25538595
P,47640,185296160
P,416,185258432
C,15790,25400016
P,72029,185334627
C,90077,25594698
P,14653,185462215
C,5562,25809172
P,95469,185622044
C,48001,25832422
P,75539,185689476
C,99061,25801930
P,46754,185712535
C,14156,25792297
P,44204,185943042
C,91043,25973415
P,78688,186170486
