role,n,time
C,3189,163
C,5326,157
C,7740,163
P,7016,8596579
P,7469,190
P,3344,181
P,1772,22435788
C,5532,21463929
C,7010,172
C,3641,157
C,1373,142
P,4987,8070865
P,719,181
P,9173,190
P,2806,66431775
C,8423,7689206
C,5806,162
C,5551,24296673
P,4805,7698414
P,1378,196
P,402,194
P,7932,196
P,3539,7690283
C,4594,7613788
C,3097,174
C,2482,195
C,1572,158
C,2953,159
C,2404,131
C,678,7659403
P,8269,2343267
P,8507,173
C,6468,7522543
C,1202,142
C,1807,148
C,3419,130
C,2814,2580445
P,8522,2716660
P,146,236
P,8661,168
C,3512,7476287
C,2850,145
C,1667,147
C,5868,171
P,7330,2983299
P,20,170
P,5934,172
C,7028,7394248
C,899,159
C,8442,169
P,8561,7391470
P,9658,212
C,4853,7311704
C,4078,156
C,1653,158
C,6163,134
P,3961,3569373
P,2547,209
P,1077,202
P,7392,188
P,582,186
C,4825,7267683
C,1469,235
C,4522,192
C,1730,205
C,3344,192
C,2737,39029728
P,8982,4243796
P,2066,456
C,8923,7490506
P,9388,4765614
P,212,366
P,5690,343
C,4355,7509195
C,5644,245
C,550,240
C,1565,193
C,2613,188
C,2476,5139929
P,9631,7607944
P,7471,386
C,8538,7712613
C,1829,242
C,2140,254
C,1523,248
C,346,261
C,223,253
C,2306,7813856
P,5847,7793200
P,7760,229
P,188,230
P,1611,222
P,3333,188
C,8632,7826130
C,467,160
C,8079,210
P,7750,6443629
P,695,170
P,4461,219
C,5128,7827972
C,3063,270
C,6522,38365879
P,8636,6924518
P,3183,195
P,7826,212
C,6425,7902582
C,8175,139
C,3712,57553915
C,1194,7281663
P,7029,7382126
P,6265,243
P,2571,205
P,1970,170
C,6484,7950236
C,7327,169
C,2343,7578350
P,8760,7773636
P,6590,154
C,6670,7945427
C,8435,149
P,8422,95856
P,5100,190
P,620,194
C,9602,7939701
C,1114,142
C,3891,149
C,14,148
P,7366,473477
P,2832,181
P,7198,208
C,8699,7958117
C,7256,167
P,7448,932564
P,6473,190
C,9111,7930519
C,6665,139
P,5426,1336776
P,1932,154
P,4869,195
P,1141,188
C,3775,7896438
C,5366,147
C,3117,134
P,5430,7917613
P,3113,175
P,2375,170
C,3473,7905288
C,5426,207
C,2784,193
C,255,153
P,9162,7978018
P,5946,170
P,509,180
C,9926,7949908
C,5147,165
C,1139,2755900
P,6827,3039854
P,79,241
P,2135,195
P,9793,185
C,8667,7924392
C,3226,134
C,690,133
C,3913,262
P,2222,217
P,6368,176
P,6395,217
C,8518,7986144
C,1616,299
C,1856,199
C,4563,43177644
P,7996,5935082
P,5443,311
C,5000,9631600
C,4193,360
C,1639,217
C,3297,194
P,2042,9691454
P,5115,226
P,1610,272
P,8410,238
P,1365,13946621
C,3472,9897636
C,1144,308
C,9659,462
C,5271,46434462
P,3671,7045596
P,285,295
P,5968,208
P,1603,252
P,1475,355
C,6220,10252178
C,496,472
C,1863,218
P,4323,7583820
P,384,334
P,2382,263
P,522,210
P,4306,264
P,1048,260
P,189,241
C,7742,7868268
C,4008,181
C,5015,185
P,7605,8168508
P,2081,172
C,7329,10528609
P,7449,10559270
P,2813,156
P,4090,10585913
P,426,159
P,72,158
C,9275,10625059
C,7466,177
C,559,180
P,8937,10682360
P,9728,147
P,374,71004386
C,3975,19444956
C,3086,317
C,7569,11381663
C,3145,588
P,6890,11488107
P,9434,240
P,1249,79620284
C,6923,12164721
C,1619,261
C,6887,244
C,2777,3279184
P,6147,12277710
P,9220,278
C,8424,12252871
C,587,185
C,5765,12288248
P,9825,4197479
P,3105,175
P,1515,158
C,6487,12426544
C,8993,269
P,7704,4652470
P,3040,161
C,9367,12442674
C,2357,257
P,1952,845
P,4225,132
P,8398,211
P,1722,156
C,1799,12573634
C,2512,203
C,3417,162
C,6788,5722679
P,4047,12668703
P,1473,282
P,7620,159
P,4619,160
C,5428,12679555
C,3791,209
C,6370,145
C,2481,6556000
C,761,132
P,7921,6735329
P,2038,236
P,3259,188
C,9426,12712830
C,2722,132
P,4100,8830051
P,5555,193
C,9207,12493632
P,3217,9318351
P,9472,241
P,550,173
C,4289,12392052
C,6760,177
P,6851,12306715
P,6705,162
C,5061,12172612
C,797,224
C,9938,178
P,8682,12132448
P,6571,10402558
P,196,179
C,7166,12151034
C,1805,263
C,1563,193
C,7028,72358730
P,8963,10747768
P,3331,186
P,5970,195
C,9288,12156370
C,2528,161
C,1136,140
C,4553,133
P,5438,11180022
P,9645,161
C,7391,12151416
C,2571,140
C,4901,150
P,8021,11569561
P,598,181
P,7578,171
P,239,206
P,502,180
C,5302,12139472
C,3405,162
C,663,172
C,4392,164
C,2856,151
P,8193,12026497
P,8843,186
C,6903,20110064
C,3570,160
C,5045,159
C,1979,135
P,5026,123728
P,9716,212
C,4652,12153359
C,6743,150
C,83,130
C,4038,12583352
P,9561,518763
P,2242,175
C,3618,12174565
C,7139,159
P,9997,1026893
P,4063,241
P,447,179
C,2905,12271870
C,1660,137
C,1166,188
C,1016,148
C,5308,133
P,2782,1489967
P,2140,191
P,5628,153
C,5698,12291128
C,7274,149
P,5160,1835270
P,1553,279
P,5152,193
C,8795,12240798
C,1062,133
C,2207,131
P,3249,12229043
P,9667,159
P,4345,20266904
C,5181,12255841
C,4101,159
C,4147,156
C,3509,153
P,7323,2842242
P,1643,191
P,745,228
P,2552,152
C,6940,12194494
C,3742,131
P,9918,3252540
P,5221,159
C,9146,12070761
C,3189,140
C,3663,67973375
P,7185,3727097
P,6603,190
P,1849,196
C,5372,3877300
C,7915,228
C,2979,140
P,6905,10437005
P,633,199
P,5332,235
P,5327,67721047
C,6769,10318135
C,3310,501
C,3112,304
C,3693,199
P,4463,4912779
P,8907,483
P,302,215
C,9085,10452237
C,649,356
C,4634,5519496
P,9070,5774589
P,1556,554
C,6525,10564726
C,5944,26181432
P,7305,6335747
P,3508,420
P,5367,169
P,222,160
C,7246,10702603
C,1074,367
C,3430,188
C,3393,21327685
P,9241,10884582
P,613,359
P,1627,318
P,3042,240
P,1984,443
C,7517,7661596
C,7253,344
P,3745,11021946
P,9513,549
P,3410,21890599
C,3054,10698524
C,1635,248
C,6805,10886239
C,650,310
C,4927,210
P,4373,257985
P,327,245
P,1919,182
P,971,152
P,7755,179
P,720,90177890
P,779,91047017
C,8251,10319472
C,8102,297
C,2838,156
P,5530,2687965
P,7970,182
P,5474,13888325
C,9112,10252123
C,5901,190
P,5467,3621584
P,6381,180
C,5665,10051773
C,4502,277
P,9284,4117669
C,7993,4340360
C,6979,178
P,6157,4782999
P,4383,165
P,3946,160
P,1773,252
C,9931,9902958
C,5602,318
P,9241,9840167
P,915,165
P,5760,194
C,8447,9817391
C,3496,147
P,4888,5958922
P,5301,256
P,4073,230
C,9679,9719951
C,4372,164
C,4641,61616134
P,2182,6444288
P,8137,185
P,2389,173
P,6588,151
C,9336,9792634
C,5772,282
C,2369,201
P,9579,6825733
P,4989,251
C,4557,9699218
C,2928,168
C,6499,145
P,9862,9731721
P,3256,7340255
C,3769,9708253
C,7187,301
C,3628,273
P,9545,9822193
P,3894,232
P,1078,202
P,2164,155
C,7648,9850088
C,4295,159
C,1008,155
C,1541,161
C,1254,9896334
P,8343,8353382
P,3175,405
P,2273,165
P,611,181
P,62,207
C,9504,9937956
C,6030,137
P,4776,8920048
P,4368,167
P,3240,230
P,5462,195
C,2808,10097416
C,2555,237
C,8673,294
C,1984,237
P,8239,9641545
P,2247,210
P,977,173
P,3609,167
C,5527,10185002
C,3296,160
C,6142,156
P,4848,10091956
P,323,165
P,2506,159
P,7756,248
C,7159,22510082
C,7565,160
C,847,158
C,835,164
P,8252,165375
P,8187,179
C,6171,10319701
C,292,165
C,6646,165
C,4855,60748412
P,7637,675468
P,7938,186
P,3118,162
C,7981,10401330
C,7199,161
C,3479,149
C,872,203
P,8694,1361046
P,2488,190
P,5467,153
C,7210,10404754
C,6977,165
P,9964,1997159
P,2113,140
C,9244,10472636
C,4872,162
P,7389,10495763
P,3984,146
P,6940,172
C,8869,10507143
C,7933,287
P,7908,10588160
P,823,155
P,8090,157
C,7026,10606519
C,1449,157
C,6562,190
C,1133,146
P,5595,3828229
P,6972,164
P,4696,161
C,5156,10750420
C,2282,155
C,4342,204
C,6435,153
P,3359,4349724
P,6226,165
P,7128,179
C,9802,10920690
C,616,162
C,7689,168
P,7642,4870055
P,6627,248
P,791,146
P,233,188
C,5909,10892092
C,4997,140
P,9125,10824462
P,3639,10814430
P,1519,213
C,8089,10682950
C,7611,165
P,6899,5557416
P,1756,254
C,8284,10286255
C,693,5741884
C,2398,182
P,8645,5868397
P,103,157
P,2601,159
P,3539,144
C,6981,10038523
C,6757,9970950
P,9988,6158539
P,6596,229
C,8799,9788449
C,1301,164
C,5677,69322126
P,4048,9508682
P,9719,214
P,2706,6578549
C,9345,9370676
C,622,169
C,8757,160
P,6860,9244105
P,5514,179
P,3530,206
P,2891,53543526
C,8108,8767621
C,3841,165
P,4137,8777116
P,5647,209
P,956,257
P,1936,97880370
C,1530,8546612
C,5268,130
C,2629,212
C,4438,140
C,4689,165
C,34,159
P,9566,8597185
P,9019,76356843
C,6594,8539880
C,197,146
C,4641,130
C,2832,133
C,4939,18855133
P,5619,2358053
P,1704,207
P,3847,196
C,7951,8540608
C,1825,2516671
C,1049,157
P,5381,2638595
P,9471,259
P,473,227
C,1064,2804147
C,226,198
C,399,170
C,122,226
C,583,199
C,6476,196
C,5103,2963600
P,9831,3020955
P,3917,237
C,9431,8586794
C,3910,168
C,2094,201
P,5558,8569407
P,6664,153
P,3852,187
P,2913,3340460
C,5708,8575939
C,6216,149
C,7402,164
P,7653,3592885
P,4669,171
P,1554,183
C,6213,8535802
C,810,132
C,6897,51163138
P,5861,4036391
P,8225,146
C,6916,8417005
C,6599,175
P,6084,4497754
P,958,191
P,1546,195
P,8669,221
C,5790,8398417
C,4087,135
C,4860,50886895
P,9953,8372453
P,6160,167
C,8806,8305922
C,5918,173
C,4594,69007874
P,5203,8213757
P,4814,237
P,313,199
P,9092,228
C,7787,8219168
C,4492,157
C,1949,156
C,4266,8241054
P,9709,6083008
P,6913,181
C,4081,8094869
C,3509,150
C,3899,147
C,858,141
C,4356,47200952
P,5480,6576041
P,1454,195
P,9929,197
C,7580,7933556
C,653,133
C,7007,135
C,1109,141
P,3343,7132205
P,231,171
P,787,182
P,1265,173
P,6384,179
P,5716,145
C,6830,7901291
C,8222,158
C,3482,192
P,7893,7626235
P,5792,230
P,3119,196
P,1907,178
C,7229,18146719
C,633,164
C,9189,158
P,5970,98502
P,7566,194
P,3481,195
C,5878,7793003
C,7485,143
C,5351,89388256
P,4064,488034
P,3406,208
P,4158,171
C,3780,7700989
C,6573,159
P,9986,978528
P,6469,193
C,5302,7615308
C,2976,223
C,7094,200
C,2447,223
P,6227,1812951
P,9884,375
P,2398,192
C,8369,8024323
C,7891,364
P,5902,8042750
P,5463,235
P,3955,219
C,5389,8013546
C,2267,225
C,7686,189
P,9231,8020225
P,5984,273
C,7751,8024030
C,5568,404
P,6406,3453108
P,3893,241
C,7463,7936386
C,6130,181
P,6236,3787164
P,1089,165
P,2667,194
P,535,189
C,5062,7832363
C,2699,140
C,1249,4031178
P,9520,4162040
P,2901,205
P,432,172
C,4952,7828251
C,4560,162
C,5427,171
P,8766,7860648
P,9245,199
C,7028,7824315
C,4839,161
C,3466,23232277
P,4817,4785721
P,6922,246
P,740,170
P,3326,231
C,6694,4905381
C,4350,318
C,6768,179
P,5230,5150185
P,4699,318
P,6481,204
C,8686,7928980
C,585,254
C,6241,214
P,9559,5533691
P,3171,225
C,9952,7950777
C,3086,5754244
P,9931,7939551
P,3180,7936977
P,4458,259
C,1946,7941901
C,6406,195
C,6514,228
C,2347,243
P,4871,7981166
P,7429,225
P,3852,17213367
P,1305,47622156
C,9638,16739016
C,8569,227
P,6853,7902235
P,7274,262
P,3547,60528541
P,578,7937809
C,4760,7887707
C,8751,226
C,1719,195
C,4314,39267134
P,9785,7978882
P,6095,267
P,2569,8004054
P,438,235
C,8766,7995690
C,1874,210
C,3787,240
P,4951,2424662
P,3701,243
P,2998,324
P,2796,245
C,9774,8085725
C,4807,201
C,4489,8091186
P,6632,2803255
P,9330,234
C,7555,7983593
C,4674,225
C,3900,3018255
P,9336,3150009
P,9027,225
C,4142,8005648
C,3824,214
C,1589,225
C,6159,200
P,9630,8059881
P,220,630
P,1826,296
P,955,217
P,1908,239
P,212,287
C,6033,8260439
C,7101,313
P,9480,4041902
C,7675,8268121
C,4642,23085797
C,316,235
P,8755,4440662
P,8491,331
C,6709,8308764
C,2261,215
C,7544,249
P,9160,4825049
P,7437,273
C,8510,8341127
C,5634,225
P,7783,8344804
P,7142,256
C,9618,8362910
C,1397,202
C,2455,203
C,5335,38793043
P,2676,8349320
P,4660,255
P,6626,239
P,4242,276
C,6984,8400131
C,8605,258
P,5313,6456626
P,3666,212
C,7748,8380042
P,9703,7322426
P,4509,187
P,537,232
C,9260,8355951
C,3618,228
C,3128,272
P,9972,7817971
C,4191,8324912
C,4181,220
C,2753,252
P,5494,8201208
P,5172,232
P,4493,217
C,9618,16247056
C,5186,8419357
P,8280,127901
P,7175,239
C,6835,8416021
C,4233,220
C,3525,258
P,8021,582561
P,1808,247
P,5046,230
P,1719,256
C,7415,8490429
C,6312,213
C,5485,39630859
P,5182,1165653
P,3727,282
P,9550,257
C,6054,8539552
C,9506,228
C,1459,221
P,9362,1658516
P,5845,229
P,403,214
C,7753,8141875
C,9389,206
P,5311,8132068
P,1156,305
P,5528,2156049
C,9863,8235903
C,1899,273
C,512,179
P,5708,8256308
P,5101,268
P,5395,299
P,2897,165
C,8549,8265509
C,9935,295
P,5688,3430976
P,3648,222
P,2133,192
P,5140,183
P,2652,180
C,4652,8381868
C,277,408
C,9148,229
P,6508,3950856
P,78,236
P,6918,213
C,9022,8489018
C,9847,268
P,6618,4518801
P,2858,254
P,8236,175
C,6695,8674159
C,816,243
C,8045,163
C,812,156
P,4423,8750355
P,517,245
P,5807,274
P,2806,148
P,4434,154
C,9147,8877044
C,2568,308
C,6662,8920614
P,5396,5683910
P,7004,223
C,3363,5803834
C,8611,338
P,8094,5996130
P,850,241
P,5124,159
C,6764,8850329
C,6195,305
C,1334,287
P,1818,6407718
P,4899,266
P,2214,209
P,357,186
P,4154,215
C,5205,9036374
C,4648,145
P,8576,9084420
P,5799,7155757
C,9577,9046903
C,1153,261
C,500,170
C,379,135
C,3979,135
C,2141,158
C,1659,146
P,9843,9192700
P,9419,248
C,9451,17308801
C,693,187
C,4085,146
C,250,130
C,2522,9470097
C,396,295
P,7599,9499724
P,629,178
P,7617,114267536
P,1967,116995575
C,7694,9630255
C,9238,157
C,2420,9664550
P,2982,2476203
P,7504,334
P,8619,48991515
C,9619,9674511
C,1726,200
C,1916,154
C,6347,3074484
P,7393,3180103
P,6389,225
C,5266,9707555
C,1446,169
C,3697,161
P,6720,3690765
P,3078,217
P,2026,158
P,2899,194
C,8844,9773113
C,4784,150
C,147,185
C,3780,134
P,9371,4079206
P,6862,174
C,3833,9769870
C,8825,202
C,2064,200
C,261,175
C,1682,4289241
P,4891,9589928
P,603,211
P,8787,198
P,1699,199
P,3742,42635994
C,4694,9607889
C,1643,160
C,922,201
C,8983,142
P,5011,4999509
P,731,180
P,3385,142
C,9836,9654733
C,1393,9617420
P,9993,5546799
P,3770,215
C,6185,9535525
C,4258,225
P,4347,5975153
P,1877,173
P,472,237
P,7125,190
C,9143,9545464
C,5926,145
P,7809,9516237
P,1547,189
P,6091,26333011
C,9812,9489464
C,7825,176
C,1075,7059478
P,8538,7219284
P,698,203
P,2269,188
P,212,131
C,8341,9442806
P,6043,7672324
P,7815,195
P,1636,194
C,7902,9428165
C,4270,192
C,4260,194
P,1861,8239134
P,97,504
P,9416,285
C,5746,9579715
C,898,284
C,2555,258
C,409,219
C,3797,86808425
P,7952,9147470
P,4102,201
P,3618,161
C,8408,9821970
C,4989,151
P,9743,9637576
P,3879,248
C,9996,9849474
C,3590,207
C,2282,151
P,5235,158385
P,6343,353
P,2367,277
P,3906,289
C,5358,9911724
C,6085,253
C,3925,184
C,3228,18449405
P,9066,691631
P,4054,183
P,5611,159
P,1083,173
C,9816,9917782
C,7942,198
C,404,243
C,507,359
P,9536,1567939
P,1695,229
P,4774,211
C,3192,9977447
C,4461,195
C,8384,171
P,8164,2304711
P,9974,461
P,147,199
C,6225,10033376
C,8895,495
C,2839,194
P,8522,2653114
P,1358,408
P,5819,229
C,9460,2817322
C,3470,411
C,59,192
C,1804,193
C,1024,150
C,1231,153
P,8196,9895031
P,9326,197
P,297,174
P,962,197
C,3920,9926165
C,8582,393
C,6103,170
P,5812,3773986
P,1882,220
P,9070,195
C,9235,9773256
C,3771,206
P,5356,4180978
P,1270,198
P,21,159
P,8722,196
C,4674,9766273
C,1935,161
C,5983,169
C,6841,143
P,9967,4605405
P,8053,194
C,8830,9579379
C,44,174
C,8854,191
P,3886,9515165
