role,n,time
C,11,12325611
P,75741,27117455
P,85,27078230
P,37542,26967079
C,45635,12100090
C,3299,12143960
P,71,27046797
P,75,27083600
C,46,12374975
C,79,12318405
P,92,25128459
P,45107,25177330
P,24206,27516211
C,55,11517562
P,5,25195371
P,42,25191167
P,65410,25191722
P,91,27656818
C,54349,10471165
P,48,25144811
C,54,10374196
P,95,25195959
C,17,11251677
P,82850,25208218
C,80885,10406632
P,90400,28410012
C,75875,10467267
C,79,10981969
C,18,10424257
C,25,10544627
C,3,8004128
C,88,10493053
C,88,10583344
C,92,7637450
C,77,10699679
P,19,29101287
C,2228,10633233
C,85,10767233
C,1,10687375
P,4108,24933579
C,85,10729459
C,68298,10736174
C,38,10802971
C,3,10839744
P,95530,24828060
C,38017,6643711
C,95932,10794085
C,80754,6693153
P,45077,24817498
P,95,24747098
P,42,24228023
C,42,6271481
P,28991,21176402
C,41,13716881
C,99,13748383
P,33924,24754136
P,29669,18314030
C,88,13696811
C,51555,6059869
P,54,24746134
C,73,13684522
P,32,15518008
P,13322,24741881
C,71,13598395
P,75,12699054
P,1,24782314
C,88047,13565103
C,23,5493232
C,60,5275923
P,72,24750848
C,30,3051713
C,17,13505282
C,35385,13605477
P,99,24790165
C,86,2644742
C,46,13580292
C,53427,2604548
C,96,2592607
P,75,7784027
P,73,8000783
P,98277,8029605
C,6,1228816
C,34,2816390
P,38080,8160783
C,51876,2883329
P,57498,8201674
C,25,845007
C,19,691381
C,71680,450638
P,99,8237348
C,94,2888520
P,35,8453055
P,32,1065809
P,44,594661
P,91,1229
P,38,965
C,18,2894701
P,62,8432030
P,31,8515774
C,55508,4948373
P,94,8565771
P,59,8585356
C,39532,5013616
P,43,11852007
P,60024,11852086
C,6,5329244
C,86,5400313
P,81,11997546
P,87,12043421
C,89031,5548323
P,53115,12281890
P,9,12389522
P,13,12432663
P,97,12577336
P,10,12666785
C,56,5325525
P,40,12794739
P,89581,1138559
C,71125,5422969
C,5,5443357
P,59,15438479
P,71,15487927
C,62,5453673
C,94,5580460
P,16,16150589
P,96,16195265
C,88,5698950
P,85,16977861
C,87,5953790
P,76119,17345865
P,91274,17773574
P,42,18135707
P,76,18528680
P,53,18865942
P,56,19546402
P,50,19160196
P,2,19948130
P,96,20106505
C,60341,6179930
C,62,15129
P,32607,20247225
P,94,20532694
P,81,20732701
P,85,21346694
C,68,6264840
P,42,24298436
C,99693,6448472
P,21,24378281
C,12194,6448121
P,66895,24497364
P,95233,24825392
P,48,25014570
P,14,25061210
P,73422,25544445
P,78,25739517
P,38,25979637
C,91,6593244
P,61,26198121
C,32179,6730559
P,55,26185703
P,91,26365007
P,63364,26151502
C,65867,8676114
P,57,26600310
P,37,26791895
P,28,27053463
P,9,27194765
P,72,27377950
C,58,8352523
P,46,27580204
C,54400,8378541
P,59840,30803523
P,51,30810745
P,35,29005641
P,81,29051618
C,26,6484613
P,37,29060955
P,13263,3845790
C,22,6530285
P,41,29174010
C,5392,6624105
P,65,29154621
C,82752,6620981
P,29,29099312
C,54052,6790439
C,69,7036363
P,15,29079506
C,23,7162385
P,70276,29043720
C,43919,7330168
C,3,7795748
C,1,7869043
P,30894,6504602
C,11,7956268
C,57,10472972
C,18771,10555746
C,56,10661813
C,36,10732734
C,24,10761114
C,34,10788159
P,14,28403983
P,58617,28498720
C,52382,11038277
C,69,11017289
C,97574,10979817
C,28,10999117
C,98,10972342
C,54,11104275
C,13359,11043584
C,68,11129350
C,48,59271
P,81,6831521
C,36,11204760
P,87,6506959
C,66,11211412
P,97,6049006
C,79,11314390
C,87,11339640
C,71,11376126
P,43095,6171158
C,86,11336914
P,83,5827636
C,79,11287775
C,30,11452881
C,75,11449937
P,44,27648660
P,42576,27666384
C,33,11402732
C,34379,11500928
C,77,11423172
C,3038,1043
C,12,1214
C,24,11495512
P,48,5339860
P,58,5363645
P,22,3293040
P,33,3042344
C,30,11517175
P,45,27429075
C,95,11592041
C,26663,11579958
C,49,11683749
C,49,11698258
C,8,11724049
C,2,92973
C,65,11731064
C,7,11941604
C,73,212702
C,53,11910325
C,10,11922779
C,80,174212
C,387,11973338
C,44,11947083
C,56,12049948
C,41348,208394
P,90,27062551
P,88184,29111921
C,56,12171682
C,75993,279676
C,5,12184949
P,9,26980872
C,68370,12153980
C,46,1565
C,94,933
P,56376,26972031
C,57475,12266267
C,41,12272880
C,91,990
C,70,964
C,68,1065
C,92080,12333729
C,68,943
C,48,722
C,66,540
C,46598,556
C,34,605
C,18023,596
C,17982,512
P,12,27172153
P,69166,27114100
P,91479,940
P,63898,607
P,96,645
P,3,642
P,20,570
C,33299,12267386
P,33,652
P,47,1823
C,61,560
C,3,926
C,23701,1499
C,43,1019
C,97694,693
C,37198,730
P,82,1561
C,21,878
P,98367,1539
C,45999,88041
C,791,51352
C,55,1202
C,88142,336589
P,77648,147777
P,35136,174385
P,49656,1256870
P,37,1344400
P,56118,1327006
P,97,1369717
C,54,146897
P,37,1338747
C,93,162030
P,23,1682227
P,40563,1657075
C,66752,119190
P,29,1766872
P,58137,1916888
C,64030,151369
P,779,2079634
P,69,2132057
P,50895,2179884
C,89777,1311339
C,80507,127871
C,68048,177961
C,40,218715
C,11004,9864
C,80,5795
C,69,6362
P,28,1995520
C,80,19367
P,86,2003183
P,51,2409181
P,85402,2967972
P,96,3161295
P,17,37493
C,23,70646
C,35111,1740945
P,76,3218431
P,78,5499572
P,64027,31802
P,46,65029
P,57,5514503
C,96,20682
P,24,5635822
C,90,1041822
C,3,993622
C,21908,884172
C,21,860948
P,78,5499504
C,15,163552
C,32742,149430
C,23,39143
C,97,1125
C,67,963
P,38,5530281
P,36243,5790115
C,98869,5497
C,8,5214
C,82,5227
C,13,5845
C,66,5749
P,22100,5497650
P,63,5534231
C,17,1058
P,52329,5557375
P,10,5620426
P,1755,5789823
P,56,5963641
P,29,5853462
P,77,6122206
C,7,521509
P,52,6088823
C,64,43626
C,87,1249
C,32568,47224
P,12,6121544
P,22,6140516
C,90938,5685
C,34,5437
C,63,27726
P,9,6068381
P,9,6340412
P,35,6181018
C,82,181158
C,79,1229
C,5334,1152
P,77487,6463768
P,57,6597566
P,81,6806426
P,51,6630625
C,57507,1303
P,10468,6813775
P,1670,6842525
P,76,1205
P,65,775
P,50,944
P,44677,734
P,22,644
P,61,603
P,92,759
P,21,647
P,62760,613
P,18772,697
P,2,890
P,23,699
P,64,689
P,67,648
P,35622,627
P,3670,640
P,53,623
P,30269,590
P,42799,6869072
C,77293,5935
C,91,5214
C,53,18255
C,57318,1215
C,2613,603
P,52,6697058
P,12,6706020
P,72083,6730639
C,55688,8397
C,28,835
C,12,700
C,88,594
C,12,590
C,17042,658
C,94,5463
C,80,5443
C,4826,5299
C,11,5508
C,72,5400
C,67,5211
C,86,5263
C,92,5438
C,61,5615
C,72,5640
P,33,6188315
P,47184,6288092
P,55,6381703
P,6726,6530995
C,47,65038
P,69684,41657
P,63,6346219
P,99,6519245
P,40,6479333
C,26751,1268
P,89,6594764
P,13,6441262
P,82928,6456198
P,14493,38587
C,95192,6850
C,82,5297
C,41,6087
C,40553,5860
C,54,6006
C,52,9264
C,64,11015
P,89,3857717
P,99,3970377
P,16109,3978329
C,60504,5640
C,10,6444
C,87,6058
C,14,64573
C,91,6867
C,83,6157
P,7,2466220
P,28,2501309
P,83807,2605225
C,7413,6666
P,64,36795
C,39,7636
C,78,32454
C,30,5478
C,64,5922
C,25,6237
C,53676,6081
C,13,6185
C,39,6041
P,88002,953563
C,94160,6068
C,47,2710978
P,29,955488
C,78074,6750
C,67860,2624560
C,20,1892265
C,81,1682134
C,63,5867
P,89095,880640
C,32396,6474
C,35,12561
C,51,6979
C,23,8450
C,53,10418
P,36,87602
P,87,30419
P,46,264223
P,1311,753521
C,86,2146640
P,8892,83907
P,28975,925720
C,61,2166642
P,18,975242
C,58,2034725
C,4,96597
C,89,236049
P,73,1466505
P,64962,1861848
P,41,37497
C,18,300971
P,34439,32150
P,30944,1217
C,49,326768
P,72,2269763
C,8,2071939
C,68,1965299
C,66533,448362
P,84036,2272817
P,82,2369928
C,83,1788796
C,42460,447652
C,6,1806592
C,219,1715884
C,35,1632216
P,82,2412888
C,29,1672887
P,78,2561945
C,59,1391420
P,86000,2731448
C,12,738806
P,24,2717728
C,65360,912364
P,26,3047300
C,14278,1088815
C,75,1113262
P,17140,3152158
C,99,1116277
P,7,3126203
C,18,1145620
P,35,3140873
C,81,1250017
P,4,3337370
P,53084,3943353
C,75,944524
C,77,817039
C,2,1329187
P,62,6298253
C,88886,1574696
P,95,7405605
P,96,7534986
C,16,1821732
C,10,1933240
C,75,1951089
P,20,7896424
C,82,2198157
P,69,8023390
C,21,2226635
P,98136,7996653
C,71931,2353409
C,97062,1360047
P,30748,5712
P,21,6318
P,83,7073
C,48,1334071
P,98,7287
P,17509,5057
P,76,4496
P,4,26936
C,33,1067966
C,32,988537
C,27180,806456
C,88,690890
C,68,888104
C,79,972285
C,50623,966054
P,71061,4280
P,27547,5740
C,61651,814624
C,70215,922337
P,47580,6371
P,18,5407
C,31,816797
C,26,1047941
C,20,1085779
C,72,1250410
C,92,1352102
C,55927,1521376
P,48266,5033
P,53,8458
P,15480,6246
C,51,651423
C,79,492088
P,68,58677
C,92,1303055
C,29,1329304
C,44,291196
C,32974,1492423
C,10,60440
P,32883,22155
P,37851,1066
P,52615,687
P,68,662
P,38581,657
P,84,593
P,41787,662
C,8,1646734
C,6,1743642
C,69,1768481
P,32,40928
C,86,1798900
P,13,38078
C,18478,1769796
C,22,1807070
C,13,1794228
C,47,1083
C,34001,921
C,74,1030
C,44,898
C,87,998
C,98,952
C,46,978
C,2,974
C,38,1010
C,50063,1127
C,71,901
C,33720,895
C,80,919
C,33,1868601
C,47,1840912
C,69,1855115
C,49,1867476
C,44,1901724
C,33,1922610
C,65,1994818
P,19,1478
C,80,2277853
P,97,66427
C,66,2256371
C,86,2263345
C,50865,2283711
P,12325,6093
P,85,125291
C,9066,2073068
P,96,152262
P,27,127060
P,19,98449
C,62,2150069
P,59,1062
C,55711,2125602
P,48471,48212
P,86,6741
C,82,1662986
C,12,1694044
C,54,2236970
P,77401,24066
C,84,2636867
C,4,2680052
C,8105,2685687
C,14700,2733520
P,37385,9749
P,24,32104
P,76,48148
C,67,1273418
C,47,1224239
P,2,33223
P,64,42040
P,94,18551
P,86,33360
P,50,39097
P,20,1022
C,37780,1169330
C,32,950570
P,89,30009
P,86,35234
P,49,36495
P,8,5717
C,100,786849
P,45,1585
C,4,781648
C,29738,796395
C,72593,809530
P,70,33811
P,61,52738
P,20,1014
C,53,997791
P,62,6342
C,56,563165
C,24,359317
C,89412,156090
P,90572,3954
P,21059,4332
P,21,8845
P,20,5994
P,17,4914
P,14,114790
P,60,148223
C,82450,4724
C,8,4707
C,96898,51295
P,78402,4865
C,62395,213766
P,51178,4093
P,71,6586
P,49,4969
P,50,4858
P,15170,1290
C,40,1097
C,18,151070
C,86,771428
C,14693,210206
C,39,353670
C,53153,381661
P,67949,4711
P,57,4954
P,67,4489
P,7,6813
P,56,1284
C,41,393250
C,40,512809
C,97,530075
P,44,1612
C,14108,545493
C,90,572150
C,84779,726960
P,60366,4081
P,51,4017
P,71,5093
P,46,4805
P,55,36240
P,31,5778
P,96,7317
C,78,849325
C,20348,846687
C,7087,823958
C,85,576454
C,57,463113
C,24,129975
P,7183,4303
P,63,4065
P,31,6081
C,24,863
C,35,118320
C,30008,143490
P,34669,44155
C,62,259783
C,13,511601
C,75,553762
C,24,786934
C,61,940025
C,51,977385
P,38,26420
C,20,1005757
C,48909,563138
P,68,60130
C,35273,1205736
P,14,55558
C,18586,1256237
P,98292,1128
C,89,1366717
C,82468,1401974
P,93956,34284
P,18265,6198
P,99,6662
P,22,6879
P,95,7576
C,66718,1203629
C,9186,1180498
P,58,75854
C,63,1195664
C,29,1223136
P,98182,4916
P,69,4602
P,82,3825
P,29,5055
P,37,4079
P,65,5110
P,35,4837
P,76,4388
P,5,4251
P,59,5065
C,84,1468235
P,2639,4737
P,61,6454
P,10439,5605
C,36,1549542
C,86,1515422
P,49,4373
P,96,4860
P,46806,226592
C,55852,6901
C,53,6590
P,31234,1382
C,3195,1441
P,90,4596
P,11389,3796
P,53,4756
P,81,4339
P,35,1340
C,38,1526750
C,48272,1570609
P,956,4512
P,78,4758
P,93,8773
C,93,1531252
C,70,1510155
C,5,1552750
C,38363,1691078
P,75780,4723
P,78,5002
P,62,4350
P,29,5895
P,7,4666
P,94,5239
P,44,4395
P,32,6003
P,24,5063
C,42,2385938
C,77,2273463
P,44,5914
C,87,1317220
C,51069,1171951
P,25,4576
P,96,5527
P,32,5029
P,72,4550
P,31,5924
P,1995,5256
P,94,3885
P,27,3683
P,58,4197
P,68,3919
C,57,590450
C,89071,613802
P,56507,4572
P,55,4531
P,51,4641
P,69,4182
P,39,4253
C,65,104521
C,29,419554
C,63,443413
C,7,523279
C,44,553753
C,66,788009
C,1,808152
C,21979,844777
P,89404,25084
P,95,13017
C,85461,1092113
P,76907,5067
P,81692,14091
P,89372,1277
C,1392,1916622
P,90,3791
C,46,1016495
C,80,703058
C,80736,1079739
P,64761,5509
C,92,1055857
P,30,1328
P,45,772
P,20,660
P,74769,616
P,30,578
P,18,601
P,69,695
C,12,1074508
C,40214,14599
C,31077,1362407
P,85289,5275
P,75,3958
P,47,3926
P,39,3862
P,51,4633
P,83,3966
P,99,4970
P,4,4275
C,84,2223371
C,33901,2292379
P,25,281076
C,97,2416302
C,53242,2438543
P,97938,5135
P,39,3535
P,77,5005
P,15,5136
P,27,4426
P,24,4672
P,57,4679
P,3,3705
P,55,5155
P,69,4033
P,54,6149
C,38,302742
C,10131,14489
P,98,1281
C,1876,542564
C,75,2618
C,65,819523
C,79,818277
C,18,3110
C,8,2405
C,55687,3077
P,78481,1155049
C,59,996585
P,95,1028333
P,59,852559
P,19,832810
P,75,734433
P,19,1039
C,64180,1093317
C,86,2667
C,61,3228
C,34,2296
C,34,1000925
C,56,1023358
P,48786,3796
P,69,3732
P,16,3867
P,9,5618
P,42,4024
C,63854,795545
C,81316,2613
P,16405,1162352
P,44743,5296
C,66,769824
C,72,2383
C,13255,3230
C,19,2258
C,5,2296
C,63,877928
P,1050,17823
C,20,1100409
P,98,26005
C,10489,1175726
C,30,1179631
P,3,1031828
P,10,18287
C,67,1196285
C,41,1239887
C,34796,1295735
P,59505,4562
P,82,4907
P,69,4702
C,707,1198608
C,43,1212895
C,17,1244618
C,6,1261009
P,6941,1511
C,40370,1293218
C,93,14377
P,26244,5965
P,99,5759
P,8,6720
P,1812,7026
P,89,4523
P,11595,4997
P,78,6523
P,25,17777
P,26,5623
P,1726,4244
P,63,4735
P,20,4685
P,27,5567
C,26,1324
P,3,69150
P,48735,1937238
P,40170,281002
P,71,134424
C,84225,5314
C,89,5415
C,84,5822
C,29,4603
C,59,10272
C,52,1710
P,64,2055420
P,39,1696910
C,4,1522
C,7,37292
P,59,1409706
P,21,1383879
P,5,1024503
C,40,91538
C,12,154301
C,99,167000
C,79,318030
C,14229,349550
C,27264,373947
P,40145,17441
C,87,335522
C,30,358911
P,4,1102819
C,27,462792
C,89,602573
C,83,632004
P,88,1078
C,20,679962
C,24524,688434
P,25061,5805
P,87,4946
P,55,5410
P,15,5346
C,18,330418
C,65,324030
C,99,537715
P,28344,1368893
C,58,678189
P,85,1323066
P,97,1097005
P,3,934830
P,97,511829
P,69,1480
C,79,690526
P,48553,5562
C,28439,767571
C,82,840240
P,77053,977
C,41,1042313
P,99,18898
C,24,1076572
C,59613,1174925
P,39047,6162
P,13,6316
C,28136,1197998
P,54,44675
C,11,1287007
P,7,21778
C,34,1308539
C,33257,1408543
P,73829,6759
C,64,4629
C,45,4506
C,69,3513
C,42,3697
C,30,4149
C,11,3759
C,47,887
P,100,688946
P,31961,699940
C,49182,3720
C,27,4125
C,35,4090
C,96,4002
C,25,918
P,70,408232
P,76,641638
P,46,735369
P,9,952036
P,9,969403
P,51,1065032
C,5,1141
P,2994,1309648
P,6,1337754
P,43453,1357290
P,77,1398949
C,25,55559
P,41,1401052
P,17301,1426551
C,87257,5848
C,70,15843
C,73,4551
P,91029,1241166
C,84953,4527
C,24,4578
C,66,3306
C,46,2970
C,13,837
C,87,942
C,92043,1156
C,47,19970
P,10,667733
P,39,1059448
P,12,1130462
P,83608,1164889
C,70857,3068
C,93,3637
C,12,3105
C,10,3485
P,23160,822317
P,7795,783741
C,60,3900
P,79,1038430
P,51296,1073547
C,56415,3484
C,10,4365
P,43,1048050
P,63108,1190140
C,79191,21115
P,44,1391767
P,3,1535627
P,86967,1554446
C,45865,3050
P,43322,1592811
P,39,1904275
P,3,1915262
C,63,1484
P,98,2089221
P,45765,2112068
C,93362,3383
C,80,3176
C,39,3477
C,70,3539
C,41,3295
P,89,1915775
C,73078,4995
C,67,3400
C,42,3915
P,81925,1364110
P,45,1288090
C,65595,4211
P,98,1091563
C,83,4143
C,64,3971
P,100,1017911
C,75,4301
C,52,4398
C,24825,4236
P,72,1027571
C,85,1221
P,64766,1052635
C,56906,4347
C,25,5625
C,88,4818
C,90,3221
P,99,641937
P,95,740694
P,81,985753
P,64073,1126251
P,58,1128801
C,42,1588
C,54,3718
C,59,5097
C,85,3190
P,32,703672
P,23,767248
P,52,802203
P,65,876348
C,95,30241
P,56,902370
P,57,1145982
C,84,43773
P,44186,1132874
C,57,4813
C,59,3169
C,99,3583
C,11445,30369
C,25,3437
P,86,251828
C,57,1113
P,49,257780
P,77,302086
P,18,353984
P,75646,564547
C,46756,4649
C,15,5398
C,79,960
P,41,2390772
C,24,8743
C,84,31899
P,21,2336164
P,73,2061837
C,85,102680
C,89265,126335
P,99,1901508
C,51,129979
C,12,221747
P,17,1275
C,71,363150
C,12,516782
P,27817,1520651
P,52,1379188
C,8,541208
C,73,1523
P,54,1446506
C,25,569979
C,53270,1160
C,24,591675
C,58,51120
C,43,624031
C,4250,643587
P,11,1414010
P,98,1369812
P,90,1375759
C,33,669672
P,61351,21607
C,69,981429
C,23086,1504479
C,72,1516128
C,15046,1576889
C,65,1595399
C,82,1912022
P,50,1253
C,28,1928139
C,27153,1940279
P,87,5723
P,39,1778138
P,31,3636
P,49,1306964
P,70,16812
P,5,17013
C,78,1293626
C,58740,1314085
P,18770,4479
P,11,3518
P,30,4354
P,37,3078
C,36,1193247
C,84,1279141
C,95876,1297100
P,87271,3526
P,48,4392
P,82,6170
P,24018,4793
P,44,19839
C,53,1188118
P,92121,1230
C,18,37962
C,58,1859595
C,20,1893505
C,24,1969210
C,14,1991924
C,27397,2251917
P,33383,2223687
P,69,2226836
C,33,2329456
P,66,1489
C,70330,2440758
P,83011,3605
P,84,5315
C,61634,2391951
P,70077,3538
C,19,36592
P,75,4353
P,18339,2133022
P,17,4660
C,88936,2361430
P,30700,4797
P,96,1853240
P,88,3608
P,19,1797326
P,81,1692421
P,15166,1667879
P,34093,4635
P,1,3820
P,17,4800
P,41,3690
P,96,4581
P,70,3701
P,69,5039
P,92,3829
P,20181,4563
P,23,1678384
P,68,1709951
P,92,1815387
P,21,1829945
P,13,1793075
C,26,35854
P,598,1832138
P,46,1894802
P,89,2093688
P,6,2127247
C,37158,35769
C,32,4096
C,18194,5483
P,40186,1857152
C,43053,45330
C,34722,11825
P,27720,2111640
P,84993,2517994
P,24,2476481
C,49,1606
C,96,2615
C,8,3185
C,39075,29375
C,33,14609
C,87,3195
C,45,2120
C,27,2877
C,16,2097
C,73,5878
C,55231,14510
P,24131,2824751
C,72,39810
C,80,5012
P,9,2013737
P,25,1816633
P,34093,1704734
C,18,28544
C,64,46899
C,12,27736
C,33,4174
P,9,1666688
C,26,4281
C,76449,2657
C,36,995
C,23,3860
P,17,1394502
P,49,1507794
P,4815,1541167
P,36159,1662950
P,67099,1792787
C,91684,4192
C,27,14485
C,57,3914
C,45,4134
P,28383,1803215
C,35,28628
C,30,4354
P,75,1471176
C,73,4552
C,94,4129
C,83,4476
P,91,470357
C,46,4018
C,87010,2393
C,64777,867
C,4,4085
C,14,882
C,79011,646
C,11,493
C,49,67391
C,29343,114725
C,82,119270
P,17,1545392
P,91955,12450
C,87,74268
C,37,177066
P,41543,1542160
P,16897,13640
P,24,1488055
P,74706,14343
P,86616,1014
P,11,749
P,1,549
P,56821,1485492
C,45365,983
C,54,13750
P,20,1408650
C,50,2325
C,55,14230
P,50,1490321
P,75,1502092
P,58,1536534
P,85355,1554707
C,92390,3993
C,56,13624
C,33,2510
P,23,1712454
P,32753,1769790
C,40791,4247
C,100,3378
C,66,5805
C,54,1115
P,29,1790957
P,43,1997202
P,83169,2021279
C,86036,3962
C,60,11225
C,14,41465
P,99168,1110440
P,28,1084997
P,27,2318914
P,17,2386624
P,30085,2404047
C,32714,3873
C,47796,2403
C,46114,901
C,64,27749
P,99,751642
P,81,508707
P,65,2352445
P,72274,2376761
P,94746,2402953
C,96245,3924
C,45,4050
C,22,4402
C,30,4166
C,19,27144
C,40,4197
P,17499,240799
C,84,64636
P,43,266292
C,60266,4478
C,84,4176
C,16634,4036
C,50,3818
C,28,794
C,25,4181
C,4,4066
C,10,4276
C,11,4085
C,32,4640
C,92,3797
P,82087,1346042
C,75968,4422
C,37,4155
C,61,4290
C,68,4460
C,68,4221
C,5,4140
C,97,1096
P,58235,1093375
C,75998,4030
P,14,1049028
C,13,16485
C,11,381567
C,3,303679
P,30,1094866
P,35,1280361
P,54,1283470
P,73,1272715
P,75958,1630899
C,25409,4559
C,30,4226
C,36,4399
C,2,5267
C,75,5727
C,6,4256
P,16157,1410715
C,69846,4254
C,21,3974
C,18,3877
C,636,3954
C,94,3901
C,7,4313
C,37,4140
C,4,3514
P,67,812061
C,29,18407
P,47,820210
P,2537,826342
P,88255,868693
C,49962,4198
C,59,4291
C,21,3880
C,98,3869
P,24,652963
P,36,684237
P,54376,694493
P,66,709003
C,3,1141849
C,57,12723
P,95,877210
P,57000,1093975
C,85,1179810
P,40,27156
P,63,864264
P,93,1346058
P,66,1290343
C,80,976485
P,54,26058
P,48926,1393075
C,45,889220
C,95246,3662
P,53340,1378441
C,76844,4109
C,56,3847
C,31,3939
C,8,4093
C,48,3859
C,58,3585
P,53681,1114127
C,52576,3738
P,22,1040478
P,18757,1123204
P,52,1199867
P,11,1241627
C,91,1136
P,53,1259128
P,51,1228674
C,92,1270838
P,41417,1282569
C,66217,3952
C,98,4246
C,45,3865
C,29,4042
P,47,1180241
P,96480,1327215
C,30271,4035
C,59,3808
C,65112,4091
C,67,3881
C,24,4422
P,86,3455
P,26,3245
P,39184,3170
P,55,1167
C,28,1286995
C,64166,1306408
P,39599,2998
P,5,3558
P,41,3180
C,75,1492958
P,90,3684
P,73,3101
C,62,1455450
P,94,26125
C,1537,1182874
P,15169,3025
C,84,941361
C,96,847482
C,69407,784640
C,77,948503
C,97229,969287
P,85355,3189
P,87,5710
C,16,904492
P,29471,1203
C,55,938509
C,23,954951
C,61,969598
C,37241,973562
C,44785,993665
P,75688,3075
P,48,3383
P,23,11082
C,46,1087935
C,25850,1132565
C,66,1139416
C,55383,1228349
P,88937,2911
P,63,5023
C,57542,1156327
P,59307,3993
P,65,4288
C,57200,1118240
P,13640,3693
P,82,3463
P,90,3296
P,21,2718
P,6539,3086
P,52,3353
P,4576,3429
P,96,3585
P,44,35202
C,88,414814
P,90,31470
C,51737,429598
P,93026,3574
P,50,3238
P,30,3235
P,50774,33242
C,5,355777
C,94,364784
C,64787,396410
P,29261,3679
C,79,1700670
P,72,53626
P,39,3205
P,21,31333
C,18,1726221
C,72,161735
P,75,79976
P,77,20482
C,9,177487
C,65889,1908613
C,12,1936237
C,91,1907794
C,15927,191736
C,60,1932286
P,51123,3347
C,29,1901906
C,66,904
C,60,1972038
C,79,1916425
C,17,855
C,2,1246743
C,97420,775
P,72,1179
P,83,48678
P,98,31410
C,6,1087
P,53,27601
C,55538,43672
P,83288,30833
P,5,271793
C,7,28631
P,33054,248723
P,68,67345
P,19,64830
C,15420,1061102
P,8,61986
P,41,235269
C,65,1139337
C,8304,1226175
P,15,138676
P,75,429195
P,51,458645
C,68,1198915
C,32,1063
C,88,1163960
C,41,988848
P,51,465164
C,22,883734
P,59,489134
P,26337,509486
C,98073,2767
C,10,1280
P,8554,539580
P,6853,558356
P,49267,29574
P,31,787658
P,70,964002
P,54,1016603
P,40,1174
C,42,810
P,44,974842
C,47019,596455
P,47505,1049012
P,13820,1176748
C,75,185828
C,22,27622
C,2,36641
C,95,1039
C,10789,28636
C,48,1283
C,74,957
C,29,3530
C,1,4665
C,52501,4831
C,58,3094
C,87,3244
C,35,3758
C,58,173402
C,62350,202455
P,63,3574
C,71,139281
P,24,28843
C,36958,211653
P,57378,24991
C,80002,242337
C,58,775
P,7531,130137
P,49,265273
P,28,34156
P,43201,342632
P,89,25683
C,42,4505
P,92574,27551
P,30801,494101
C,20247,4010
P,88,1096
C,39,857786
P,11,492292
C,29,916962
P,63,511955
C,1,928225
P,1,530078
C,42643,887591
C,10,878192
P,4854,726329
C,5,938
P,100,901683
P,60,919509
P,12,924520
C,26,1210
P,100,29474
P,42,1038839
P,47,1491378
P,16150,28722
C,53,1183
P,77,1523457
P,37,1628287
P,76,1760925
C,69648,771285
