role,n,time
P,75424,178411070
P,53,178422056
C,27910,191677909
P,33,178464443
C,76,191748422
C,50965,191841890
P,9749,178309106
P,26,178377889
C,92,192047121
P,63811,178386930
P,83,178329241
C,8469,192327985
P,89,178545715
P,27,178596087
P,80,178639526
P,54,178689710
C,92668,192980344
P,44978,178541727
P,86299,178588246
C,16,192979006
P,36402,178622430
P,19,178622091
C,100,193021417
P,76,178684645
C,17,193037779
P,94,178642479
C,98955,193031807
C,48,193066436
P,72333,178818941
C,27897,192983516
P,86610,178853122
C,27,192983160
P,29,178848883
C,54,192917794
P,34,178843259
C,2,192770894
P,53,178719859
C,5,192747172
P,8,178685574
C,25900,192654653
P,69,178669687
C,26755,192646533
C,13358,192612296
P,85699,178795386
P,60,178729312
C,78,192713978
C,6727,192721850
C,2,192765745
C,74,192602655
C,89562,192693072
P,19442,179145674
C,82072,192693934
P,85266,179164813
C,15829,192775957
C,3736,192568033
P,59101,178937056
C,24982,192655397
P,49,178989801
P,62809,179038316
C,39,192589472
C,22,192505270
C,13,192463280
C,85,192466534
C,96,192513792
C,54,192529431
C,6,192611760
C,35,192293387
C,68,192170398
C,90,192187079
C,53,192125115
C,96,192156593
C,31,192148733
C,10,192142049
C,59,191823557
C,45,191737987
C,87,191826148
C,33,191936231
C,96,192011695
C,25,192017665
C,78,192048390
C,2,191718783
C,29,191762990
C,89,191734412
C,90,191493752
C,9708,191544182
C,95,191376851
C,62,191346441
C,27501,191275684
C,29,191329747
C,89386,191373783
P,54798,182036057
C,45,191487122
P,83,181793488
P,93737,181662087
C,40140,191507083
C,66822,191488113
P,5,181668481
P,80,181652598
C,1037,191378372
P,19,181750686
C,33,191405843
P,52286,181837690
C,15,191250858
P,34597,181830491
P,71,181783547
P,37,181636271
P,48369,181843884
C,70216,191077791
C,10,191073127
P,38,181608931
P,14,181663989
C,1,191147771
C,29,191194020
P,25,181694129
C,18,191073993
C,71,190027316
C,77,189944128
C,32,189723362
C,11,189780012
C,64,189699372
C,4,189617138
C,13266,189655636
C,66780,189637155
P,43348,182338568
C,13,189721377
P,32,182320777
C,45,189646758
C,88,189409932
P,12,182364174
C,59,188361575
C,16465,187670151
P,27937,182416394
P,78,182484068
C,70,185474832
C,85,185306026
C,96,185176267
C,83978,185202349
P,79205,182856635
C,25,185291785
C,18,185261557
P,53,182916302
P,41,182832875
P,64,182894451
C,3,185410094
P,34,182918019
C,91,185215626
P,47,182675400
C,55,185256290
P,14,182661939
C,13,185227701
C,29,185110425
P,74,182553929
P,42515,182621568
C,92,185106367
P,68,182618278
C,36,185141073
C,20,185135459
C,48836,185122977
C,23,184294787
C,87,184204983
C,13,184065659
C,12,183992585
C,15760,184050864
C,48,183701734
C,18,183527365
C,64,183314422
C,91,183220228
C,54,183246675
C,44,183086352
C,67,183108935
C,62,183117725
C,21,183015334
C,11428,183044662
C,99375,182871972
P,98437,184257832
C,56783,182855438
P,30255,184247953
P,70,184177827
P,57,184063858
C,82,182947683
P,11,184094642
P,56,184000076
P,82,184103570
P,72,183866599
C,64,183074030
P,1,184051172
C,64,182939700
P,33,184117999
C,43,182961941
P,69,184335605
C,73,183129124
P,68,184300005
C,40,182914999
P,62149,184287304
C,38,183035944
P,9,184304685
C,95694,182932592
C,8807,182890297
P,14,184299707
C,75,182828997
P,84,184283372
P,94,184131419
C,70,182849248
P,2,184200322
P,79,184193450
C,11800,182105861
P,44,183903736
P,25,183863495
P,18,183680614
P,18,183608197
C,17,181598044
C,38,181696512
P,97355,183660874
C,34225,181492243
P,52,183611829
P,5149,183707882
C,26,181553012
P,98255,183678880
C,78,181478271
C,87586,181622907
P,28434,183756441
C,67,181489066
P,23399,183804342
C,86987,181473200
P,24403,183813298
P,80323,183839163
C,22,181385972
C,28,181480447
C,78,181465119
C,62,181455638
C,2,181499554
C,28,181398676
C,43,181392242
C,38,180947891
C,33,180949826
C,44078,180826238
P,55700,184803927
C,37,180788448
P,86,184877108
C,43217,180506492
C,54,180594965
P,94,184835344
C,46,180213468
C,76,180557740
P,36,184986900
P,25231,184902867
C,37332,179638565
P,40,185026365
P,63073,184833807
P,18,184708406
P,63,185002075
C,55,180239642
P,48,184784349
C,19,179527659
C,21,179459340
C,46,179517721
P,58,184733756
C,94846,179340952
P,28,184811051
P,1,184685851
P,84,184905876
P,27026,184686309
C,37,179001012
P,61,184680756
C,16832,179039224
P,9,184698824
C,1,178995602
C,79044,178945917
C,68,178444517
P,39814,184529502
C,65,178484334
P,70,184532197
C,70,178522932
C,81,178534579
P,85582,184604539
C,91,178588148
P,10,184633192
C,4,178574733
P,20,184321407
P,9,184579945
P,98,184243260
P,18559,184489444
C,35385,178475937
C,60,178661959
P,29278,184411164
C,99,178405700
P,21,184306752
P,8,184401378
C,34,178054565
C,10452,178254112
C,85320,177923963
P,96533,184355531
C,99,178040847
P,14,184344834
C,86636,178171485
P,8,184434819
C,80804,178070313
P,25,184353395
P,43,184426125
P,19,184357473
P,2,184374590
P,92514,184161738
C,33896,178283122
P,74,184281083
C,83,178221781
P,49,184293545
P,81,184295993
P,95,184400965
P,9,184422710
P,27,184172940
P,14,184150178
P,77613,184114889
C,65836,178724443
P,55,184125417
C,19,178566189
P,76905,184181275
C,56,178448799
P,26,184157383
C,5,178384521
P,60,184110557
C,69,178055579
P,20,184048265
C,47961,178045249
P,37887,184086186
C,13,178095887
C,60,178088074
C,35158,178142592
P,65157,184373564
C,6,178216428
P,99,184542134
C,24,178343339
P,13,184562759
P,12,184555880
C,22,178323176
C,81,178316691
P,14765,184606155
C,65,178223177
P,22,184654675
C,76411,178150533
P,58199,184794895
C,57,178247920
P,40,184840814
C,29510,178292988
P,12432,184896176
C,51,178285405
P,59,184880215
C,56,178330345
P,22,184632648
P,72,184767243
P,4,184557836
C,3,178480599
C,30833,178257453
P,66,184579839
P,60062,184670795
P,40,184732525
C,64994,178259603
P,69321,184707994
C,25,178335241
C,88,178330101
C,97,178324940
P,4,184937660
C,44,178550084
C,95735,178539497
P,32050,184823885
C,84,178529850
P,19,184721259
C,99,178565017
P,34,184650193
C,9,178437097
P,33,184379759
C,9,178489937
C,70095,178441753
C,80,178282326
C,97,178343885
P,51,184423650
C,45,178496976
P,3,184306390
P,37765,184353118
C,57029,178524975
C,13,178551752
P,5,183196316
P,4,183022546
P,95,182955036
P,87,182827209
P,82,182770268
P,12,182507485
P,61232,182451025
C,81037,179120489
P,55,182025399
P,52,182003387
P,24,182072378
P,70,182019695
C,35,179291441
P,6,182078996
C,62,179394120
P,29,182103887
C,18,179156516
P,88,182014090
C,61,179192943
P,58,182033251
C,55,179258162
C,57,179253993
P,64,181985783
C,77,179248278
P,29,182272373
P,65,182291145
P,59657,182146357
P,5049,182031519
P,12817,181997360
P,99,181956061
P,39,181952827
P,80347,181786255
C,92493,180180592
P,30,181856608
C,100,180176310
P,74,181875196
P,96,181835849
C,39,180140672
P,74,181670363
P,1,181552718
P,87,181641616
P,3,181540256
C,46,179893593
P,65,181713987
C,44,179873984
P,78,181517258
C,22,180029392
P,95160,181646389
C,80165,179948715
P,14,181761113
C,23,180058596
P,83,181795635
C,69,180032684
P,35,181858514
C,42,180115853
P,77046,181985579
C,13,180167697
C,25,180153855
C,2,180079901
C,43,180014283
P,27,181985926
C,35,179986108
C,30,179975440
C,18,179990571
C,64,179897166
C,86,179860366
C,24,179821082
C,185,179705799
C,31884,179729037
C,31,179678755
C,91,179609478
C,25,179391814
C,93,179654848
C,93,179245399
C,44,179231184
C,58,179323780
C,84,179441905
C,75,179273161
C,44,179296303
C,16,179170496
C,5,179204381
C,9,179196702
C,30,179205285
C,1557,179276503
C,89,179236860
C,38,179135081
C,55161,179218414
P,71653,184714713
C,39,179168520
P,52,184686820
C,84,179177162
P,24163,184372553
C,43,179192342
P,41,184530166
C,95,179235224
P,35,184529824
C,94,179404675
C,40,179380175
C,13966,179392085
C,49418,179320577
P,42598,184830283
C,18,179363565
P,51,184831385
C,49784,179289637
C,90,179251815
P,96,184828272
C,29928,179365127
P,2,184799165
C,61,179414780
P,76845,184746234
P,87,183480982
P,15,183453755
C,82,179390402
C,64,179430775
C,38352,179436530
P,51618,183689485
P,44,183739701
C,80,178936451
C,52,179412683
P,41,183717653
C,60,179016500
C,61,178891010
P,3,183888003
C,61,178966155
P,27600,183827259
P,68,183892874
C,30,178894252
C,23,178652683
C,94,178472362
C,71,178916394
C,4,178482111
P,63,184069497
P,7,184019054
C,49,178443513
C,58,178871428
P,68,184237965
C,25,178484892
P,93,184446127
C,62,178707185
P,85,184480570
C,51880,178746760
C,39,178568441
P,36,184558413
C,50638,178597943
P,50,184485485
P,60,184420176
P,66,184204691
P,59,184183555
C,9990,178765846
P,25,184217664
P,16312,184300519
C,84348,178892409
P,59678,183948813
C,57,178959455
P,83757,183927859
C,14,178944476
P,24,183737370
C,34,178948694
C,100,178999756
P,25,183802701
C,28,179014222
P,48,183798134
P,85,183844415
C,33,179045780
P,43,183843985
C,44602,179057468
P,88102,183716322
C,61,179067800
P,48,183703221
C,93,179076540
P,86,183681952
C,35,179093429
P,69,183575364
C,4747,179101440
C,26,179004765
C,43,179069073
C,43,179192908
C,84,179159821
C,90,179209175
C,31965,179261127
P,11526,184310143
C,32,179222817
C,46,179251850
C,79081,179277240
P,72429,184686992
C,96,179297757
P,44,184630480
C,50,179242672
P,1787,184629506
C,12,179189784
C,76,179065146
C,90916,179003774
P,45302,184905001
C,21532,179063465
P,37098,184817199
P,25,184747212
C,15976,179064365
P,96,184770122
P,19,184759508
P,20607,184683040
C,21,179127021
P,41,184865207
C,14268,179102075
C,52,178966650
C,7,172327229
C,77243,172400418
P,82124,185059927
C,53,172285383
P,4,185142337
C,88,172109427
P,65,185271405
P,36,185108522
C,32,172111538
P,82,185103357
C,82,171979830
C,20,172042841
P,9,185062289
C,48,172123348
P,64,185200223
C,79,172205592
P,86,185274640
C,24,172163090
C,25,171997358
C,59,171992262
C,53,171916709
C,23374,171973562
P,69957,185692858
C,10,171911453
P,17,185534004
C,57,171655472
C,53616,171868692
P,34,185640566
C,27,171625798
P,82,185805343
C,88,171598421
P,20,185850780
C,8,171681292
P,8,185812174
C,72360,171695377
P,81,185745663
C,52,171723401
P,28,185675130
C,39092,171780483
P,65956,185680404
C,45640,171837316
P,77,185816116
P,46029,185658991
P,29845,184111028
P,88,184176124
C,69,172123720
P,56,184278373
P,16144,184199991
P,66807,191618747
P,8,191565482
C,70,179600211
C,33,172035262
C,51,179672228
C,99,179720861
P,3849,191889565
C,2,179753095
P,39,191757407
C,55,179729776
C,16,171910002
P,9,192004820
P,48,191933380
P,36,191976031
C,92,179662516
C,44,179852440
P,23,192115020
C,11,179897498
P,36,192082129
C,34,179982108
P,49,192029056
C,72044,180030214
P,48,192034147
P,98,191933440
P,27757,191894677
C,89,180048333
C,85,180167175
C,70,180093056
P,100,185371374
C,52,180248828
P,45851,185083764
C,82,180286102
P,62,185390840
C,32,180240139
P,97,185371229
P,59,185372856
C,4,180433029
P,99,185454828
C,28313,180372809
P,99,185424124
C,40427,180363328
P,33218,185211878
P,68,185084467
P,67,185374161
P,28,185112585
P,84,185147775
C,10,180470680
P,34,185052010
P,44,184315896
P,37,184260176
P,33112,185205348
C,16,180496664
C,2,180555581
C,55049,180428380
C,42,180392154
P,17130,184334798
C,47075,180464486
P,8,184167030
P,80767,183698018
C,90,180587184
P,75,183812138
C,61,180744260
P,66,183949439
C,78,180826597
P,6472,183757805
C,33,180811489
P,79,182404885
P,79,182386621
C,36,180900067
C,34,180769142
C,38,180497335
C,66,180164873
C,34,179960588
C,7,179830942
C,56,179725159
C,68,179695815
C,53,179681305
C,56155,179650684
C,42,179625586
C,96,179490292
C,15800,179367686
C,97486,179346275
P,90060,183657186
C,91,179334205
P,52,183649385
C,90151,179240421
P,67,183595780
C,65,179283969
P,11,183609695
C,98,179321600
P,98229,183656852
C,69331,179261065
P,41,183642372
C,9,179334988
P,3,183551512
C,34,179320750
P,78,183512142
C,76,179344837
P,18,183481745
C,42,178947821
C,8,179029744
P,21,183652251
P,93069,183562280
P,53,183533834
C,16663,178999023
P,96,183528169
C,41,179046579
P,51,183496948
C,9,179143910
C,52,178904285
C,7649,178664057
C,20,178655804
C,2,178639553
C,39,178597768
C,32,178407513
C,1,178146706
C,19,178036002
C,40,178043116
C,3,177491409
C,47,177507412
C,78,177537993
C,92,177536796
C,53,177598438
C,60,170968233
C,82,170779303
C,50,170847937
C,61,170705294
C,93209,170467293
P,97245,185305540
C,41,170289618
P,60,185308447
C,69,170234665
P,57,185335090
C,4,170215131
P,54,185396145
C,8,170135462
C,36630,170163092
P,86,185532035
C,52,170116099
P,19,185692073
P,20,185478680
P,85313,185769200
C,81155,169821630
C,34919,170156169
C,32,169882715
P,88736,185886835
C,4,169989574
P,19907,186061493
C,86870,170073618
C,5793,170051901
P,95,186069846
C,33,170085397
P,63,186220281
C,30,170045903
P,43,186080159
C,85,169833704
P,54051,186147990
C,38,169706903
P,40,186093187
C,18,169538637
P,29,186318914
C,39199,169788120
P,91,186458989
C,32798,169586193
P,60672,186549200
C,28,169536154
P,85,186731204
C,97450,169597151
P,81,186829650
P,2,186933623
P,57,186793263
P,65423,186803281
C,30256,169688833
P,16,186850241
C,72,169499685
P,62,186982797
C,23,169343233
P,67,187102073
C,75,169282165
P,55,186712383
C,9,169109110
P,63439,186786822
C,14,169069790
P,20,186077248
P,75964,186056515
P,17,186016824
P,35,186022440
C,68,169206149
C,33,169125958
C,41,169108403
C,92,168910952
C,5,168678355
C,64,168453230
C,62,168149831
C,41,168130899
C,38018,167907840
P,36354,186796653
C,19,167726304
C,98,167519239
C,12,167516020
C,28,167371402
C,17323,167375040
C,44,167389291
C,19,167411990
C,96,167314513
C,21864,167274076
C,2,167015026
C,86,167097272
C,60,167134555
C,52,167194992
C,75,167118034
C,27,167253926
C,66,167256646
C,72,167271925
C,90,167259475
C,79,167265271
C,74,167237365
C,92,167214917
C,69,167282584
C,17,167166623
C,37,167010014
C,17,166880087
C,27,166803585
C,39,167000012
C,33,166834465
C,16,166836447
C,21,166935510
C,54,167012000
C,16,167046926
C,59,167050320
C,26,166940053
C,10,166842651
C,9,166905764
C,2,166915058
C,50387,166906330
P,62435,190838349
C,3635,166921547
C,57,166870298
P,25,190891354
P,20,190869768
C,22,166684646
C,90796,166512323
P,55114,190880454
C,94165,166651878
P,58,190840963
C,82,166849706
P,68,190844047
C,28,166787066
P,15,190911844
C,18,166840034
P,82,191396840
C,23,166750382
P,72,191172781
C,45,166777180
P,72130,191182545
P,68697,191204238
P,67,191034945
C,64,166770962
P,27,190929791
C,77,166890010
P,1112,191076800
C,9,166541074
P,67,191103752
C,4933,166708798
C,97,166689916
C,73,166723694
C,84186,159351215
P,85365,191358423
C,26951,159194696
P,23,191431957
C,9,159218884
P,35453,191112543
P,82,191098536
P,94,191069696
P,49,191106961
C,90,159326992
P,72,191144955
P,63,191123288
C,93,159315639
C,25794,159353551
P,42841,191377957
C,13,159429603
C,37,159308111
C,53,159256854
C,85288,159157368
P,17975,191712604
C,69233,158968365
P,23668,191855647
P,37,191882166
C,78,159117719
C,3,159133749
P,68,191923548
C,3,159073973
P,58,185227895
C,60,159088075
P,12,185305235
C,19471,159200024
P,25,185332886
P,96,185273327
P,96,185187432
P,92,185073573
P,30778,185090906
P,41930,184891668
C,97299,159569888
P,82,184790158
C,93,159461929
P,100,184780891
C,50,159530394
P,40856,184827887
P,56,184783540
C,69,159465873
P,1,184863690
C,2761,159464170
P,88,184845416
C,89,159459543
P,10,184728444
C,62,159476896
P,12,184731450
C,19,159508663
P,6810,184733984
C,1649,159400183
P,64,184640895
C,55305,157919943
P,30,184731372
P,56,184172325
P,89,184620161
P,67,184211927
P,72892,183966835
C,30514,157671305
P,92595,183999973
C,63,157618380
P,63,184028007
C,64,157755702
C,49,157562361
P,76,184032189
C,74,157441783
P,93,184222077
P,10,183920837
C,61415,157370117
P,66435,183988449
C,15,157363587
P,39,183812713
P,65,183737099
C,66,157299226
C,27301,157315235
C,74,157136121
C,96,157208518
C,83,157180284
C,31,157080690
C,35257,157020280
P,65402,183988420
C,90974,157004632
P,71108,183741988
C,64,157005419
P,5,183604385
C,37,157096385
C,10263,156851764
P,100,183444434
C,29696,156881229
P,66,183270020
P,35716,183173104
C,100,157000496
P,34,182563119
C,31115,156963856
P,9710,182182415
P,68,181886305
P,37994,182431167
P,16763,181470330
C,40,157058905
P,12,181630228
C,58,157026441
P,96,181620613
C,24,157025017
P,12,188943779
C,72,164400457
C,6,164263470
C,28,164306590
C,15459,164330529
C,70,164247794
C,12,164177138
C,61,164114640
C,14,163892840
C,80283,163870044
P,73010,189894100
C,76,164036989
C,1,163938377
P,3572,189937694
C,24,163958918
C,19,164027232
C,39,163347500
C,88,162815789
P,55,189980962
C,35,155138468
C,74,155135076
C,77,154757409
C,49,153960803
C,85619,153897950
P,52458,190737659
C,45982,153889806
P,94,190896114
C,66,154065665
P,76,190989882
C,3758,153997357
P,33,191026678
C,92,153818478
P,64,191022849
C,49,153799795
P,99,191053178
C,75,153861220
P,55,191009661
C,45323,153875296
P,90,191097797
P,31713,191097760
P,64,191182827
C,46359,154003215
P,2,190804010
C,30,154079042
P,55026,190896651
C,85,154138935
P,45,190867428
C,35,154076096
P,6,190912321
C,77,154131327
C,64,153963398
P,59812,190932582
C,21,154053282
P,93074,191168691
C,31338,154089417
C,97106,154130920
P,37,190719308
C,63513,154242241
P,52,190866860
C,73,154318942
P,12,190633922
C,37,154386772
P,73,190696731
P,12,190563592
P,98,190466680
P,31,190434081
C,5,154402075
C,17,154515451
P,63,190461729
P,41840,190299755
C,50987,154639492
P,27,190014653
P,31,189547886
P,124,189549494
P,62118,189554890
C,71004,154874654
C,4,154879781
P,25,189541704
P,65,189545583
P,87,189528937
P,71,189425559
P,98,189246445
P,13,189132510
P,49,189161031
P,37,189188916
P,66,189069487
P,34,188880671
P,65,188917574
P,48771,188946684
P,70,188821336
P,91,188666894
P,70,188677035
P,16,188623620
P,86,188573957
P,34,188515787
P,54,188664658
P,88578,188756297
C,67944,156296497
P,41644,188751590
C,32,156239867
P,45,188772221
C,71,156237538
P,86,188809612
C,37825,156268199
P,33,188748955
C,54,156283489
C,23,156310469
C,75,156289883
P,72,181722690
P,56421,188692794
C,43,156175745
P,61,181767825
P,57,181779148
C,88,156188245
P,17113,181861938
C,23,156201690
P,20,181948723
C,49,156180173
C,15,156190579
C,31748,156201165
P,42515,182228101
C,51,156163771
C,38,156140226
C,70369,156055809
P,83291,182503877
P,61,182530746
C,70,156118784
P,5,182553052
C,42,156183187
P,76,182651303
C,19897,156173418
P,36,182621800
C,62,156139079
P,8,182689111
C,80,156045503
C,33,156019675
C,83002,155766261
P,38724,182807360
C,92,155863851
P,31,182648145
C,34,155827671
P,49,182656073
C,9,155783288
P,86,182688713
C,15566,155766757
P,76,182693421
C,64,155592720
P,76,182681089
C,26,155555997
P,9,182688985
C,67,155551861
P,83,182754175
C,73660,155437310
P,9634,182692505
C,91,155460210
P,76360,182685164
P,16,182667885
C,53,155429488
C,8,155505266
P,36,182736619
P,32,182609145
C,40948,155562041
P,97,182515752
C,51,155491764
P,54784,182523357
C,7400,155606785
P,88,182475679
P,18,182440446
C,85,155494705
P,65447,182316327
C,20464,155342960
P,2,182491870
C,86313,155398157
P,85612,182559561
C,69,155299222
C,33072,155287002
P,47244,182719972
C,59,155350073
C,24551,155341157
C,98,155288175
C,62,155320866
C,87,155268650
C,40592,155237959
C,65,155220449
C,36,155207690
C,38,155173464
C,98,155181717
C,51,155197737
C,58,155175455
C,89,155119847
C,322,155128755
C,62,155213446
C,68,155199076
C,90,155180726
C,32,155152040
C,63,155106151
C,84714,155161915
P,96741,184552896
C,78586,155188550
P,68,184508521
P,40,184417258
P,25720,184422696
P,13,184388148
P,2,184393176
P,91,184354466
P,46268,184432620
C,94931,155717304
P,65,184511929
C,19,155801094
P,89,184516750
P,49847,184554660
C,12884,155890646
P,56671,184575538
P,64,184515355
P,22,184529819
C,88,155707737
P,91,184541440
C,48,155737988
P,82,184497983
P,98513,184465148
P,20,184533875
P,81,184288865
C,45,155419342
C,32707,155219517
C,75,154893448
P,9,184308712
C,94377,155526080
C,19,154895407
C,18,154941440
P,77,184170611
P,25432,184340967
P,14,184110135
C,41,154876543
C,38,154893277
P,36,184287362
P,41,184069829
P,19,184008823
P,35,183975390
C,20,154972626
C,30,154876559
P,51951,183921599
C,60,154968955
C,68,154838322
C,90069,154556338
P,78318,183415992
C,68,154552029
P,58,182561965
C,58,154670109
P,1,182631061
C,24,154712032
C,74,154724109
C,15814,154774675
C,15,154730254
C,26,154775596
C,82,154835175
C,3,154827635
C,7,154779736
C,33,154483628
C,91,154464685
C,36,154574821
C,99,154620283
C,10,154653681
C,6,154548045
C,73468,154425277
P,67366,184098217
C,99,154456383
C,51,154382094
P,44,183966602
P,23,183893208
C,10403,154323495
C,44,154419320
P,4,183922937
P,67,184040185
C,85,154489351
P,68,184060409
C,36281,154231534
C,36,154473836
P,99041,184156867
C,98,154359042
P,57,184079906
C,90181,154387837
P,82274,184061792
C,44,154343552
P,7,183997779
C,99,154390193
P,39,184029388
C,13,154499710
C,27,154409052
C,53,154469660
C,64,154449092
C,53,154391781
C,4815,154446860
C,86,154468613
C,53756,154489895
P,45378,184648355
C,92,154444379
P,49,184547897
C,48189,154624077
P,63,184545604
P,71515,184550330
C,11,154589747
P,55,184617061
C,37,154590070
P,34,184679817
C,82551,154594782
P,28452,184633076
C,84,154618565
P,42,184554126
C,2423,154551472
C,48,154618770
P,63,184646297
P,26545,184667746
C,21,154791730
C,17870,154688084
P,38,184698114
P,89,184709510
P,65449,184714730
P,5,184611875
C,23938,154705293
C,64,154748785
C,38,154807668
C,11,154883567
C,90,154879828
C,31,154878343
C,7,154920790
C,5,154913005
C,94,154884900
C,95,154897934
C,54,154866492
C,33725,154810380
P,35901,185753510
C,47,154712203
C,93193,154722601
P,59306,185755377
C,61,154654997
P,21,185601025
P,27335,185788238
C,1,154667097
P,8,185813256
C,8,154545142
C,9,154521854
C,53,154379488
C,78,154396299
C,53957,154393135
C,95238,154267662
P,22632,186189801
P,24,186097948
C,2060,154145664
P,17,193356355
P,74,193261689
P,68368,186084158
C,93347,154291296
C,96,161793318
P,34,193378716
P,91979,193256267
P,16707,186081810
P,47,186723793
C,1,161917926
C,63,161903682
C,98727,161856947
P,80356,186871031
P,33,186815194
C,95,161800827
P,55232,186806416
C,83,161798412
C,53745,161608976
P,44,186778543
P,4,186740073
P,24,186497272
P,19,186391001
C,37,161486054
C,41,161196891
C,44225,161011757
P,81844,186532345
C,48,161073645
C,52711,161074375
P,70296,186807720
C,73215,161171510
P,3,186955518
C,95,161268836
P,26820,186948320
C,28,161185397
P,9893,187085483
P,16377,186980607
C,32,161125839
C,30,160780411
C,23,160534757
P,24,186945654
P,88006,187078124
C,85,160112426
C,30,160047166
C,15,159968659
C,942,161081871
C,91,159819475
C,64385,160287761
C,43039,159789742
P,41930,187439159
C,69,159643104
C,23,159679170
C,45111,159681520
P,28344,187426899
C,2516,159729937
P,49,187398937
C,38741,159707633
P,48953,187394278
P,65,187346212
P,87,187266879
C,96,159807660
C,88662,159710415
P,53056,187451469
C,33,159650641
P,99,187349643
C,53,159655235
C,93,159392607
C,98,159436828
C,99,159372265
C,63974,159408063
P,75966,187742547
C,18,159323393
P,19,187677945
P,21243,186228081
C,16093,159287015
C,88,159293839
P,51,186244300
C,44348,159198561
P,64,186259462
C,57,159027820
P,32,186292675
P,60,186185694
C,26,159055065
C,40,159176461
P,77,186072765
C,73228,159089460
P,84469,186056853
C,56,159111234
C,96,159096413
C,36814,159100148
P,90306,186220073
P,8691,186164454
C,53326,159103924
P,19,186201929
C,96548,159185034
P,34817,186375160
C,89,159381410
P,58,186254125
P,37,186090183
P,16,186323171
C,88,159364775
C,42275,159341457
C,21,159386147
P,81,186073825
P,37250,186188569
P,41579,186283917
C,64978,159530714
P,62,186319958
C,1,159620456
P,70235,186284443
P,63,186236911
C,27809,159327257
C,15,159479924
C,8,159172878
P,35,186097683
P,34583,186149811
C,6,159217473
C,66558,159143685
P,24,186213973
C,59,159094761
P,3,186126756
P,35,186255339
C,34730,159139905
P,65,186283867
C,14,159270102
P,59,186341642
P,5,186276921
C,45,159279358
C,94,159110784
P,12707,186281811
C,59,159218628
P,51,186427202
C,81,159258500
C,100,159214361
P,36977,186426354
C,63,159177373
P,92,186465091
C,83,159018530
P,29,186229061
P,85,186130469
C,75,159000245
P,30,186375789
C,52,158951413
C,91,158918937
P,84779,186044896
P,68,186426063
C,50096,158958159
P,65778,186478642
P,17,186461416
C,41,158933128
P,12,186549312
C,77,158921090
P,90,186602725
C,2,158761943
P,81,186567241
C,18,158661558
P,15627,186632903
C,58,158648213
C,69753,157970481
P,92185,186817304
C,84175,157969947
P,15,186842907
C,23,157854485
P,87,186847372
C,70,158018163
P,56,186970215
P,55981,186828220
C,39625,158006478
C,70,157977429
C,92,158030866
C,24546,157925839
P,80332,187219083
C,5,158056596
P,79,187265388
C,67,158086292
C,67302,158002163
C,17261,157962131
P,54,187370922
P,86941,187438558
P,37,187231818
C,37985,158045494
P,78,187288301
P,23,187370893
C,6,158014407
P,33,187392836
C,92583,158050247
P,93,187181229
P,90555,187278285
C,51147,158103709
P,79653,187199325
C,4,158043182
P,6,186850695
C,50,158049513
P,52,185370057
C,35,158116648
P,41,185207093
C,46,158205553
P,20,185283221
P,40,185153231
C,12,158126189
C,47,158239972
C,97,157923309
C,99,157967908
C,89499,157922285
P,60122,185255223
C,83,157956359
C,97,157999405
C,84,157979914
C,69,157971635
C,41,157977947
C,81,157910918
C,50,157904098
C,37,157818151
C,39,157761952
C,37,157783955
C,28895,157546128
P,81480,186213618
C,90,157512343
C,42206,157584264
C,24,157515351
C,91,157657687
P,13757,186104351
C,249,157732385
P,33,186066535
P,96,186005059
P,55,186048005
P,31,185983990
C,22,157910071
P,81,186004430
C,22338,157948475
C,13,157911738
C,21,157739742
C,57,157655615
C,9,157529181
C,17,157379742
C,44,157428473
C,47,157370985
C,45061,157360759
P,94239,186616230
C,98400,157267157
P,4121,186635331
P,53,186425941
C,95,157325278
C,57,157418529
P,55945,186436524
C,6797,157467986
P,2,186304029
P,36,186334974
P,67,186447404
P,35,186170424
C,47,157299354
C,6,157395546
P,100,186328352
C,34895,157381511
C,10,157469667
P,18,185759362
P,42,185731796
C,25194,157395178
P,97,185896365
C,71442,157275470
P,95,186023265
C,38,157167710
P,86887,185890536
C,15558,157194046
P,72,185740350
P,42,185691053
P,349,185703519
C,72,157199807
P,12773,185575379
P,73,185533969
P,21534,185519813
C,56,157269366
P,72748,185533125
C,59,157275960
P,17,185488741
C,4,157289722
P,78,185392174
P,99,185274078
P,46,185182425
C,6,157277675
P,70,185118608
C,2,157283698
P,39,185214792
P,6,184850852
C,1,157216579
C,88,157225639
P,34,184427704
C,2,157175012
P,25,184845211
C,74067,157109691
P,10,184417264
C,89,156950804
P,38,184390792
C,60137,156809000
P,15,184402301
P,1,184346526
P,54,184477447
P,46,184462544
P,76,184486504
P,78,184402284
P,96773,184358578
C,93691,157238743
P,85,184183220
P,41,184253729
C,38,157289606
P,20,184291721
C,58578,157321889
P,94,184359355
P,8529,184365243
P,64,184334620
P,29,184391621
P,75,184302329
P,29444,184452215
P,79268,184551702
C,26492,158263220
C,29,158426350
P,64,184643735
C,68,158321923
P,65,184805237
C,4664,158436033
P,83,184812261
C,14072,158508740
P,66,184920290
P,44,184791734
C,77,158568002
P,14,184869208
C,61,158733418
P,77,185063599
C,9,158872308
P,100,185011913
C,5972,158954877
P,67,185062564
C,59040,159001680
P,96827,185042956
C,71,159008735
P,29,185102686
C,84,159097231
C,56430,159174982
P,89084,185639141
