role,n,time
C,47192,105360
C,12967,1248310
P,80738,2347885
C,30661,61506
P,66668,2625692
P,8240,2621763
P,19088,4971898
P,65849,4670206
C,91046,8179
C,43459,1018921
P,22515,5220691
P,78456,5255680
C,94518,8263
C,19153,8498
C,8371,9520
C,7419,8048
P,2828,5152626
P,7421,5219923
P,19687,5309184
C,28211,8788
P,16569,5335950
P,10439,5919362
P,25754,6183880
C,53764,113030
P,25714,6362815
C,88647,8749
P,73481,6432483
C,37093,8409
C,41688,28290
C,77274,9688
P,86657,6390319
P,509,6424645
P,91478,6488980
C,59708,132364
P,58744,6696650
C,86114,53458
C,31970,1013752
P,3713,6554101
P,13787,6510360
P,56662,6909798
C,99881,58762
C,57493,59481
C,51015,8752
C,23191,8765
C,6590,2740
P,24453,7145486
P,40041,7211719
C,22510,10167
P,9504,7201115
P,41398,7547750
C,33082,3525
C,54240,1864442
C,39478,1850336
C,47474,165188
P,56011,8620527
P,45980,9251991
P,22094,9305270
C,11189,3138
P,14990,9265919
P,25445,9525150
C,27058,9352
P,14661,9663055
P,88122,9728435
C,92082,21794
C,67765,12905
P,33430,9718754
C,67994,7724
P,68671,9999092
C,11251,57098
P,16267,10196061
C,76299,65527
P,21263,10248903
P,9348,10323325
P,83386,10569058
P,5215,1298
P,16692,1451
P,44169,966
P,23688,1362
C,50368,24282
C,14946,9395
C,78128,2993
C,42588,1467
P,7975,10418475
P,63465,1631
P,59609,1415
P,13614,1070
P,92331,10458117
C,79858,2808
P,24789,11021666
C,91931,3161
P,85243,11080030
C,60217,10401
P,71855,11219259
C,83071,9354
P,53118,13558811
P,73230,1866
C,58348,10474
P,18147,13514644
P,55994,13538517
C,20363,170956
P,8193,13838427
C,59355,104618
P,49140,13965444
P,32664,13989690
C,57275,10595
P,92565,591047
C,35186,8522
C,41896,9650
P,70267,825494
C,15451,7350
C,50211,3323
P,48571,2821
P,550,75409
P,70956,219758
C,90153,5805
C,50975,6565
C,8608,2732
P,25799,1969
P,75397,2452
P,2968,1300
P,21902,1316
C,3728,1926
P,58240,146971
C,82507,8338
P,52650,1279
C,15322,75640
C,70657,202578
P,58375,4947
P,16212,2235
C,7920,278235
C,78683,448806
C,28433,2877
C,78967,1399
C,20118,1307
P,60988,7325
P,18733,6830
P,30722,2175
P,944,1085
P,96981,1050
C,84049,134807
P,76053,4573
C,20393,148504
C,53825,348185
C,19152,2091
C,46448,1285
C,22095,1443
P,83267,4423
C,36297,546203
P,74682,5067
C,3419,508950
C,25035,572605
C,49050,615380
P,70500,4286
P,48835,5078
P,77636,1418
P,11712,4001
C,84349,264371
C,62056,737175
C,8635,879942
C,74905,952560
P,93726,5201
P,71329,13518
P,55467,4590
C,3674,481295
C,39560,222350
C,7370,819443
C,27596,846413
C,98619,872186
P,82387,10023
P,806,4475
P,55114,9062
P,42458,4110
C,2000,728939
C,79517,691178
P,48291,5579
C,77566,738878
P,79149,5772
C,67599,849339
P,65774,5762
C,61563,840244
P,85922,6041
P,51881,14594
C,59167,579680
P,40890,6650
P,32818,3455
C,44025,623516
C,37965,554630
C,42137,699158
P,78875,5466
P,71651,3125
C,63627,848288
P,87671,5927
P,71094,3133
P,22402,1427
C,2056,974365
C,5664,177313
C,3632,997522
C,56639,1038882
P,59004,5164
P,17469,13885
P,71089,3925
C,52137,204409
C,55153,1079773
P,82561,6396
P,56625,3195
C,23570,1086222
P,62329,65727
C,37762,1454376
P,58226,5264
C,98576,1496575
P,89300,5687
C,82776,1359118
P,81510,6026
P,22540,17328
P,713,11791
C,22029,116404
C,2715,1250
C,36723,1219485
P,52742,5930
P,81984,14824
C,99349,1205025
P,56666,6076
P,47426,3779
C,85092,72958
C,72947,1199371
P,50829,5985
P,29010,605
P,33445,532
P,18422,494
P,6374,522
P,26063,589
P,31420,882
C,49947,1250203
P,76557,6266
C,30520,23845
P,11799,6036
P,92950,129562
P,13921,7086
C,16170,1005522
C,14070,13932
C,58704,1083919
P,40818,7198
P,73667,9140
C,63543,914777
C,88969,12954
P,77052,334560
C,19707,27614
C,94279,931113
P,89298,6571
C,87927,997144
P,95766,4074
C,95544,988157
P,94545,6423
P,74884,6402
C,33626,835792
C,88402,1281814
P,86911,6185
P,26708,6029
P,8895,6824
C,5606,1020731
C,99132,1122805
P,93129,7043
C,970,1087013
C,57159,1263814
P,84266,7578
C,31511,1262887
P,46213,7665
C,97086,1122952
P,81072,8984
P,25519,6258
C,29894,998330
C,6678,1029049
C,44206,1098902
C,20132,909561
C,78678,985015
P,81394,7207
P,16454,1273
C,87429,891838
P,62881,9051
P,39119,71994
P,8627,7882
P,2935,8512
C,58184,524244
C,65092,518335
P,94148,37549
P,28671,120765
P,42376,8679
C,17518,1978
C,52314,3595
P,38483,22990
P,95794,267625
P,35269,77948
C,36897,118294
P,47662,281828
P,17999,363387
C,85424,66053
C,18194,100485
P,11289,929023
P,87121,924075
P,90090,851355
C,90945,6069
P,40377,939689
P,87982,1213723
C,72720,6562
P,71121,1197030
C,86142,6685
C,8764,26115
P,23751,1347526
P,89754,1581421
C,84915,7700
C,4896,3373
P,64990,1589373
P,49934,1851184
C,37810,2469
P,31576,2159102
C,74624,256318
P,4859,2144633
P,91187,2172264
C,73369,241154
P,48900,2297021
C,46540,215206
C,56684,154341
P,61795,2631258
C,21952,8683
C,11821,3164
P,33699,2607242
P,81542,2593000
C,44858,7222
P,32522,2664584
C,99258,10891
C,94508,12576
C,70509,1177
P,16148,2685807
P,78721,2787108
C,71113,8233
P,67781,2868459
C,68508,5960
P,91427,2896254
C,72546,11762
C,62786,30331
P,94450,2803692
P,13165,2744349
C,68163,193050
C,77044,12251
P,40021,2890119
C,37817,29726
C,31778,3786
C,1989,4672
C,25331,3132
P,82030,1071775
P,13249,2851690
C,2867,183648
C,83314,3483
C,86988,7611
P,25888,900746
C,62051,24982
P,22961,2606433
C,15814,83783
C,85900,14940
P,68266,790183
C,5530,58555
C,87651,13672
C,94410,1149
P,76624,2842457
P,55158,1207
P,64236,2865765
C,93854,7398
C,92477,15532
C,82633,1386
C,71843,893
C,16446,482
P,3813,121061
P,31657,15711
C,46913,935
P,57409,278918
P,420,15631
P,87731,4621
P,55433,561803
P,54049,384699
P,2308,485314
P,17159,654292
P,37173,753578
C,38229,1273
C,65420,5337
C,38288,1269
C,48833,3415
P,84925,205909
C,18298,5344
C,96845,13997
C,28890,1369
P,94379,287439
P,96026,745410
P,25104,788774
P,8209,929223
P,74677,1123471
P,67281,1205435
C,96074,10847
C,13746,4837
C,45536,14035
C,44254,15856
C,92063,4762
P,11030,418949
P,46053,430564
P,71420,1062152
P,3101,1149490
P,74800,1183759
C,9238,9761
C,92323,3833
P,4721,552271
P,42711,959506
C,70459,7332
C,95046,13607
C,18380,1098
P,28566,375050
P,56353,943068
C,62648,4654
C,23320,3454
C,92680,12680
P,36286,926961
P,76949,424018
C,62245,29509
C,78712,14123
P,43660,357226
P,62334,814492
C,35299,2190
C,11443,3036
P,55772,904377
P,4694,920045
P,90429,1017877
P,99004,943953
C,26909,4613
C,19874,4930
C,54594,5063
C,8584,4723
P,79780,729466
C,20542,5152
C,55712,4451
P,83636,634586
C,57614,4258
P,87147,595282
C,74940,4796
C,6859,4702
P,33610,452147
C,56332,4612
P,53181,456488
C,31410,4701
P,93242,500227
C,49460,4573
P,58242,498972
C,93883,4625
P,61007,421644
C,46442,4527
P,33413,311672
C,66087,5386
C,97,5288
P,31355,165455
P,743,313990
P,56187,294318
P,54629,332798
C,94625,56799
P,40880,255451
C,62734,5204
P,42676,241888
C,40889,4577
P,97658,142218
C,58808,4475
P,54954,136883
C,63750,4995
P,55178,48303
C,65538,8036
P,75283,195212
C,64383,5336
C,39060,4683
P,74221,149343
C,77627,5016
P,89461,173975
C,97265,5673
P,87704,206327
C,41208,5765
P,14494,144905
C,62195,5482
P,49294,178607
C,24819,5591
P,66277,209568
C,49135,15464
C,19085,5833
C,13217,6688
P,53486,107329
P,27526,142604
C,69640,5455
P,50852,90539
C,42767,7241
P,41687,80192
C,75001,4543
P,23703,49794
C,1178,15443
P,42832,54273
P,29747,150134
C,93141,4035
P,55988,201092
P,93706,232437
C,93792,4968
C,55737,5352
P,18528,308177
P,41431,323297
P,96838,266541
C,82941,5241
C,408,4229
C,68980,5081
C,9640,1562
C,87820,2301
P,86234,1001
C,56084,96792
C,72494,134988
P,71617,12546
P,22126,1030
P,34616,1415
C,89645,213176
P,94485,24017
C,56076,259678
C,40610,4298
P,88963,16276
P,19439,238357
C,84441,229328
P,29278,5591
P,40006,339861
P,42254,5899
C,47293,212895
P,22251,7257
C,30395,195752
C,96227,320212
C,47268,188947
C,37793,199613
P,84563,1515
C,73773,305389
P,93436,21507
C,19786,275224
C,78016,295835
C,86033,341449
C,14258,487742
C,8205,565827
C,49319,978
P,85557,23740
P,97191,1220
C,48254,639105
C,22308,574936
C,65485,6786
C,73514,825830
P,85062,4317
C,97917,737903
P,33976,1331
C,41995,704944
P,35221,4363
P,39212,6090
P,3364,1067
P,33514,558
P,86752,532
P,9454,524
P,41367,601
C,86068,464219
P,33161,4450
C,96646,395180
P,96102,3842
P,11415,12250
C,44267,193524
C,8655,250880
C,89648,278087
P,13302,87650
P,46506,1612
P,91828,25713
C,91363,499330
P,57130,20201
C,89586,297896
C,87844,201847
P,61690,5919
P,6568,7982
P,99369,81325
C,87118,7755
P,38087,72024
C,83484,6007
C,90913,61192
P,94022,5335
P,74930,503681
P,94048,55840
C,96377,5894
P,14141,207671
C,46083,35971
P,61084,346266
P,57650,652247
C,58095,12622
P,81159,348591
C,40374,35130
C,78839,9490
C,35977,5890
P,89186,108650
C,95496,5832
C,82397,2997
P,43848,202392
P,524,240282
P,42362,260155
C,76876,8940
C,7423,5819
P,26383,142402
C,21632,9106
P,26529,266297
P,22186,439458
P,45230,483364
C,66202,6258
P,76767,563641
P,7307,733928
C,89848,2985
C,77270,8674
C,9761,5819
C,46596,3710
P,11571,467433
P,46516,474637
C,34124,43211
P,62139,405522
C,44725,3899
P,92917,393655
C,70431,6639
C,68345,7345
C,55449,3774
P,60752,391386
C,60046,3992
P,44038,648559
C,73944,5246
P,29824,690627
P,231,720970
P,35285,800395
C,66956,3737
P,5878,751073
P,55804,789348
C,69424,3874
P,97413,783707
C,51878,4558
P,80458,890344
C,59198,5279
C,18786,38006
C,14224,6036
P,18528,758263
C,35631,36881
P,83786,597965
C,65989,111976
C,21135,90192
C,34578,4990
P,69564,135632
C,48788,4567
C,22647,3788
C,83041,991
C,79011,513
P,92972,67082
C,91639,3442
P,25790,968
P,29386,3901
C,54185,130388
C,32903,922
P,63882,106288
P,51041,17945
P,67316,3365
C,58339,226207
C,87891,4279
P,97319,122132
P,97822,2199
C,72829,4048
C,4677,4239
P,13729,38973
P,9384,2141
C,44430,4554
C,7974,47549
C,87575,96745
P,53156,3868
P,96930,2260
P,55218,4299
C,83209,43517
C,82584,685
C,24152,536
C,59230,522
P,78039,4973
P,22893,2534
C,63687,1017
C,65045,1084
P,29391,62745
P,43914,2488
C,51384,546
P,72983,164957
P,10087,2091
C,47664,3775
P,49928,216540
C,58847,5363
P,85030,394523
C,37867,3561
C,59854,3739
P,34492,363471
C,29991,3929
P,50665,314548
C,48654,4044
C,22241,3976
P,37825,256842
C,5114,3985
P,29598,356665
C,58373,4212
C,20020,251287
P,94573,342760
C,88259,5305
C,31860,6421
C,40182,30869
P,95661,191786
C,40185,3918
P,66732,86942
C,66210,3819
P,77148,283336
C,53927,3942
C,418,354212
C,59435,3340
P,36863,202381
C,30047,4306
P,95666,187145
C,30470,4484
C,70707,4525
P,10552,263908
C,13705,4230
P,2713,159201
P,78289,227934
C,57625,3764
P,15980,206202
C,25276,3775
P,34266,153148
C,45523,4100
P,31326,161356
C,24197,3895
P,67445,140894
C,16969,8477
C,13617,666536
P,73056,98436
C,96265,3707
C,46868,670830
C,15033,4137
P,13520,1117
P,33030,103998
C,63079,5021
C,58625,735040
P,90024,135078
C,36887,4136
C,28639,5125
P,25293,119748
P,57816,187361
C,96071,3478
C,4531,4189
P,10073,109426
C,22122,7466
P,4611,261015
P,18555,307195
P,62682,340224
C,46037,3774
P,55260,353105
C,92074,3843
P,62589,361862
C,49042,3768
C,11590,3510
P,45250,323658
P,52803,370634
C,3605,781172
C,68704,4359
C,7867,4144
P,63548,280207
C,90324,4104
P,64788,258515
P,55666,261159
C,83961,5322
C,68195,820059
C,3138,4515
C,46103,4010
P,28548,81610
P,11265,3931
P,25468,135956
C,40347,13454
C,21120,780372
P,59937,217846
C,61935,4111
P,30479,242032
P,91227,280699
C,86958,4028
C,35742,4857
P,34157,265440
P,28050,303537
C,91505,3557
P,93055,339935
C,39638,3496
P,49602,429928
C,80010,3641
C,3605,4657
P,97898,359897
C,46712,4589
C,60331,4841
P,19247,286934
C,32807,4155
P,39787,283682
C,42956,4543
P,69857,334065
C,60873,4719
P,60418,331365
C,18582,4143
C,46837,16656
P,81160,411670
C,73428,4095
P,94778,315698
C,54436,3669
P,44153,321819
C,39443,1255
P,16784,451955
C,65908,24851
P,44368,554805
P,89335,560171
C,27290,999
P,74574,378919
P,12511,246600
P,42434,510015
C,21890,967298
P,22436,543040
C,64736,1172
P,62521,577201
C,26537,1225
P,94809,573665
P,79193,611528
C,20729,4132
C,19935,3636
P,83912,301757
C,45938,23725
P,98610,203644
P,56641,18013
C,45934,132696
C,58250,112914
P,45180,4459
P,13372,124201
P,90643,158428
C,83059,1211072
P,31456,3246
P,14608,3066
C,77548,1150759
P,81172,3864
P,25058,3690
C,62190,1104694
C,742,1146641
C,72588,1162028
P,89934,3369
P,10990,3086
P,9721,4271
P,39358,3104
C,13784,1295651
P,21336,2781
C,74055,975735
P,19548,3264
P,53297,1103
C,93203,1033786
P,50083,3200
P,33753,2802
C,82770,965714
P,96378,3078
C,42986,1030122
P,49804,3086
C,15205,1028262
P,26701,3817
C,65021,1003756
C,58344,1119453
P,90870,3106
P,9124,2988
P,21119,3058
C,9344,1115249
C,19348,971919
C,16831,979720
C,61188,982184
P,73402,3169
C,92621,1016395
P,33296,2897
P,16571,3346
C,47434,939884
P,85514,3326
C,64929,879170
P,54610,3322
P,5995,3851
C,64674,765988
P,56708,2945
P,3115,3171
C,61947,842079
C,14593,749044
P,23297,2770
C,5884,701645
C,64998,718704
P,67059,3028
C,52147,742071
P,72435,3544
C,77361,740458
P,8170,3022
C,2863,829720
C,15955,845480
P,95828,3891
C,96772,946446
P,85109,2682
C,40484,865270
P,98425,2997
C,32976,861170
P,50598,3643
P,7139,3161
C,80313,783710
P,57375,5055
C,58354,794320
P,84178,3463
C,49743,775472
C,92990,790935
P,81517,2994
P,8064,3697
C,23586,744228
C,35395,805730
C,15339,856802
C,1410,943145
P,51333,1641
C,20966,1008732
P,96177,3661
C,56423,1028311
P,13957,3453
P,21764,3714
P,1710,3536
C,85183,871989
P,54543,5895
P,34106,4239
C,13666,777099
P,86993,4048
P,308,3947
C,38924,681723
P,67497,3825
C,68960,705976
C,4868,907680
P,54410,4013
P,29085,3854
C,4045,656452
C,37735,661196
C,67754,674680
P,66425,3520
P,33886,4041
P,23397,2787
C,81082,552207
P,13178,3580
P,42976,3278
P,7443,3499
C,23176,935361
C,66294,382861
P,27007,3076
C,54017,397757
P,86910,3244
P,17604,3937
C,97754,314528
P,31875,3463
C,44166,263599
P,95972,3685
C,86502,261344
P,67344,3333
C,48849,255750
P,81868,2981
C,66257,222470
C,40756,995490
P,62537,3027
C,62683,287770
C,8950,935758
P,45896,4586
P,15676,2606
C,2159,649338
P,4492,2989
C,42870,219565
P,73944,21543
C,69164,235660
P,4201,28542
C,81380,90126
P,41030,3456
P,96593,1302
C,581,96012
P,39663,22264
C,45509,142504
C,59683,14396
C,57500,120603
P,77920,34969
C,42690,1958
P,39500,31257
C,80210,85980
C,14754,1112
C,31866,129110
C,91893,154400
P,97739,1225
P,2588,1557
P,10965,5236
P,29184,51904
P,64088,228200
C,49105,3768
C,27790,3479
P,73793,178475
C,82316,14928
P,68025,300235
C,62401,5678
C,10372,3762
C,9107,5491
C,10939,8681
P,17850,152139
P,56546,229791
C,55742,1124240
C,41375,1034033
P,97218,230145
C,92102,3788
C,68089,4080
P,7080,154765
P,66053,172403
C,51764,3799
C,5190,1051278
P,41907,98383
C,74879,4298
P,94969,40259
C,65339,4099
P,78118,44746
C,52125,3928
C,45540,1206958
C,45998,37320
P,94846,137683
C,88434,52002
P,79153,189630
P,62890,143276
P,1163,143459
P,19107,367443
C,33485,18631
C,1961,1816141
P,259,330691
P,4762,428190
P,11401,435558
C,2841,1763735
C,9153,1668363
P,60382,589105
C,73346,3426
C,15301,1715223
C,37674,1766457
P,55016,5205
C,76031,1765025
P,77861,1502
C,50382,1779565
P,74448,4690
C,54406,1774087
C,67357,1825793
P,83808,4262
C,64941,1831702
P,59770,4334
P,6548,3882
C,77354,1979000
P,87367,4640
C,95558,1967905
P,77273,5526
P,24695,36636
C,90817,1497618
C,7440,1002593
C,19104,1218073
P,93566,36739
C,70341,1134904
P,10993,4538
P,18806,4045
C,73934,1065605
P,82719,4773
P,10863,3781
C,29008,955694
P,43604,4086
C,43103,945312
P,81012,5347
C,36530,1065842
P,61803,4281
P,47275,3807
C,80841,965070
P,3908,3986
P,51137,4030
C,97916,929099
P,91214,4305
P,33288,3891
C,49627,890951
P,18939,4273
P,12607,4090
C,67854,764266
P,41797,3839
C,77721,719257
P,86304,3826
C,42733,668966
C,73657,719473
P,99965,4022
P,18237,4202
P,606,4340
C,33102,760037
P,6268,4001
C,67331,558403
P,76615,3811
C,64983,556929
P,62784,4353
C,48734,593675
C,51297,406885
P,70797,1281
C,98035,676287
P,88203,3886
P,30406,3044
P,91832,3150
P,91616,1293
C,73553,374258
C,19994,796255
C,1904,948291
P,42056,3874
P,63012,3592
P,87275,1233
C,42500,902007
C,54837,1008262
P,88726,4133
P,95927,3202
P,30054,3684
P,14299,816
P,11667,565
P,25098,531
C,87039,937537
C,65402,2502
P,94498,64797
P,82052,3620
C,27539,999151
C,68748,2999
P,30146,3835
P,93638,167073
C,82906,1047214
P,65296,5029
P,8949,4047
C,88580,1070801
P,34102,4743
P,63960,1410
C,72369,1011364
P,82007,4437
P,19023,3690
C,53829,947866
P,52363,3793
C,86860,939020
P,18890,4434
P,34351,4149
C,917,843083
C,98065,990604
P,71789,3961
P,52272,3824
C,48851,970727
P,34487,3378
C,79702,987444
P,88267,3859
C,46765,1068276
P,41726,3720
C,25821,1045519
P,60780,3593
C,94722,1129607
P,12895,3589
C,81756,1144014
P,99920,3595
C,74944,1132238
P,84088,4959
P,15718,3898
P,24499,4505
C,94822,1061493
P,26924,5329
P,67189,4985
C,96146,824931
P,34928,3048
C,76329,802219
P,90957,3169
P,18892,3083
P,24755,3090
C,64350,632979
C,31318,3035
P,55474,3301
P,65642,861025
C,64545,633514
P,82756,3026
C,18348,618608
C,39164,13828
C,18146,782673
C,4997,14139
C,14914,714245
P,12062,1008350
P,72694,899280
C,44247,801020
C,15171,13646
P,71148,3650
P,32451,3141
C,30895,718646
C,74317,3841
C,40373,1038
C,18602,744316
P,44402,3368
C,16042,707334
C,92566,3146
P,68019,937732
C,58655,40083
C,65407,11670
C,15058,719639
C,50652,3342
P,66153,732367
P,42957,3276
C,2775,684406
C,65338,3482
C,27523,1050
C,77224,773771
C,68548,815865
P,95105,2912
C,86057,769064
C,72430,2676
P,97029,3155
C,18594,794822
C,19074,13882
P,62228,5548
C,10532,906801
C,66561,14240
C,2092,1199
C,10360,962870
C,11486,13796
C,72429,3272
P,91288,507740
P,88376,6944
P,9086,3615
C,82585,988721
C,73217,12764
P,75875,485300
P,59754,3040
P,19740,2964
C,3339,913895
C,88053,920147
C,39529,3523
C,8676,2574
P,71935,216746
P,65614,2070
C,54739,983895
C,43633,2218
C,60924,801
C,2441,2317
C,18427,2947
P,79668,307882
C,33486,1046499
C,79735,2039
P,90099,3721
C,16774,1142982
C,83962,569
C,40116,429
C,16384,422
C,69378,1151757
P,48174,3209
P,42113,2225
P,43346,3929
C,77086,1169965
P,73393,3070
P,21288,2745
C,90869,230435
C,14835,1068362
C,68795,1142786
P,59205,3281
P,49877,2176
P,10581,2961
C,80206,1090167
C,93360,213877
P,50602,2916
P,33826,2115
C,51005,1101754
P,85059,3438
P,1242,2349
P,5482,3799
C,97746,1151069
P,32304,3055
P,5544,2072
P,1371,3165
P,93256,2242
P,53641,3121
P,18231,3521
P,45808,2514
C,70857,397185
C,24334,1128840
C,10644,10238
C,38131,1209475
C,68219,1260674
P,98656,1189
P,16097,2157
C,46219,1344131
P,81962,2749
P,91735,2266
C,49972,215962
C,71388,1329861
C,97333,1377994
P,95828,2851
P,73345,2554
C,66777,228781
P,4591,3469
P,60306,4156
C,96448,1262660
P,27794,3097
P,8355,2956
P,61521,3605
C,73204,70291
P,99137,3535
C,27091,137265
C,51864,583
C,61839,421
P,69176,2862
C,16375,164929
C,44263,519
C,84385,201010
P,68431,2828
C,80631,204514
P,61184,4326
P,18790,3362
C,65412,206520
P,47989,991
C,88399,158153
P,42554,3279
C,63471,1056
P,94472,718
C,7304,216460
P,23926,3998
P,21220,23911
C,75681,453224
C,53721,829
C,28804,436633
P,11910,1642
C,84176,413759
P,39810,34806
P,69720,28231
P,7152,35080
C,76276,243114
P,19120,21104
C,37418,290800
P,57703,5313
P,37648,21326
C,78676,248104
P,88956,32489
C,32206,213304
C,89375,456436
P,58426,3434
P,34321,3270
P,3552,4871
P,63002,29225
P,76320,54065
C,83231,455486
P,16238,28633
C,5541,358507
P,6374,1101
P,22350,82997
P,83727,1097
P,2445,900
P,3326,801
P,15188,775
C,37770,21884
P,34093,269994
P,53125,174011
C,48596,725
P,93827,305811
C,4221,31482
C,49415,1040
C,74465,36602
P,57506,285895
C,38226,70595
C,76707,3138
P,75027,188673
C,36026,38170
P,4462,181364
C,16151,26740
C,98200,169639
P,26266,381426
C,9134,3475
P,30295,33198
P,66517,633378
C,39528,3298
C,66468,247801
C,4252,1042
P,39148,370210
P,90417,624456
C,52158,282912
C,39858,162988
