role,n,time
C,29470,6802086
P,26475,1865742
P,13065,216
P,83976,205
C,52951,6595880
C,97348,201
P,43715,2208600
P,89497,254
C,79373,6551120
C,68467,14538003
P,46416,6586397
P,79534,324
P,66380,210
C,47412,4810677
C,42029,283
C,36047,162
P,79351,6486756
P,8925,197
P,8752,169
P,21040,43186064
P,7256,243
C,74967,6497096
C,75206,225
P,52385,118543
P,15656,314
P,32763,6431235
P,22958,215
P,20772,14247997
C,93409,1563257
C,75225,299
P,85888,6435285
P,55139,231
P,36258,6392972
C,47749,6361080
C,67820,204
C,20666,213
C,40958,69915749
C,10684,70054735
P,83343,4617020
P,80361,279
C,85509,6901302
C,67061,169
C,19240,180
P,76394,4958069
P,39752,161
P,79022,236
C,61509,6907540
C,15462,270
C,34072,195
C,7043,169
C,48082,21718029
C,436,168
C,14112,195
P,69300,5648840
P,35175,200
P,54978,249
P,21261,214
C,83369,6996085
C,21486,175
C,27070,203
C,51028,53019704
P,71065,6289279
P,83859,268
C,73511,6949302
C,32572,183
C,44651,67722156
P,76696,14759995
P,17443,196
P,60057,165
C,31003,7089510
C,55825,225
C,10060,218
C,67720,187
P,84487,698809
P,14133,201
P,64773,225
P,22136,163
C,89387,7035393
C,10923,160
C,36004,146
C,21072,167
P,55640,1160291
P,72819,218
C,93928,6949622
C,8872,150
C,14077,142
C,13583,158
P,20830,1888810
P,88332,201
P,32770,174
C,97119,6927546
C,32428,205
C,8452,2119574
P,27046,2224401
P,8866,224
P,53108,224
P,29693,176
C,87958,6970505
C,45342,154
C,19340,72778615
P,5766,6709171
P,42747,218
P,42635,254
P,18319,282
P,33575,190
P,17404,13403895
P,9681,217
P,16734,184
P,3312,163
C,29741,5105009
C,94636,211
C,57807,220
P,45727,6719094
P,77298,204
P,52840,188
C,47394,13022111
C,48117,173
C,21320,197
C,36676,160
P,98229,6540336
P,37587,191
P,8819,167
P,18441,84366369
C,57621,1217737
C,80057,190
C,34048,163
P,55495,6384481
P,66294,206
P,12932,220
P,20640,212
C,75297,6306484
C,31778,341
C,24880,232
C,33915,199
P,77528,3386609
P,5469,329
P,69434,182
C,72413,3553148
C,49453,265
P,96842,3713980
P,54931,210
C,82225,5562527
C,84089,200
P,49348,4159402
P,57167,225
C,84129,5329860
P,71413,4489385
P,3872,190
P,501,202
C,85671,5254411
C,25156,58053250
C,15809,4917469
P,47812,12238225
P,80765,203
P,55334,5152374
C,76610,111868
C,78005,214
C,31460,222
P,82901,502081
P,95607,232
C,58752,5009570
C,33649,158
C,10884,156
C,68668,137
P,69653,842564
P,55017,237
C,89725,5000637
P,84823,1164223
P,43166,236
C,67018,4917823
C,20692,221
C,45068,200
P,72358,1417291
P,41451,227
C,86806,4881803
C,44492,56469132
C,9426,225
P,68097,4841719
P,70408,189
P,808,238
P,43864,44851639
C,76651,3501573
C,80959,180
C,25481,180
P,74795,4781397
P,72106,173
P,38743,18113300
C,77515,11353680
C,39244,186
C,27898,206
C,2880,204
C,30318,158
P,44867,4788078
P,68052,183
P,23782,180
P,43060,11382701
C,74505,1169290
C,99200,178
C,19533,188
P,63621,4718025
P,345,185
P,3317,226
P,25677,238
P,11646,208
P,47168,210
P,39950,11241449
C,30980,4691029
C,46535,220
C,43538,203
C,44210,208
C,25869,81069356
P,72721,3300839
P,23721,235
P,36917,236
P,13330,172
C,68044,4784322
C,80514,166
P,33636,3583443
P,73281,237
P,20077,189
P,3540,194
P,41661,181
P,15190,219
C,64070,4848718
C,38729,190
C,89592,197
P,84439,3988400
P,73985,248
P,12194,287
C,61990,4903015
C,38674,166
C,66304,10260403
P,54890,4369279
P,94668,206
P,18094,161
P,9375,200
C,96887,4963536
C,48872,165
C,29800,63039685
P,83373,4899273
P,53057,208
C,87863,4883802
C,46874,24758967
C,7000,198
P,85725,489761
P,89911,206
C,81041,4904096
C,68676,177
P,30935,858005
P,6431,191
P,37366,215
P,48425,180
C,79745,4954003
C,57200,180
P,24254,1261083
P,55247,200
P,42697,257
C,71678,4956443
P,88792,1693801
C,81148,5101467
C,68014,17017070
P,60685,5927940
P,81710,809
P,34624,6188226
P,14200,3856
C,79406,5503941
C,91377,368
P,89917,6809472
P,71335,293
P,9054,6754308
P,5352,215
C,61929,11808072
C,55933,203
C,71228,223
P,45321,7037641
P,15466,200
P,28780,199
P,83983,267
C,55196,1989970
C,30639,629
C,32140,346
C,44795,242
P,76493,7745999
P,61827,442
P,11777,290
P,18857,277
P,9489,296
C,87477,7892625
C,21344,235
C,70425,234
C,6297,265
P,52087,6301161
P,42975,281
P,86939,254
C,63903,8120784
C,84288,226
C,3926,298
C,11634,215
P,85180,6794808
C,23255,8093061
C,62381,186
P,75556,7192441
P,12477,315
P,78748,265
C,89621,8177985
C,2489,205
C,73767,208
P,61543,7650525
P,45201,294
P,20241,277
C,99322,8220919
C,57745,18495176
P,71133,13329115
P,90748,339
P,5772,226
C,73932,8506927
C,66030,243
C,9203,186
P,72933,850888
P,15427,174
P,13970,204
P,62064,178
C,50015,8640028
C,88509,296
C,4726,298
P,4479,1462003
P,38746,277
C,82016,8776712
P,94004,2136532
P,87025,302
C,81327,8935801
C,23395,328
C,72827,86065180
P,94510,2588785
P,98699,248
C,77051,9036189
C,98755,292
C,1595,185
C,14535,9118664
P,76744,8437955
P,68598,250
P,13637,8311238
P,31635,70522565
C,74712,5741941
C,56312,323
P,59881,7956130
P,31100,14860885
P,16719,200
P,3888,181
P,21085,105238079
C,86747,15086117
C,30842,416
C,56329,240
P,38356,8016720
P,4659,335
P,68064,237
P,27497,340
P,33929,103845777
C,629,412
C,69177,226
C,76934,188
C,19356,155
C,1347,151
P,79834,7453275
P,75325,231
C,81763,7399358
C,86903,212
P,71813,390
P,31755,192
P,57732,238
C,68803,7316633
C,35468,344
C,54065,4982708
P,771,180
P,26291,226
P,27263,189
P,43027,165
P,58034,200
P,7040,199
P,14717,188
C,32676,7483041
C,75890,353
C,66289,217
C,7940,168
P,94383,236
P,38835,175
P,44437,204
C,41305,7561414
C,97985,181
C,19101,210
C,30197,191
P,39760,6667172
P,43734,198
P,28510,179
P,16450,183
C,87475,7691493
C,23247,15981502
P,71365,16108357
P,16612,280
P,36571,234
P,47025,223
C,39967,7624291
C,34518,260
C,70049,212
P,82522,840135
C,81774,1010743
P,54318,1392687
P,27474,274
C,43370,7506845
C,28767,397
C,54506,33444327
P,41705,2184318
P,26966,346
P,47006,224
P,45924,322
C,71325,2508498
C,62846,353
P,54925,2806570
P,75598,264
C,51445,7538865
C,53439,277
C,11158,235
C,28471,230
C,17248,19883463
P,93196,7928357
P,38337,311
P,47362,219
P,11993,208
C,47771,6362230
C,54902,3050
C,21973,480
C,42769,440
P,86931,8575865
P,81072,434
C,31886,16514020
C,44754,456
C,52343,256
C,44296,156
P,84881,8463598
P,29815,389
P,56281,273
P,6203,253
C,29858,2027606
C,26565,314
P,48068,8789960
C,48920,8780240
C,73194,197
C,40091,162
C,22026,4364408
P,86231,5927779
P,84307,276
C,89196,8826136
C,35571,288
C,32665,201
C,11952,224
P,47428,6413632
P,49070,250
P,44563,239
P,48272,265
C,57423,8738887
C,55038,227
C,46014,252
C,31094,167
P,97832,7266605
P,55847,251
C,59427,8637751
C,1502,200
C,52880,163
C,9605,180
P,95241,7767387
C,86459,8673904
C,5982,157
P,96091,16202190
P,52187,204
C,55983,8441731
C,12272,181
C,1820,172
C,18073,169
C,87258,174
P,97048,592536
P,18554,208
P,36850,243
C,51675,8470382
C,25562,340
C,57861,202
P,62380,1143472
P,64008,250
P,13555,192
C,72309,8409304
C,37575,327
C,52833,1576152
P,33457,1695664
P,88810,204
P,49630,270
C,59221,8143316
C,11780,171
C,54328,182
C,28823,1966320
P,86796,2132136
P,59216,234
P,22493,186
C,87150,8124109
C,49633,336
C,44269,197
P,83539,7510813
P,99697,352
C,60384,525
C,61431,365
P,99191,7150452
P,25582,305
C,40626,16171064
C,55426,330
C,72179,202
P,22504,7579365
P,89194,290
P,32733,120205279
P,20002,235
C,88530,2135715
C,91682,356
P,15137,7291300
P,42200,217
P,48384,214
P,11887,221
P,52193,49452090
C,93020,7363757
C,78186,96238196
C,10483,5006518
P,14030,5167924
P,49451,191
P,11501,161
P,16350,172
P,66705,189
C,96815,5381767
C,29130,365
P,39524,5601315
P,4640,172
P,31592,202
P,40396,238
C,32567,5779446
C,43532,339
C,29794,237
C,10251,315
P,48273,6172490
P,60259,195
C,54240,7359010
C,70673,321
P,76810,6641950
P,41372,175
P,40316,161
C,95626,6812762
C,57987,400
C,17392,7165312
P,30334,15895058
P,88070,225
P,10,190
P,6715,213
P,53615,211
P,10501,233
C,12927,215480
C,19494,218
C,24195,224
C,75118,199
C,52546,624952
P,77494,751740
P,73741,324
C,99052,7431069
C,56278,96407211
P,66932,1237998
P,21097,201
P,54018,192
P,11723,375
C,84470,7545705
C,70675,310
C,389,284
P,64958,2358270
P,63871,563
P,10190,491
P,36554,383
C,56877,8166191
C,37040,439
C,41876,788
P,54089,3340020
C,54127,3324635
C,29147,505
P,89208,8786395
P,87140,697
C,70180,6541465
C,57280,509
P,61780,8751085
P,2581,327
P,71326,24621634
C,85121,15999043
C,79701,252
P,76435,147850
P,29978,298
P,57956,268
C,79590,1720875
C,4734,396
C,28691,224
C,16361,302
C,53245,254
P,77035,8457239
P,59803,516
P,18421,8509753
P,25666,127257475
C,90937,8630802
C,90805,401
P,7578,664
P,49080,367
P,74454,333
P,25451,288
C,61457,25065938
C,2356,385
C,78209,340
P,57724,6215449
P,14212,401
P,36003,218
P,19989,255
P,38501,255
C,50229,8817187
C,14513,304
C,26124,244
C,98238,227
P,63489,7504747
P,68991,308
C,95967,8871984
C,18353,7866248
P,64593,8054937
P,92905,310
P,3955,288
C,67969,8220724
C,6853,233
C,93592,246
P,74266,16290081
P,1488,295
P,21250,278
P,888,330
P,32635,248
P,11789,8919390
P,3669,301
P,20363,244
C,71708,8896158
C,13068,256
C,79080,240
P,46692,732161
P,25402,300
P,79497,282
C,98191,8911482
C,18527,234
P,86088,1185001
P,37518,244
C,15208,8711090
C,73505,214
C,76275,250
P,6697,1699262
P,50313,263
P,51373,252
P,45718,284
C,57869,7705163
C,50836,226
C,39982,217
P,55451,2222119
P,53411,255
P,18982,276
C,78732,7618886
C,38436,32121867
C,27869,72935780
P,98581,7845196
P,66538,305
P,20242,236
C,62448,5774731
C,41096,345
P,81124,7703499
P,34992,136242959
C,43981,15908282
C,4660,215
C,99539,173
C,12716,203
P,39788,7593343
P,2984,3778
P,69420,320
P,33459,136648000
P,11427,33405681
C,79513,337
C,26578,219
P,75001,7355981
P,4815,225
P,23727,134537065
P,5723,377
C,74487,7293995
C,91021,322
C,30901,157
P,97736,4765065
P,22826,280
P,3560,194
P,19660,203
P,3730,187
P,9591,238
C,92998,7080067
C,45280,5043828
P,35410,5174606
P,73466,220
P,29768,170
C,16259,6923547
C,81056,378
C,57619,100523142
P,70082,5733900
P,3036,183
P,18283,173
P,4666,177
P,73333,187
C,78617,7042896
C,50378,293
C,41143,190
P,88071,6221222
P,99382,210
C,45305,7007120
C,18404,313
C,21370,270
C,37176,196
C,65100,169
P,99077,6988796
P,27974,194
C,77214,6887585
C,38233,165
P,12203,585215
P,70643,252
P,73800,195
P,8863,200
C,98012,6920365
C,16822,332
C,14751,234
C,46388,193
P,82329,1122843
P,502,214
P,58210,241
C,12831,6957696
C,46884,344
C,48864,239
C,36726,244
P,69065,1711659
P,43626,241
P,75647,227
C,98428,1861243
C,81377,203
P,62265,2031120
P,13637,534
P,14748,331
P,84745,551
C,83678,7187580
C,42371,392
C,30791,7294181
C,26768,131257545
P,38768,6684885
P,61940,227
P,69717,216
P,19319,189
P,1990,4493418
C,91586,5178593
C,53488,174
C,17463,159
P,52869,6803643
P,12817,304
P,86356,213
C,48370,14403096
C,5341,180
C,69270,141
P,79535,6719808
P,56473,143128333
C,91721,1484793
C,14395,330
C,23462,197
P,52794,6768584
P,74302,220
C,29117,6581208
C,52724,166
C,95432,161
P,88241,4392453
P,78996,252
C,72924,6617654
C,92673,345
P,74403,4813527
P,25251,278
P,33099,200
C,98724,6581529
C,41194,167
P,55745,5303573
P,16983,226
P,6415,207
P,90123,182
P,6975,234
C,25383,6523955
C,65760,320
C,75694,86834984
P,88697,5875050
P,2012,206
P,86685,165
C,43482,6507275
C,97166,355
P,73315,13494966
P,19396,185
C,61006,6554243
C,24310,178
C,16658,180
C,14075,175
P,44419,595055
P,45418,195
P,7385,180
C,85591,6527675
C,9644,163
C,19202,173
P,80061,1174430
P,52968,363
P,19194,235
C,74701,6541061
C,87597,132708762
P,80519,1703166
P,55283,190
C,17191,6602072
C,68052,249
C,41401,1915640
P,99660,2038562
P,15715,234
P,64233,213
C,60449,6311760
C,4241,236
C,56951,213
C,42394,161
C,29494,137262596
P,42413,6273962
P,30539,221
P,83477,190
P,40106,45678409
C,81197,4787009
C,25157,303
C,81705,154
P,77288,6406505
P,21237,200
P,90700,206
C,89272,13139315
C,63025,285
C,25090,216
P,93015,6377130
P,47831,220
P,16640,6348030
P,15753,253
P,4737,234
C,39127,1293058
C,76087,201
C,22775,181
P,66015,6204275
P,17325,195
P,34380,201
C,54175,6113208
C,62063,205
C,39585,199
C,15507,36239693
P,82002,3805728
P,83486,193
P,2626,192
C,26873,3954750
C,61178,166
C,12192,180
C,30363,175
P,90843,4132560
C,28953,5862222
C,5047,190
C,55345,192
C,28720,12509801
C,10131,4458509
P,82069,4594609
P,62189,230
P,2894,214
P,38424,195
C,99423,5832207
C,71227,185
C,18011,4958558
P,90730,5093805
P,42736,195
C,76810,5724418
C,2230,212
C,52981,180
P,91482,12271352
P,94392,219
C,66195,5590970
C,10635,192
C,31857,175
C,81302,182
P,96748,436594
P,64371,212
C,24354,526081
C,10686,192
C,6373,199
C,61989,176
C,28841,152
C,7160,160
P,17628,833388
P,48322,218
P,19967,191
P,80447,180
P,7619,188
C,96671,5579992
C,53782,168
C,37920,1075979
P,75805,1339242
P,81322,245
C,91156,5478691
C,14334,175
C,27091,175
P,98676,1556776
P,58146,208
C,93296,5377746
C,34002,169
C,15483,162
C,24850,171
C,18925,11677710
P,81639,5092285
P,77811,236
P,34264,214
C,99307,3444735
C,91460,180
P,47225,4726805
P,81041,194
P,41965,154432362
P,20048,155962935
C,59599,11126741
C,44561,160
C,66021,109199744
P,74054,4716310
P,78633,210
P,17016,208
C,45896,1263466
C,91601,204
C,55673,156
P,28939,4753630
P,50027,201
P,30666,181
P,12738,185
P,29597,189
P,38661,65554304
C,95882,4798259
C,81216,169
P,59762,3151305
P,37186,256
P,79128,182
C,96705,4737971
C,53549,180
C,23624,160
C,18108,164
P,63993,3409941
P,86658,247
C,96578,4770543
C,21334,204
C,26140,3661333
P,26249,3766582
P,83929,211
P,59267,234
P,7404,187
C,92388,4734087
C,68376,165
P,76009,4237841
P,86575,192
C,27507,4698833
C,80220,171
C,43271,146
P,53598,10404726
P,24382,210
P,59859,218
C,84978,4695580
C,46525,177
P,15681,412425
P,64327,210
C,35528,4618405
C,23665,188
C,54164,24899176
P,29048,732365
P,4333,256
P,85824,225
P,43221,236
P,783,210
C,75131,4615785
C,35822,188
C,25298,948440
P,74038,1173653
P,72859,270
C,60770,4627438
C,32854,260
C,37007,221
P,55011,1467699
P,3667,220
P,80383,212
C,69307,4660400
C,26714,176
C,89583,166
P,91118,4652490
P,71191,190
P,24614,125940577
C,79621,3599235
C,7481,305
C,23673,200
C,70289,165
P,78235,4970841
P,72568,612
P,37732,338
C,94006,4959263
C,31276,416
C,49676,9781227
P,56593,4970816
P,39702,303
P,6918,201
P,46907,236
P,20720,162374289
C,73610,2713376
C,45614,334
P,67999,6347401
P,39009,233
C,30144,6366960
C,92371,186
C,15010,188
C,11389,173
C,32414,145343719
P,93354,4922429
P,87902,262
C,86076,6411756
C,29288,172
P,65203,5187725
P,48051,205
C,52340,6421933
C,90873,187
P,84818,5562949
P,69723,242
C,80762,6384155
C,56289,195
C,42299,5825739
P,96723,5968888
P,83814,205
C,86345,6402845
C,5636,190
C,39681,183
C,2256,179
C,55382,6368174
P,33586,11212496
P,17616,259
P,67803,201
P,40716,190
C,84252,105414
C,55456,190
P,52216,490181
P,26006,236
C,79147,6503964
C,22377,206
P,33489,832864
P,46666,192
P,79541,194
C,65116,6454542
C,25644,200
C,24418,190
P,55647,1196886
P,15523,215
P,78128,231
C,82581,6402466
C,3467,189
C,24760,187
C,1256,207
C,74039,1396265
P,56453,1471505
P,54041,223
P,23844,188
P,9599,173
P,16906,188
P,11761,171
C,90733,6481007
C,17460,233
C,37333,170
C,17470,166
P,56567,6482750
P,38788,262
P,85056,215
C,96569,3461501
C,94719,218
C,349,217
C,2408,165
P,37121,6233341
P,33194,220
P,37638,191
P,80589,171
C,76949,6273764
C,81111,197
P,53919,6225006
P,86397,238
P,18381,144152777
C,62323,1225710
C,77896,202
P,59632,4742032
P,59345,231
P,15626,213
C,80867,4702048
C,40725,165
C,32535,207
C,7222,164
C,24279,157446002
P,76229,3121403
P,83361,237
C,33113,3276011
C,30324,179
C,32518,194
C,1862,150
C,20450,148
C,35493,140
P,79193,3497961
P,29687,226
P,40415,202
P,36924,196
C,48091,4770517
C,57051,192
C,11112,196
C,2224,209
C,63632,153160610
C,11162,173
P,72664,3948063
P,35253,231
P,38272,200
C,92631,4846627
C,18230,4840666
P,97759,4291681
P,58126,225
C,67471,4780208
C,92250,180
P,92955,11241693
P,44410,228
P,1278,191
C,57011,4733181
C,16744,186
C,43447,189
P,21463,416380
P,18096,228
P,5697,195
P,26316,181
P,1236,190
P,10392,190
C,44742,4796768
C,4930,231
C,16940,166
C,70307,154558210
P,64910,829949
P,2296,223
P,79663,226
C,62886,4831977
C,72356,195
P,18103,1245745
P,93648,218
P,45592,180
C,96437,4786029
P,66545,1523269
C,63857,4634336
C,56120,27727293
C,18378,205
P,19945,4618161
P,32698,203
P,59153,179
P,70801,229
C,60035,3328561
C,82048,168
P,90223,4556455
P,41724,218
P,24819,34028884
C,48585,10822301
C,39761,203
C,71144,189
P,44130,4544095
P,94848,214
P,21607,170905162
C,54449,1195889
C,56819,279
C,78914,345
P,43831,4597493
P,51284,295
P,47049,290
P,39901,138591006
P,6921,279
C,86851,4931380
C,51869,363
C,22290,199
C,32306,92695733
P,70001,3771703
P,14565,347
P,95586,277
C,95623,5308863
P,45305,3980411
C,78610,5233096
