role,n,time
C,52540,495
C,9459,281
C,382,295
P,95224,68148433
P,47240,147
C,1265,426
C,93349,290
P,95894,68953916
P,14735,157
P,6941,129
C,84151,384
C,84675,291
C,9892,264
P,63052,70681457
P,77108,137
P,15222,113
P,21371,119
P,1429,71229447
C,16199,346
C,60405,282
C,93765,184
C,23427,184
P,40961,72479301
P,24394,115
P,19168,147
P,91214,122
C,64682,267
C,47593,206
P,42030,73361216
P,13815,152
C,43110,463
C,54458,218
C,25907,201
P,57638,73789415
P,18179,134
P,34088,102
P,24480,103
P,34360,74581816
C,54410,270
C,83968,242
P,72740,124
P,20510,99
P,33621,75001003
C,29234,359
C,99440,201
P,38897,123
P,52426,155
C,46398,333
C,75,196
P,18149,75582576
P,47607,108
C,56991,242
C,24469,237
P,96713,76020405
C,78539,289
C,36755,274
C,10896,280
P,40481,76728874
C,15698,285
C,43240,235
P,91316,77242992
P,40095,113
P,21356,136
C,9434,540
C,81789,259
C,38547,475
P,43017,78025559
P,20181,153
P,6076,148
P,42892,165
P,47367,117
C,16678,349
C,78898,500
C,70699,405
P,77734,79205087
P,14043,113
P,69779,79548607
C,82099,353
C,85091,223
C,13664,259
P,42539,80012680
C,15011,254
C,33163,207
P,21618,80320835
P,48337,155
C,37505,291
P,32846,80721975
P,10406,114
C,20989,555
C,18546,424
P,28644,81548245
P,66058,91
P,13866,106
P,22567,102
C,8769,385
C,9510,490
C,49217,105124
C,9766,260
C,877,232
C,22419,251
P,52835,83081457
P,65795,134
P,3033,120
C,679,513
C,63045,291
C,75655,211
C,11965,238
P,86349,84803787
P,34829,115
P,15064,164
P,17665,86
C,81071,249
C,85739,190
P,31829,85504711
C,39622,270
P,92105,85850120
P,88722,180
C,95295,270
C,12468,202
C,68006,209
C,16642,219
P,38301,86968827
P,63845,131
P,52807,107
C,60365,315
C,78248,194
P,46292,87433429
P,93650,106
C,69867,280
C,82415,201
C,8830,238
P,84271,88035345
C,49342,314
C,21645,215
P,95049,88541485
C,84330,281
P,70781,89027229
P,54290,127
P,42574,89623512
C,81566,762
C,82159,426
P,77662,90858545
P,3338,158
P,25249,103
P,56611,151
C,42945,745
C,8833,545
C,90632,362
P,59264,91619652
P,35668,89
P,30726,115
P,16477,92414089
C,13551,324
C,26147,216
C,85990,211
C,6290,400
C,38855,380
P,97622,93397435
P,25568,150
C,24526,370
C,51939,239
C,30396,196
P,2104,93990049
C,1741,280
P,56713,183
P,63872,105
C,89492,235
C,28175,200
C,16900,223
P,64542,94791015
P,6454,107
P,88364,86
C,38765,275
C,84780,205
P,34037,95643056
P,72634,96064678
P,6925,96587861
P,6162,201
C,62038,315
C,17972,253
C,77507,271
P,84193,97805490
P,12401,105
P,42032,98156161
P,22130,98598506
C,40704,369
C,34604,316
C,6594,238
C,1314,210
C,42405,271
C,48000,207
P,1818,99550861
P,91301,102
P,82499,103
P,4057,100164191
C,97084,282
C,8983,308
C,38574,232
C,39178,240
P,75097,100857308
P,83240,137
C,3694,565
C,86934,308
C,58560,235
P,13998,122
P,83397,101509590
C,47610,251
C,36331,251
C,5329,216
P,86887,101953511
C,86847,270
P,84140,102426428
P,49186,105
P,36323,133
C,52714,430
C,90333,257
P,29407,103012464
P,31288,137
P,64445,118
P,21065,99
C,12269,527
C,69667,338
C,47476,286
C,23982,224
C,22140,244
P,23443,104292302
P,51811,127
P,5063,106
P,20240,102
P,42308,93
C,77800,317
C,54849,288
P,61466,105672722
P,43708,105897075
P,21436,180
P,31640,102
C,26210,275
C,85161,239
C,30175,190
C,20771,212
P,5751,106732834
P,72435,110
P,143,92
P,72460,87
C,92623,278
C,75146,201
P,41370,108010601
C,24537,430
P,17752,121
P,44101,113
P,73399,93
P,17486,108764187
C,47756,626
C,3325,376
C,21977,255
C,55014,436
P,23343,109274142
P,95938,129
P,18419,109808816
C,9491,273
C,53716,249
C,86535,207
P,13280,110164807
P,33351,133
P,97446,96
C,71387,294
C,36455,256
C,18276,249
P,91737,111079278
P,18348,111525356
P,17230,87
C,89085,318
C,59029,163
P,40950,112400862
P,20302,121
P,89928,110
P,5441,113278368
C,68238,106
C,78843,92
C,3502,100
C,26762,80
P,10539,114320495
P,12952,130
C,25410,72
P,7502,114781455
P,86127,149
P,66444,86
C,69328,86
C,6838,87
C,30860,87
C,9315,91
C,51641,201
P,17354,115324830
P,62761,88
P,23685,124
P,88238,164
C,48757,157
C,10326,130
C,82111,84
C,30825,101
P,38139,116717243
P,49161,125
P,35171,100
P,37833,118
C,75373,101
C,68014,104
C,16094,85
P,11293,130
P,81456,133
P,14895,119
C,21100,77
C,48161,74
P,34293,129
P,7450,104
P,23600,103
P,26126,85
P,6393,105
P,1846,118893110
P,35337,139
C,71595,156
C,55104,97
P,39872,119966670
C,7195,59
C,32285,100
C,40261,79
P,78644,92
P,87399,109
C,76325,83
C,14038,76
C,46581,96
C,32798,88
C,7027,54
P,20380,120977820
P,22372,102
C,31436,89
P,30853,120
P,22705,92
P,65382,90
P,34240,89
C,64898,53
C,52530,95
C,47467,95
P,31857,122368333
C,30159,72
P,44327,119
P,23560,117
P,80464,109
C,2552,77
C,30855,101
C,2906,87
C,40943,150
C,20118,99
C,27115,92
P,5791,123606431
P,73321,87
C,16363,118
C,36770,90
C,12172,108
C,36296,87
P,98446,124280559
P,1694,125
C,45725,66
C,71171,89
C,3278,89
P,72953,121
P,29841,102
P,524,124756164
P,88780,144
C,46176,91
C,34928,93
C,52273,95
C,21511,132
P,63988,125749585
C,50193,80
C,620,94
P,10139,126191557
P,96930,104
C,57035,64
C,3345,119
C,70728,80
P,71067,126972575
P,25130,104
C,22966,168
C,86960,77
C,8988,79
P,87506,127411900
P,5045,95
C,4209,66
C,14116,80
C,35342,86
C,15664,96
P,10994,128173869
P,2272,92
P,77670,108
P,6231,128672665
P,47683,108
P,3938,129015806
C,32054,93
C,29768,90
C,7135,89
C,34097,84
P,21728,129266249
P,80607,82
C,9545,96
C,89703,82
P,69841,130026744
C,53488,84
C,9569,89
C,7325,95
C,70457,73
P,96607,130921794
C,38498,82
P,28779,122
P,56298,131503377
P,1506,131842100
P,42476,127
C,94538,77
C,43801,105
P,32281,132262771
P,61258,115
C,34887,93
C,45117,81
P,44144,133248131
P,46135,133562287
C,70472,55
C,89383,101
P,1630,113
P,39010,121
C,38180,83
P,52482,134427901
C,18775,80
P,72962,108
P,3460,102
P,43902,155
C,28658,90
C,24895,87
C,93124,97
P,97467,135376693
P,52273,141
C,78904,142
P,79855,136219871
P,33036,136561820
C,93680,161
C,51102,157
P,40553,136992978
C,43844,127
P,75762,137381325
C,9425,130
C,8603,87
C,63174,98
P,86904,114
C,64985,94
C,53090,82
P,62461,138142572
C,16687,102
C,20352,83
P,14359,157
P,5384,112
P,18559,116
P,72026,120
C,93318,125
C,31739,130
C,20430,99
P,89739,139346864
P,68153,137
P,1782,115
C,36559,73
C,32761,89
C,15543,86
P,26631,122
C,98103,96
C,3658,79
P,285,140402128
P,19433,107
P,75660,85
P,18722,114
P,15647,123
P,7647,91
C,80076,86
P,53399,115
P,26341,104
P,49235,105
C,17873,118
C,41044,96
C,47362,87
C,4602,86
P,84420,141200290
P,24186,189
P,2674,101
C,17045,73
C,55025,77
C,10745,86
C,48933,93
P,50646,141838696
P,18997,92
C,89251,69
P,5414,121
P,78789,139
P,61752,101
P,6402,142903334
C,78803,73
C,60805,115
P,41429,143768687
P,43806,94
P,53029,154
C,36744,70
C,92396,80
C,52650,86
P,25876,144776525
P,58332,141
P,25875,145
P,23701,86
C,82948,69
C,40735,112
P,57283,145318429
P,74835,163
P,30602,91
P,3451,132
P,9680,94
C,76313,73
C,7224,85
C,56008,95
C,25140,88
C,20348,86
P,98461,146094240
P,65295,148
P,2651,85
C,40381,84
C,17497,75
C,94525,81
P,11751,146595987
P,85158,121
P,29872,120
C,69056,87
C,19906,87
P,45965,188
P,16296,119
P,50747,147740594
P,22411,117
C,85881,117
C,40515,99
C,19451,88
P,34755,149069204
P,91596,149221779
C,29895,59
C,50757,99
C,81964,96
P,1357,149834031
P,59900,195
P,43739,99
P,44120,146
P,3576,150625200
C,92526,143
P,75672,151181260
P,50749,115
C,74695,115
C,87102,89
C,20438,115
P,1762,152045717
P,80648,99
P,59959,118
C,55359,79
C,22898,72
C,54886,93
P,3046,152889115
P,14706,114
P,43029,100
P,9910,177
P,94542,116
C,5195,136
C,95604,198
C,14638,110
P,81449,154700014
P,25501,155254708
P,7704,143
C,61280,178
C,93543,119
P,33635,155839840
P,61885,104
P,4782,141
P,42440,95
P,76,87
C,71418,114
C,67857,119
P,33134,156813794
P,76098,112
P,8729,147
P,39349,108
C,22583,185
C,66711,84
C,43166,102
P,26948,157521423
P,93764,92
P,7689,157886573
C,15968,121
C,37884,78
C,81633,95
P,13651,158520273
P,40185,105
P,66717,99
C,5084,112
C,99536,100
C,27775,62
P,57508,159496474
P,41601,125
P,51466,136
C,75242,95
C,72223,80
P,63829,160311164
P,70079,131
C,80094,89
C,19273,66
C,13492,76
C,37225,101
P,56827,161333814
P,33923,90
C,65288,113
C,38072,120
P,69023,112
P,80526,84
P,28047,161786554
C,75945,78
C,42734,85
C,50759,88
C,14062,85
P,54925,101
C,26577,73
C,32095,92
P,87516,162640081
P,95840,87
C,94214,82
C,23221,91
P,16457,129
P,76876,122
C,65018,82
C,56401,78
P,14284,163785449
P,70345,83
P,34873,97
P,25241,164144630
C,56397,70
C,21841,60
C,30757,72
C,40822,86
C,18146,91
P,67622,165285170
P,53325,85
C,15369,84
C,58194,105
C,59109,83
P,25011,165691192
C,9,76
P,65502,120
P,45170,119
C,84116,93
C,5686,150
P,79347,173669
P,35865,113
P,9884,177
C,36118,80
C,89562,79
C,32731,80
P,20737,167185088
P,84938,98
P,64386,97
C,46350,86
C,15296,95
C,4648,89
C,1909,102
C,47211,85
C,33062,77
P,95705,168218142
C,54513,82
C,22451,108
C,17618,65
P,78426,169003661
P,35390,100
P,31643,103
C,93703,80
C,57227,85
P,66487,169989654
P,25885,98
P,1800,122
P,53780,95
C,90518,60
C,46861,77
C,14155,80
P,46546,170551836
P,42277,95
P,64340,145
C,2192,99
C,66881,146
C,73000,86
P,87660,171552035
P,25013,94
P,6586,100
P,29264,171953278
C,79203,75
C,33542,83
P,51036,172421881
P,29916,97
C,45308,61
C,27306,94
C,55939,100
P,70186,287887
P,60277,119
C,43653,136
C,25444,75
C,21137,99
C,42229,101
P,21677,173427832
P,16371,85
P,23823,89
P,89675,85
C,63885,81
C,42872,180
C,30804,136
C,33647,85
C,5108,108
P,73010,174149012
P,80658,112
C,54481,71
C,41528,79
P,91625,174528992
P,28474,124
C,6713,83
C,37738,90
C,33036,86
C,45509,80
P,28385,175138581
P,63857,78
P,18024,175775857
C,12069,70
C,42055,88
C,89703,93
P,56211,115503
P,90730,111
P,3681,176245230
C,47558,74
C,21410,123
C,74409,112
C,28748,83
P,67660,177344476
P,93508,108
C,71324,103
C,67158,80
P,76283,177583071
P,59469,114
C,41214,77
C,52283,119
C,38833,76
P,98549,178534696
P,28472,178856355
C,47900,105
C,29462,94
P,70697,179667534
P,13829,180338988
C,83173,75
C,82108,95
P,36355,181060693
P,42985,100
P,98287,121
P,2793,151
P,6170,87
P,6547,124
C,27854,121
C,81860,110
C,29597,83
C,7331,78
P,89826,182558401
P,46597,91
C,41270,81
C,10866,77
C,51246,101
C,57991,85
P,30391,184176100
C,1241,78
C,47629,80
P,30172,184609708
P,59521,129
P,88502,139
C,67380,81
C,13296,76
C,5376,88
C,18182,96
C,17280,88
P,26152,185617043
P,52610,101
C,70107,70
C,54041,86
C,13714,80
P,11559,110
P,38826,85
P,93509,82
P,19705,83
P,11022,122
C,38603,85
C,83629,115
C,12950,69
C,7272,106
C,13935,88
P,2476,187167803
P,89081,128
P,50837,102
C,97272,56
C,31096,102
C,16166,125
P,8483,188646305
P,89610,115
P,78683,188864680
C,80932,112
C,74575,138
P,72548,189575118
P,84655,144
C,41324,67
C,35748,93
C,39706,87
C,3659,72
C,21390,76
C,34427,74
C,3398,148
P,35800,190982975
P,2913,83
P,57076,96
P,3564,120
P,51674,191336561
C,33886,77
C,56051,122
P,10593,191592405
P,78876,126
C,60029,115
C,45344,115
C,43442,90
P,47215,135
P,9447,192401515
P,89373,140
C,22711,90
C,60445,116
C,24874,87
C,59873,91
P,17227,192953622
P,36848,97
C,22666,104
C,29917,105
P,82272,112
P,2282,104
P,78066,116
P,25125,193907957
C,82295,79
C,93710,113
P,50404,120
P,46033,90
P,30882,99
P,39006,194628895
P,7478,195862389
P,9687,196370982
C,75811,96
C,39221,79
C,59501,84
P,60510,128
P,7392,88
P,64900,196795819
C,9200,97
C,18713,77
C,74275,79
C,46276,90
P,33706,197866553
P,37751,124
P,31323,131
P,5813,125
P,25160,93
P,34680,133
P,14690,99
C,39076,154
C,91373,79
P,44457,199301366
P,76474,154
C,68989,145
C,49321,95
P,98513,199825614
P,10688,199996349
P,22255,144
C,93339,94
C,91752,93
P,97116,200886552
P,62525,144
C,6626,101
C,6170,111
C,652,89
C,83398,101
C,29760,112
P,59647,201424024
P,93354,120
C,50718,73
C,9879,80
C,16745,83
C,45096,98
C,34167,94
P,43075,202416429
P,68574,136
C,53500,140
C,76829,112
P,45586,202881516
P,94414,139
P,1996,145
P,32251,203344768
C,53777,150
C,93461,79
C,28574,104
C,10186,86
P,14771,204594032
P,72698,124
P,34514,118
P,36439,104
P,28857,141
C,77606,129
C,414,124
C,41187,105
C,43627,71
P,47019,205890655
P,75512,152
P,36389,206370622
C,76228,62
C,40821,92
P,9579,206667087
P,38315,111
C,94335,95
P,45262,207356587
P,98116,133
C,9147,73
C,31724,104
C,89049,97
P,93125,249019
P,8317,103
P,29308,83
P,12311,136
C,16987,75
C,74470,74
P,48199,208787252
P,540,131
C,22825,61
C,94154,86
P,25156,209434860
P,88311,135
P,41292,113
C,66299,69
C,2480,85
C,22659,110
C,9336,87
P,89678,210352623
P,7504,210587632
P,23300,211023215
P,1368,211385511
C,46043,135
C,9432,130
C,51116,81
C,80962,73
P,75615,212058666
P,62636,142
P,37782,76
C,63397,105
C,88639,89
P,64931,212651865
P,47221,136
C,52981,108
C,85108,97
P,16217,119
P,31112,84
P,7141,85
P,47538,134
P,16136,94
C,15750,85
C,89714,90
C,21299,83
P,46666,213455446
P,68807,148
P,60307,213963742
C,95874,100
P,61253,214409166
P,43662,214745056
P,7235,132
C,62985,88
C,29369,86
C,83714,92
P,71660,215529752
P,84147,146
C,64596,145
C,74487,83
P,47531,216551159
P,87108,128
C,84584,123
P,57045,115
P,30786,101
P,14572,101
P,6968,217099122
C,62827,81
C,61750,90
C,33979,117
C,12098,110
P,99182,217714187
P,75146,115
C,33891,99
C,17351,63
C,12422,95
C,73702,103
C,31865,88
P,11946,219364745
P,43382,114
C,6080,80
P,19196,99
P,76391,134
P,17324,219952773
C,49543,72
C,68090,87
C,11591,97
P,15022,220601206
P,71123,116
P,10887,118
P,31888,221404610
C,89592,75
C,29274,95
C,47338,89
C,7997,142
C,8178,88
C,6568,98
P,68819,222957177
P,78845,135
P,9374,223512963
P,22179,223678834
C,97142,85
C,66516,104
P,48361,224133094
P,86076,125
P,44392,100
C,71314,87
C,62963,106
P,94426,225027692
P,5512,225462192
P,28601,226109874
C,76254,110
C,14076,106
C,58211,132
C,7209,96
P,51330,226602792
C,59930,94
C,12136,128
P,71165,227247892
C,56565,59
P,89298,139
P,2825,227563104
P,78836,227991920
C,76497,125
C,39212,82
C,3192,105
C,74346,90
P,60414,229176380
P,32047,118
P,90007,131
C,9253,64
C,28047,90
C,64197,125
C,80516,88
P,51926,130
P,98968,94
C,2530,56
C,68669,109
C,44715,90
P,25362,230500956
C,49059,64
C,10928,103
P,48295,231046179
P,56005,127
P,46353,91
P,29671,231418981
C,75096,84
C,297,66
C,30460,93
C,17093,105
C,19292,96
C,35183,77
P,49335,231983765
P,52980,131
P,26689,103
P,52183,141
C,39270,101
C,89365,97
C,50504,77
P,10420,232786623
P,24796,122
P,1505,123
P,6888,95
P,39243,116
P,80877,124
C,97199,68
C,55168,98
P,76074,233940671
P,20367,103
P,70984,124
C,13669,128
C,30103,162
C,78589,206
P,50060,235990002
P,6621,236385150
C,50954,222
P,57980,166
P,22539,221
P,45554,237203978
C,39339,111
C,62446,119
C,93319,112
P,57559,237802169
C,32819,83
P,31611,127
P,95349,125
C,69826,72
C,19529,94
C,18254,111
C,36210,96
P,4753,238965167
P,7121,133
P,74235,117
P,37179,153
P,48052,100
C,92197,54
C,67369,114
P,51982,239593178
P,66843,132
C,80748,69
P,19235,240058490
P,71180,191
P,13598,120
P,6123,240797599
P,13615,126
C,58091,84
C,41927,85
C,1663,142
C,27610,82
C,12619,85
C,17785,133
P,81817,241696440
C,26567,83
C,54118,106
P,96513,126
P,49220,146
C,13666,99
C,78364,70
P,72893,242783020
P,45476,138
C,36535,154
C,60481,83
C,93976,85
P,1254,252699689
P,98112,118
P,22494,89
P,65902,110
C,36817,95
C,7932,81
C,47960,89
C,70941,89
P,43044,254033503
P,66270,171
P,27571,110
C,2189,1903
C,7714,547
C,4431,148
C,75556,110
C,56905,88
P,19954,255655241
P,66299,125
P,1933,255965755
P,53372,130
C,42864,88
C,37747,84
C,54320,81
P,37374,148
P,18483,95
P,3476,105
P,73386,100
C,91986,118
P,43412,125
P,31733,96
P,21383,257060397
C,96057,59
C,39250,134
C,29791,147
P,58589,257462268
P,7441,137
C,35250,95
C,14521,90
C,9253,210
P,59060,154
P,78717,118
P,12775,258380449
C,80421,146
C,69265,119
C,4379,95
P,65740,259013845
P,9480,135
P,95607,125
C,25018,76
C,83996,96
C,25847,82
P,57963,259829728
P,77936,128
C,58220,118
C,69345,109
P,92672,260210919
P,45542,135
P,7823,260540105
C,8641,151
C,58108,154
C,79159,146
P,34562,261261249
C,75894,63
P,37584,148
P,38655,142
P,68878,127
P,23636,84
C,22840,61
C,17736,92
C,92740,89
C,39912,91
P,61655,262814588
P,59279,263010375
C,39476,64
C,18152,107
P,40294,263458645
P,54544,86
P,21890,97
C,65137,110
P,57029,264101835
C,90101,80
C,36096,187
P,22094,264565007
P,63974,116
P,49765,132
C,81452,104
C,84854,86
P,82973,265994229
P,77540,79
C,27964,109
C,96873,78
C,46093,89
P,28100,266894083
P,10915,110
P,4356,158
P,14531,122
P,16876,147
P,66190,124
P,7170,132
P,38280,110
C,22968,97
C,13537,112
C,94603,86
C,53677,94
P,85717,268418441
P,6068,101
P,22547,107
C,68234,66
P,19934,109
P,67474,151
C,97609,64
P,75001,114
P,70386,125
C,62091,120
C,16672,116
C,37214,99
P,72177,270746737
P,31882,103
C,85524,76
C,954,83
C,66232,90
P,27331,271727853
P,43129,102
P,61894,130
P,13744,86
P,7952,85
C,49346,89
C,4079,99
C,43095,119
C,52013,120
P,47844,272435542
P,99486,94
P,3644,96
P,4036,272920043
C,15146,198
C,36824,153
C,21999,90
C,39414,73
C,22952,89
P,39758,273689248
P,67836,105
C,42397,131
C,28315,70
C,13006,150
C,62255,85
P,37599,274055740
P,78990,129
P,8297,107
P,6309,114
C,29361,104
C,99612,71
C,4822,103
P,2515,275538321
P,11294,160
P,99666,103
P,39426,84
P,17124,122
C,45722,165
C,39035,101
C,36918,75
P,70159,276679785
P,3470,277031756
C,97649,92
C,26117,99
P,25288,277581682
C,6676,95
P,69892,277947456
P,11355,91
C,89775,96
P,69466,118
P,36719,153
C,53559,73
P,96603,278724394
C,37878,75
C,14777,82
C,96910,127
P,30492,279911644
P,71735,115
P,76161,280210029
C,11092,88
C,43800,98
C,17441,80
C,56263,102
C,49652,83
P,57274,281139523
C,42834,63
C,17317,90
P,82874,281653215
P,11285,85
P,27235,138
C,29333,59
C,57352,118
P,48032,282203417
C,51101,88
C,46463,77
P,43138,282610073
P,34912,131
C,45844,93
C,28717,95
P,8283,115
P,27933,109
P,72864,111
P,79187,79
C,80746,67
P,8330,283595493
P,71334,89
C,95836,87
P,2998,284067894
P,95022,122
C,87987,105
C,72937,109
P,88492,285221254
P,34271,84
P,15105,285540133
C,81772,110
C,10289,73
C,6754,92
C,57622,88
P,62107,119
P,25266,101
P,90502,81
C,20478,76
C,10744,67
C,35636,74
C,47738,94
C,13193,74
C,49420,73
P,86999,286604467
P,16814,104
P,40783,92
P,40927,286918084
C,46648,70
C,64462,99
C,75179,85
P,35585,288011783
P,95872,105
P,2398,82
C,52404,56
C,61442,87
C,15546,76
P,89756,289291557
P,10969,156
P,15024,94
P,44211,158
P,4752,289765744
C,61172,79
C,53164,104
C,14090,87
C,24410,87
P,8088,290468914
P,95306,88
P,39353,100
P,14474,96
C,16059,74
C,55379,84
C,16608,96
C,44377,87
C,50880,87
P,69382,291197899
P,82854,95
P,24122,291681520
C,57643,74
C,4686,81
C,78272,96
C,16209,72
P,24525,292500313
P,8039,127
C,38498,91
P,93024,110
P,56615,99
P,29319,293264967
C,4600,74
C,10117,84
C,16067,87
C,57211,86
C,49322,80
C,31083,78
P,26873,293828306
P,28348,123
P,70768,108
P,13166,88
P,24753,132
C,25958,94
C,51508,64
C,44609,87
C,18751,99
C,754,96
C,38413,80
P,93822,295200832
C,41429,75
P,53402,295925651
P,63086,296166366
C,89433,138
C,32793,76
C,52390,79
P,36404,296656253
P,66489,107
P,59148,103
P,22459,137
C,2310,94
C,92757,87
C,43645,142
C,189,119
C,5682,81
C,46069,94
P,72137,298292605
C,27234,98
P,16141,125
C,52401,153
P,68730,299260040
P,67702,136
C,72613,80
C,58848,94
P,74713,299888154
P,28279,134
P,35907,137
C,73884,110
C,61055,77
P,97842,301094326
P,42710,301298150
C,29903,78
C,7839,145
C,1463,122
C,41501,92
C,16883,100
P,40049,302104947
P,63260,98
C,21159,119
C,87249,126
C,35983,82
P,10687,303126623
P,62797,131
P,17296,113
P,47383,157
P,9101,127
C,72166,89
C,49222,109
C,44556,119
P,80336,304543893
P,68603,159
C,93459,98
P,63982,305338307
C,24838,61
C,18825,118
C,54849,112
P,94885,305861135
C,34367,99
C,79564,110
P,13718,306208605
P,66179,132
P,64878,135
P,46561,101
C,32876,112
C,65185,94
C,90456,97
P,86020,307682574
C,88760,119
P,41882,131
P,46875,161
P,97828,117
C,1008,86
C,13927,80
C,80081,83
C,19946,91
C,66730,111
P,3797,308820820
P,81399,121
C,78117,115
P,58707,309198950
P,74607,124
C,23646,97
C,25559,150
C,34333,157
C,61290,145
P,89564,310785306
C,42841,81
P,91160,168
P,26538,89
C,79034,111
C,22106,82
P,90158,311618939
C,18440,115
C,77509,119
C,1161,63
C,58054,91
P,24850,313261314
P,5093,105
P,65333,117
C,94675,89
P,4978,313836487
P,70042,125
P,46016,104
C,11266,83
C,68544,84
C,31876,96
P,91482,315269199
C,52783,127
P,54263,114
P,91175,316010069
C,37734,111
C,66218,75
C,21174,120
C,26280,84
C,19677,71
P,27433,316752526
P,14903,87
C,21231,85
P,97964,121
P,14676,93
P,16227,73
P,22039,317869013
C,2938,97
C,27418,86
C,81369,126
C,61701,82
P,40020,319448817
P,48215,147
