role,n,time
P,35,115
C,71,237
P,19,31266351
P,44,121
P,60,85
P,29055,145
C,6,273
C,13,420
C,25,394
C,15594,241
C,30,243
P,28,31964651
P,71,85
P,78765,77
P,85,144
C,63,274
C,56,168
C,28,218
C,6,200
C,79836,218
P,42,32972509
C,88,276
P,59660,118
P,75,112
P,79,80
P,97,75
P,49,86
C,39,364
C,41,268
C,46118,329
C,98,183
C,58,155
C,2,182
P,81,33931054
P,57779,118
P,71,92
P,80001,80
P,31,105
C,18,260
C,64,177
C,17,159
C,38,201
C,41161,266
C,46167,182
C,15755,207
C,80,167
P,21,35052259
C,21,417
C,66,311
C,69,258
C,73651,191
C,81,230
C,38,238
P,59,35944611
C,69,232
C,93,194
C,23,165
C,6460,190
C,48,175
P,48306,36585608
P,29808,131
P,49,135
P,64338,74
P,86,93
P,50452,82
C,69010,297
C,86,228
C,44,205
C,91,226
C,86846,211
C,50,239
C,30,230
C,46,185
C,35639,231
C,14,191
C,45,188
P,32,38124753
P,64,82
P,5,75
P,14,128
P,62,87
P,95,64
P,4,72
P,20,78
P,14,57
P,89,99
P,286,78
P,94582,86
P,6023,84
C,77,369
C,16867,187
C,56,257
P,4,39379849
P,26709,101
P,49,81
C,62,448
C,80,234
C,94889,202
C,31,188
P,57,39989985
P,69229,80
C,86,283
C,25989,182
C,9,239
C,83,236
C,99,225
C,89,235
C,24,185
C,84,205
C,6,170
C,90,201
C,20,236
P,59,41106833
P,43,119
P,31,88
C,50,411
C,39,192
C,12,225
C,10,300
C,43448,207
C,78,237
C,67,188
C,78,188
P,73,42172797
C,7,537
C,44,290
C,46,175
C,56,262
C,29,180
C,75,169
C,32,193
C,63,172
C,15,178
C,95,170
P,92,42941233
P,9412,69
P,36743,63
P,18,71
P,82,96
P,27936,67
P,7808,82
P,70,101
P,50,79
P,26,92
P,61,83
P,81731,70
P,100,82
P,92,76
P,16,75
C,36,384
C,91,191
C,73,164
C,32,176
C,25,166
C,49005,285
C,89568,193
P,70,44208649
P,58,136
P,31,119
P,1,74
P,34,110
P,86,84
P,35,86
P,50,80
C,74,496
C,3444,246
C,16690,232
C,47,207
C,73,197
C,56,241
P,8,45562217
P,81043,95
P,97,81
P,44,127
P,80,79
P,35,79
P,76,73
P,25907,57
P,62,74
P,79,78
P,50,98
P,11611,73
P,32,104
P,77,85
P,71,89
P,17,77
C,47,480
C,10,194
C,56971,263
C,91,188
C,7415,235
C,66,380
C,46,216
C,65,183
C,1,140
C,32,286
C,53505,317
C,91,244
C,24,318
C,92,187
P,23100,47608370
P,86,98
P,35,132
P,65,121
P,42,68
P,48573,82
P,41,73
P,35654,117
C,85,439
C,48165,304
C,58,158
C,15,221
C,25526,184
P,63,48564095
P,91,119
P,11,98
P,19,90
C,18020,280
C,25,185
P,86,49289767
P,76595,100
P,64356,81
P,16,67
C,30,531
C,55,204
C,94055,311
P,14,49846728
P,72,128
P,88,62
P,90,119
P,70,86
P,30,73
P,68,80
P,33506,58
P,18,83
C,84,486
C,51,318
C,65913,278
C,44,317
C,95,174
C,59,319
C,2,212
C,75,286
C,61,207
C,27,238
C,39,198
C,63,210
C,27071,438
C,84,263
C,68,181
C,29,175
C,46,195
C,23,190
C,43,206
C,84,322
C,11,282
C,99,178
C,17803,250
C,100,174
C,14,185
C,94,275
P,66,52408556
P,61,87
C,4,240
P,10,53023668
C,20,230
C,64,171
C,17,188
C,28,197
C,39,260
P,79,53613630
P,43,106
P,59717,119
P,38,115
P,40,78
P,11,79
P,29729,437
P,7,111
P,83,86
C,29491,265
C,85,288
C,70,166
C,53,172
C,99,164
C,17,181
C,72,310
P,52,54804008
P,16865,88
P,2,121
P,87,75
P,36,81
C,34,316
C,77400,177
C,21,177
C,93,180
C,48,170
C,80,218
C,38,164
C,64,198
C,84,229
C,12,175
C,47,164
C,11,200
P,68,55629438
P,44,75
P,80,88
C,63,281
C,59,181
C,65,209
P,61,56124316
P,1,56480083
P,46,86
C,79,240
C,75,214
P,9876,56948845
P,18,80
P,89,113
P,81,56
P,13,81
P,73391,117
P,97,92
P,95535,80
C,40,283
C,62,190
C,2,263
C,3,221
C,40,181
C,27699,203
C,4283,218
C,99133,211
C,24,231
C,41,244
C,31374,171
P,43,58274251
P,3,92
P,19610,67
P,70098,78
P,59,95
P,19554,73
C,35,345
C,97,199
C,42,232
C,77,200
C,68494,172
C,6,219
C,96,514
C,87,341
C,58530,262
C,44,206
P,92316,59440309
C,52,230
C,79,190
C,81,244
C,12,196
C,58,241
C,39,179
P,97,59957212
P,78,87
P,85,80
C,15,458
C,49,269
C,79401,187
C,12343,206
C,32,214
C,40,213
C,21,204
C,96,189
C,23,270
C,65,188
C,87,202
P,29281,60994302
P,34,82
P,98,74
P,71597,68
P,65,105
P,74500,80
P,34,61490287
P,74,62023795
C,100,400
C,26,259
C,80993,275
C,14,272
C,34,207
C,37,406
C,19,209
C,42011,220
C,22,161
C,48,188
C,62,183
C,40,214
C,9,193
C,90,241
C,25,258
C,11,165
C,28,249
C,81,229
P,7,63504748
P,55,92
P,4610,78
P,94,84
P,1674,71
P,90,131
P,9,125
C,9616,276
C,96,245
C,60,192
C,39,179
C,50,230
C,28008,241
P,8,64404721
P,95662,90
P,32025,101
C,85,281
C,16024,180
C,80605,168
C,25,174
C,57,167
C,25,202
C,67,259
C,65,318
C,20,223
P,11,65253760
C,21,256
P,47035,65728131
P,22,121
P,92793,115
P,5,106
P,38,84
P,93,66215123
P,9,128
P,68,100
C,51,565
C,16,418
C,72,218
C,75,360
C,63310,201
C,26043,198
C,79661,227
C,39,283
P,83,67500763
P,21195,84
P,59514,147
P,25,111
P,63,80
P,54,78
C,59630,289
C,88,239
C,87,237
C,31,435
C,13,496
C,26,449
C,16,434
C,44,261
C,32,217
C,98,200
C,37,267
C,30,169
C,12849,191
C,64,212
C,96,240
C,76,181
C,13,232
C,60,168
C,99,190
P,71,69595395
P,6818,130
P,52,120
P,76,83
P,72925,122
P,79,142
P,25,73
P,47060,117
P,78,75
P,42,115
P,19,116
P,84,90
P,18,76
P,43,76
P,21,70664426
C,69825,840
C,76,343
C,16,232
C,39,184
C,33,258
C,30,202
C,30815,236
C,45,243
C,90,212
C,16,186
C,60,182
C,33,212
C,78,218
C,44956,211
C,1,206
C,34,572
C,17,289
P,22,71952524
P,67384,130
C,82,414
C,97,309
C,86,220
C,94,220
C,84,285
C,52940,326
C,17051,208
C,15,209
C,53,248
C,77,178
C,22,161
C,11,158
C,6859,329
C,94,198
C,27,164
C,62,243
C,23,226
C,58,284
C,96,240
C,94,207
C,94,221
C,30,283
C,41,178
C,1,176
C,42,159
C,2862,175
P,73897,73890562
P,36,116
C,50,266
C,92,210
C,10430,249
C,38,187
C,79,211
P,69323,74675296
P,36,97
C,20231,272
C,98,167
C,53862,353
C,35178,250
C,48,202
C,13,205
C,70,245
C,44,192
C,50,205
C,7709,332
C,91,153
C,67,294
C,25,169
P,94299,76261000
C,88102,410
P,3,76535082
P,100,94
P,38,71
P,29,70
P,29607,72
P,49,89
P,43124,77
C,69,288
C,79,224
C,58,276
C,89,220
C,31240,317
C,19,204
C,30,234
C,10,315
C,96,234
C,67,178
C,39,220
C,39,423
C,41,225
C,6,179
C,89,167
C,45755,199
C,35,195
C,72,205
C,70,295
C,46,203
C,33,311
C,91,205
P,56536,78914133
C,39793,246
C,23481,166
C,70,150
C,38,202
C,59,200
C,66,356
P,13322,79718596
P,22978,141
P,43,92
P,97,80
P,38,83
P,57,78
P,18,88
P,56,115
P,74,131
P,97,74
P,24,58
P,41666,65
P,6,168
P,48436,117
P,63,74
P,18,66
P,38,66
P,77,84
P,26,81
P,59901,67
P,83,64
P,38,67
C,90,353
C,61,180
C,99,209
C,53846,173
C,61,194
C,9,170
C,15,270
C,11,197
C,29,169
C,67,216
C,88,142
C,55,212
C,86,184
C,57,183
C,24,452
C,80949,253
P,81254,81950801
P,7096,120
C,42713,249
C,59772,274
C,3,203
C,41855,202
C,55,148
C,64,193
P,92305,82549525
P,18,163
P,43729,72
P,54860,133
P,91,82978344
P,28,102
P,94,155
P,64,121
P,43,83423550
P,68,73
C,7,484
C,63,200
C,74457,244
C,62,271
C,76930,276
C,9201,297
C,16327,243
C,38,177
C,64,158
C,51,153
P,31121,84395355
P,95540,104
P,97,88
P,73,84777455
P,18,137
P,44065,113
P,52,80
C,65,423
C,76,504
C,75,299
C,55,226
C,92,258
C,21042,232
C,5073,183
C,66,162
P,84,85968307
P,40,84
P,13990,72
C,38,284
C,78,226
C,89,323
C,81,196
C,58,171
C,19,159
C,32,165
C,32796,225
C,93,183
C,7,205
C,29,229
C,55,229
C,54,177
C,36,263
C,17,176
C,29333,252
C,94344,212
C,86,217
C,87,213
C,1318,242
C,16,185
C,84,280
C,5004,265
C,17,190
C,3,142
C,10,274
C,71,169
P,24,88021329
P,100,82
P,92612,81
P,51559,166
C,48416,257
C,55,178
C,46739,180
C,50739,239
C,9,186
C,38,222
C,2,174
P,42,88922993
P,9,146
P,77536,89
P,22,69
P,49,117
P,47963,77
C,15,551
C,61,317
C,29,131601
C,77567,424
C,5,255
C,21,429
C,40747,324
C,38,249
C,41,232
C,61,210
C,23,356
C,41,46273
P,17,90464821
P,98146,73
P,68,91
P,1,68
P,5,84
P,4576,82
P,46,110
P,6974,89
P,37992,93
P,17,85
P,45,91052122
P,21,103
P,5,101
C,99,515
C,64,208
C,24,206
C,12,192
C,57790,218
C,86,174
C,42920,234
C,19,328
C,7,193
C,24,236
C,16,211
C,6,181
C,58,474
C,50475,197
C,17,127
C,87,101
C,42,110
C,27,76
P,41406,92401961
P,13,116
P,64333,106
C,69,101
C,23,70
C,44,70
C,32111,82
C,17,75
C,29333,60
C,60,59
C,69,86
C,49,114
P,89745,93346248
P,68,96
P,13,130
C,84,125
C,10,70
C,47953,117
C,59144,97
C,72,62
P,45,115
P,14832,78
P,9,57
P,44,60
P,55547,175
P,67,125
P,4,71
P,96,68
P,26472,56
P,78,67
P,51,113
C,89626,92
C,22082,69
C,78,72
P,68,101
C,47,51
C,14149,70
C,5,61
C,93,62
C,97,71
C,94,78
C,1,71
C,80,73
C,14,80
C,20,60
P,13142,95368502
P,39,86
P,34,80
P,78,75
P,31825,90
P,92,71
P,54,82
P,12139,74
P,37198,76
P,17,74
P,90710,151
P,87,71
P,70,70
P,71,59
P,1,105
P,74,96289730
P,90,96724807
C,35,87
C,11947,68
C,66,52
C,99228,85
C,75221,81
C,70,70
C,38,62
C,73,80
P,75,97422622
P,70,79
P,75994,84
P,52,97621795
P,3,76
P,80189,74
P,96,82
P,95,98005514
P,15045,98
P,71,98366400
P,29,79
P,12,98880922
C,77237,60
C,48,73
C,82,75
C,86,77
C,25,68
C,42961,84
P,4339,99692664
P,44735,95
P,54,100156294
C,86,54
C,66122,97
C,45104,82
P,55784,100635847
P,40,82
C,84,126
C,22783,71
C,4446,61
P,95125,114
P,20,63
P,3613,65
P,4896,90
P,100,66
P,82,92
P,38,65
P,48,119
P,20582,78
P,78,75
P,42,66
P,15206,71
P,13,101732895
P,28475,102192146
P,23,102929025
P,93,103388262
P,97,89
P,40,110
P,38,72
P,91,68
P,14,146
C,41,105
C,45,77
C,90163,106
C,46,120
C,12,61
C,61,148
C,45,87
C,56,61
C,98,69
C,37,64
C,37,79
C,30,74
C,37087,120
C,6434,61
C,62367,79
C,82,74
C,45,115
C,46,70
C,53,74
C,80,96
P,7,105288535
P,56,198
P,10,99
P,21448,91
C,81,54
C,90,107
C,19,176
C,25,57
P,82075,106333076
P,28,103
P,8,98
P,11,77
P,18,75
P,93,73
P,40,79
P,38,154
P,27,109
P,20,100
P,62,86
P,64,114
P,36,76
P,48556,75
P,56,78
P,39430,107248245
P,21,84
C,25,66
C,24,107
C,30590,121
C,67073,127
C,42,101
C,48,68
C,3,98
C,71,54
C,73,52
C,7,82
C,99,66
C,69,116
C,17113,70
P,25642,108714437
C,36,51
C,25243,69
C,76,102
C,52,59
C,84,65
C,74,53
C,26,62
C,86,59
C,59,54
C,22,52
C,74998,61
P,91003,109607534
C,55,109
C,51,83
C,97,57
C,54,57
C,56,70
C,21,108
C,55903,61
C,14551,62
C,100,80
C,80,75
C,95,72
C,72,74
C,69,61
C,68,84
P,44354,110731258
P,60,129
P,29768,81
P,59,55
P,55,80
P,85,135
P,86,77
P,80,67
P,7308,68
P,40,91
P,6,82
P,73,66
P,30,110
P,11,61
C,10,70
C,94,70
C,11,55
C,21,52
C,39,60
C,80648,88
C,68,65
C,59,81
C,65,69
P,9775,112527922
C,5,108
C,54,68
C,16,63
C,40,66
P,68,113083217
P,30231,150
P,74,81
P,83,74
P,44,92
C,55,61
P,15,113897680
P,89,90
P,74,231
P,87,74
P,61,74
P,43,74
P,36,94
P,29750,88
P,68614,61
P,17,114470089
C,75,84
C,62573,60
C,22,59
C,80,101
C,70918,59
C,27,69
C,97,58
P,27,114952041
P,11888,92
P,57,115167810
P,18,108
P,43029,85
P,9,72
P,86387,78
P,15,75
P,40,106
P,44,115890436
P,10540,87
C,35,77
C,7,114
C,46,93
C,43,63
C,26195,113
C,14,71
C,14,62
C,33130,63
C,64,65
C,51052,73
C,27,70
C,49,82
C,70,119
C,19,88
C,30,51
C,22,61
C,59,70
C,98,70
C,67,120
C,31112,69
C,3,53
C,3,52
C,39,60
P,26540,117186053
C,23,60
C,21,80
P,18175,117684124
P,81,100
P,27,126
C,78,53
C,34,71
C,36,53
C,66,109
C,65,65
C,6,53
C,98,108
C,47495,116
C,2,70
C,58,87
C,83,88
C,2,80
P,44,118711308
P,97,71
P,19,85
P,58884,103
P,84,72
C,4175,77
C,5118,77
C,94,126
C,98,56
C,52,65
C,76,64
C,56,68
C,96,78
C,7,70
C,80,113
C,86,65
C,26217,55
P,61,120548335
P,50882,81
C,79,59
C,79,70
C,14,115
C,21135,76
C,45,72
C,35,54
C,7,54
C,92,71
C,89,68
C,79145,61
C,24,56
C,42,62
C,86,108
C,85,71
C,62,114
C,38,59
C,85,68
C,47,148
C,57,80
C,6599,67
C,57,111
P,54189,121508761
P,77,87
P,91,121851912
P,94,75
P,36,93
P,24098,101
P,14,81
P,57,79
P,90,164
P,58,75
P,100,115
P,10,83
P,61669,123
P,24395,95
C,25,93
C,90642,77
C,7,80
C,76,64
C,53,75
C,63,65
C,37,85
C,26,61
C,12,84
C,50,73
C,39,115
C,29277,82
C,76,67
P,36,123342476
C,30,113
C,68,67
C,88,59
C,56,69
P,13,123731278
P,69,84
P,50,64
P,81728,94
P,28,85
P,67983,121
P,55,124124249
P,86,86
P,3371,124860069
C,76187,59
C,53,71
C,7,74
C,88,60
C,19,110
C,83,70
C,16421,72
C,21,92
C,89,74
C,62,53
C,13,60
C,99,84
C,90,68
C,19134,69
C,96,76
C,98,120
C,80,89
C,60,69
C,92,67
C,24,76
C,23242,63
P,8,126598760
C,12,88
C,75,70
C,22,70
C,30,92
C,5,90
C,72,117
C,5,78
C,40,58
C,12,60
C,70,68
C,16,75
C,38,70
C,81,75
C,56,69
C,34390,75
C,84,84
P,21,127670377
P,87,109
P,77,88
P,49,132
P,58,139
P,22,76
P,18,160
P,79,128913981
P,27,116
P,29,98
P,28369,75
P,46563,74
P,42,56
P,1,57
P,15981,113
P,32,80
P,45,95
P,81,80
P,33,81
P,7287,85
P,61,73
C,37,70
C,12,79
C,25,62
C,89,69
C,61,54
C,77,69
C,77,60
C,9,71
C,91,50
C,54015,51
C,20218,51
C,94,155
C,51,88
C,89,83
C,19,120
C,47491,85
C,100,70
P,83540,130702286
C,98,54
C,31763,120
C,98,83
C,43,70
C,42,62
C,29047,70
C,64,98
C,14296,97
P,40,131402146
P,51,87
P,59485,145
P,87,121
P,6,76
P,46,77
P,1,83
P,15,79
P,62,83
P,98210,115
P,59,76
P,41,85
P,37,113
P,51,74
P,10,82
P,26,132428387
P,41,167
P,34,139
P,89,116
P,13,119
P,79,107
P,63,133558369
P,11,97
P,12,119
C,65,92
C,14,113
C,44284,108
C,13,77
C,62,64
C,45,74
C,21,91
C,94110,74
P,37829,134290556
P,96641,173
P,54,223
P,7052,97
P,4375,134903759
C,4,89
C,62,112
C,49,119
C,64688,74
C,34,114
C,34,76
C,87769,76
C,62,73
C,7,106
C,61,117
P,23,135984306
P,97,262
P,87554,114
P,95,102
P,68987,81
P,1806,78
P,1377,112
P,58,78
C,59,91
C,89,70
C,83,61
C,88,62
C,65917,100
C,11339,123
C,100,81
C,11,59
C,4,106
C,3365,74
C,15885,71
C,48,74
C,7418,117
C,96,69
C,47959,65
C,13,112
C,62,70
C,86,100
P,90,138026935
P,76,75
P,25,76
P,61628,78
P,16,73
P,4,59
P,79,67
P,53001,75
P,74,58
P,60,138660568
P,41,113
P,74,139005292
C,100,54
C,31,119
C,71,77
C,7,70
C,3,57
C,6,125
C,57,76
C,3,69
C,71030,95
C,58,71
C,8,68
P,52376,139540904
P,45,98
P,70,216
P,41753,83
P,100,90
P,56,73
P,58,122
P,76,140307499
P,18,100
P,99,90
P,33,109
P,53,77
P,13,85
P,40,65
P,24,74
P,21,102
P,16930,106
P,80,141375430
C,5470,54
C,33,73
C,41,108
C,30,65
C,66,80
C,51,77
C,92,83
C,87403,65
C,65,64
C,58,68
C,12,62
C,76,100
C,49,93
C,44,93
C,95229,75
C,121,72
P,84563,142739169
P,93,152
P,89,136
P,45507,80
P,22,131
P,45,125
P,89,86
P,87,143490008
P,21,136
P,49,102
P,52614,120
P,69,86
P,25,152
P,12022,76
P,9,79
C,83,97
C,2,102
C,53,89
C,51,105
C,50,71
C,36746,77
C,30772,74
C,27,64
C,77,69
C,81,133
C,14,77
C,45,75
C,12,69
C,85566,120
C,25,72
C,20,68
C,93,55
C,58,70
P,57,145355042
P,39045,135
P,70,77
P,86,92
P,85,116
P,6,71
P,51910,81
P,58,62
P,60673,75
P,81,70
P,70,145910587
P,65,92
P,44,146274627
P,38,73
P,88,125
C,59,63
C,49,68
C,73,51
C,45,116
C,82,72
C,45,78
C,5,61
C,12677,65
C,42,100
C,42616,116
C,21,66
C,20,84
C,33997,80
C,67,70
C,92,75
C,85,63
C,39864,79
C,25,82
C,7,64
C,42118,70
C,76,67
C,66,69
C,69,127
C,46,80
C,89,113
C,90,60
C,82,54
C,61,62
C,60,52
C,65,80
C,15,115
C,10,61
C,89,69
C,77,78
C,31,63
C,19,69
C,65,71
P,3,148793389
P,15227,139
P,8,63
C,9,55
C,11929,73
C,6,60
C,29,79
C,26,116
C,43,90
C,79,71
P,41,149576083
P,100,80
P,24,82
P,24397,150
P,27,95
P,97,96
P,5,71
P,23191,123
P,23,81
P,1499,86
P,35,74
P,17,84
P,35,119
P,97,64
P,24,56
P,97,75
P,90,74
P,3266,76
P,18,70
P,57,146
C,100,60
C,28971,70
C,5,62
C,58,52
C,23,51
C,4896,53
C,26,68
C,44,74
C,39742,52
C,22,71
C,37,68
P,18,151870402
P,68,99
P,28015,91
C,85,54
P,97,141
C,43,64
C,29810,82
C,90,70
C,55,63
C,55,55
C,48,54
C,75,53
C,97,133
C,45,71
C,9,65
C,84,61
P,44,153380145
P,86,120
C,82,69
C,71,70
P,23,154050260
P,33447,82
C,18,65
P,78,154570619
C,49,83
C,7976,81
C,15917,61
C,82,61
C,70,78
C,63,123
C,50,73
C,76,61
C,71,73
C,34,113
P,97,155468726
C,61,56
P,99,156173710
P,49,80
P,62979,62
C,55,65
C,39,70
C,36228,61
C,33860,90
C,64,115
C,62,85
C,88,117
C,20,72
P,37978,157193573
P,58,106
C,13,78
C,3292,55
C,21,61
C,22,62
P,100,157704399
C,57,107
C,69,77
P,93,158063563
C,22,207
C,15,70
C,64,52
C,26,60
C,95,58
P,69,161
P,69,80
P,57180,69
C,26,65
C,60,61
C,2,59
C,16,51
C,54217,52
C,89,67
C,93,51
C,11399,68
C,17,58
C,48,118
C,46,81
C,44,117
C,62,70
C,21,80
P,92,159289754
P,82581,100
C,10277,78
C,87,72
C,75,67
C,85,117
C,55567,69
P,61,159675956
P,56,88
C,61,65
C,48,124
C,1,61
C,70,53
C,33,61
C,85,62
C,71,65
C,13238,63
C,90,57
P,45,160183034
P,85949,74
P,90,100
P,13,79
P,77,76
C,63018,66
P,93747,86
P,77,80
P,2,75
P,96,75
P,4,79
P,60,93
P,26,67
P,90,73
P,2312,115
C,17066,96
C,66,70
C,77178,70
C,86,52
P,32,113
P,100,84
P,47,57
C,93,52
C,9612,75
P,56081,125
P,13,81
C,74281,51
P,63,86
P,84232,80
P,34,76
P,31965,115
P,81,56
P,4573,66
P,14,92
P,89,162594715
C,91129,162
C,78,78
C,35,60
C,45,74
C,26,82
C,91,61
C,77,72
C,84,52
C,4,124
C,11,114
C,76,68
C,62,53
C,40,57
C,16353,68
C,75,77
C,28434,62
C,51,63
C,20,53
C,27,78
P,73,164103666
C,26,83
C,97,62
C,33,53
C,69,53
C,1836,53
P,84147,164481322
P,81,76
P,10339,74
P,100,65
P,62759,58
P,60,80
C,51,118
C,25443,60
C,38,73
C,77034,81
C,94,70
P,55,94
P,2,87
P,74745,84
P,30296,154
P,68,165939151
P,94,83
P,63,83
C,45479,71
C,68,60
C,35153,55
C,21889,69
C,11,67
C,53033,53
P,53,166567596
P,100,92
P,17,79
P,85,117
P,99,63
P,22,59
P,82,162
C,77,74
P,69856,167145092
P,97,75
C,25,53
C,96,70
C,38,52
C,40,97
C,61,79
C,50,59
C,60753,89
C,18968,95
C,96,99
C,6,105
C,7,55
C,84,70
C,4,73
P,56,168109235
P,43,83
P,86,72
P,86355,66
P,81,56
P,3529,57
P,46,86
P,78,88
C,10615,71
C,90,70
C,90,61
C,56,111
C,92,105
C,26,119
C,46,126
C,17862,64
C,54,73
C,17,60
C,44,75
C,32,68
C,34,70
C,27,79
C,95,52
C,39,59
C,41466,56
C,24,81
C,18,70
C,15,53
C,14,62
C,48,100
C,23,69
C,91,118
C,21305,69
C,93,111
C,78,95
P,31,170126732
C,3878,77
P,81,84
P,66,77
P,19,105
P,74,72
P,62,74
P,26,55
P,99,84
C,53,63
C,41,70
C,44,52
P,24,110
P,54,122
P,85613,74
P,5,96
P,7,110
P,13,153
C,23,53
C,76,70
C,48,61
C,37,113
P,51861,80
C,42,84
C,47,59
C,72646,61
C,23,52
C,50,74
C,96,67
C,50,95
C,2,60
C,48,60
C,38946,53
P,95,172157725
P,96,80
C,77,53
P,31915,85
P,34617,106
P,40,78
C,52120,55
